,module
Sym_272010_c0_g1,0
Sym_272013_c0_g1,0
Sym_272024_c0_g1,0
Sym_272037_c0_g1,1
Sym_272041_c0_g1,0
Sym_272048_c0_g1,0
Sym_272052_c0_g1,0
Sym_272056_c0_g1,0
Sym_272059_c0_g1,1
Sym_272079_c0_g1,0
Sym_272081_c0_g1,1
Sym_272088_c0_g1,1
Sym_272096_c0_g1,1
Sym_272113_c0_g1,1
Sym_272127_c0_g1,1
Sym_272130_c0_g1,1
Sym_272133_c0_g1,0
Sym_272152_c0_g1,1
Sym_272155_c0_g1,0
Sym_272170_c0_g1,0
Sym_272175_c0_g1,0
Sym_272182_c0_g1,0
Sym_272184_c0_g1,0
Sym_272202_c0_g1,1
Sym_272214_c0_g1,0
Sym_272219_c0_g1,0
Sym_272230_c0_g1,0
Sym_272234_c0_g1,1
Sym_272245_c0_g1,1
Sym_272247_c0_g1,0
Sym_272251_c0_g1,0
Sym_272260_c0_g1,1
Sym_272272_c0_g1,1
Sym_272276_c0_g1,1
Sym_272280_c0_g1,0
Sym_272286_c0_g1,0
Sym_272288_c1_g1,0
Sym_272299_c0_g1,0
Sym_272302_c0_g1,0
Sym_272305_c0_g1,0
Sym_272322_c0_g1,1
Sym_272332_c0_g1,1
Sym_272335_c0_g1,1
Sym_272338_c0_g1,0
Sym_272344_c0_g1,1
Sym_272350_c0_g1,0
Sym_272383_c0_g1,1
Sym_272394_c0_g1,0
Sym_272411_c0_g1,0
Sym_272417_c0_g1,1
Sym_272426_c0_g1,0
Sym_272431_c0_g1,0
Sym_272446_c0_g1,0
Sym_272462_c0_g1,0
Sym_272475_c0_g1,1
Sym_272476_c0_g1,0
Sym_272484_c0_g1,1
Sym_272489_c0_g1,0
Sym_272490_c0_g1,0
Sym_272491_c0_g1,0
Sym_272507_c0_g1,1
Sym_272511_c0_g1,0
Sym_272517_c0_g1,0
Sym_27251_c0_g1,1
Sym_272540_c0_g1,1
Sym_272548_c0_g1,1
Sym_272551_c0_g1,1
Sym_272552_c0_g1,0
Sym_272557_c0_g1,0
Sym_272562_c0_g1,0
Sym_272563_c0_g1,0
Sym_272567_c0_g1,0
Sym_272568_c0_g1,0
Sym_272598_c0_g1,0
Sym_272613_c0_g1,0
Sym_272623_c0_g1,0
Sym_272655_c0_g1,0
Sym_272677_c0_g1,0
Sym_272687_c0_g2,0
Sym_272697_c0_g1,0
Sym_272700_c0_g1,0
Sym_272701_c0_g1,0
Sym_272706_c0_g1,1
Sym_272707_c0_g1,1
Sym_272712_c0_g1,1
Sym_272716_c0_g1,1
Sym_272724_c0_g1,1
Sym_272728_c0_g1,1
Sym_272729_c0_g1,0
Sym_272734_c0_g1,0
Sym_272735_c0_g1,0
Sym_272738_c0_g1,1
Sym_272745_c0_g1,0
Sym_272749_c0_g1,1
Sym_272753_c0_g1,0
Sym_272778_c0_g1,0
Sym_272782_c0_g1,1
Sym_272798_c0_g1,0
Sym_27279_c0_g1,1
Sym_272814_c0_g1,0
Sym_272817_c0_g1,1
Sym_272821_c0_g1,0
Sym_272864_c0_g1,1
Sym_272895_c0_g1,0
Sym_272941_c0_g1,0
Sym_272942_c0_g1,0
Sym_272949_c0_g1,1
Sym_272956_c0_g1,1
Sym_272978_c0_g1,0
Sym_273006_c0_g1,0
Sym_273007_c0_g1,0
Sym_273020_c0_g1,0
Sym_273027_c0_g1,1
Sym_273056_c0_g1,0
Sym_273059_c0_g1,0
Sym_273066_c0_g1,1
Sym_27310_c0_g1,0
Sym_27315_c0_g1,0
Sym_273164_c0_g1,0
Sym_273166_c0_g1,1
Sym_273169_c0_g1,0
Sym_273186_c0_g1,1
Sym_273190_c0_g1,0
Sym_273191_c0_g1,1
Sym_273193_c0_g1,0
Sym_273201_c0_g1,1
Sym_273203_c0_g1,0
Sym_273220_c0_g1,0
Sym_273233_c0_g1,1
Sym_273247_c0_g1,1
Sym_273254_c0_g1,1
Sym_273262_c0_g1,0
Sym_273286_c0_g1,1
Sym_273288_c0_g1,0
Sym_273295_c0_g1,0
Sym_273315_c0_g1,0
Sym_273317_c0_g1,0
Sym_273322_c0_g1,0
Sym_273325_c0_g1,1
Sym_273336_c0_g1,0
Sym_273363_c0_g1,0
Sym_273394_c0_g1,0
Sym_273404_c0_g1,1
Sym_273405_c0_g1,1
Sym_273426_c0_g1,1
Sym_273460_c0_g1,0
Sym_273483_c0_g1,1
Sym_273523_c0_g1,1
Sym_273572_c0_g1,0
Sym_273582_c0_g1,1
Sym_273594_c0_g1,0
Sym_273605_c0_g1,0
Sym_27361_c0_g1,0
Sym_273621_c0_g1,1
Sym_273632_c0_g1,1
Sym_273633_c0_g1,0
Sym_273647_c0_g1,0
Sym_273653_c0_g1,1
Sym_273654_c0_g1,0
Sym_273660_c0_g1,1
Sym_273662_c0_g1,0
Sym_273664_c0_g1,0
Sym_273696_c0_g1,1
Sym_273700_c0_g1,0
Sym_273701_c0_g1,0
Sym_273719_c0_g1,1
Sym_273728_c0_g1,0
Sym_273730_c0_g1,0
Sym_273741_c0_g1,0
Sym_273757_c0_g1,0
Sym_273775_c0_g1,0
Sym_273810_c0_g1,0
Sym_273818_c0_g1,0
Sym_273848_c0_g1,0
Sym_273858_c0_g1,0
Sym_273862_c0_g1,1
Sym_27387_c0_g1,0
Sym_273891_c0_g1,0
Sym_273895_c0_g1,0
Sym_273897_c0_g1,0
Sym_273901_c0_g1,0
Sym_273902_c0_g1,1
Sym_273911_c0_g1,0
Sym_273930_c0_g1,0
Sym_273934_c0_g1,0
Sym_273941_c0_g1,1
Sym_273946_c0_g1,0
Sym_273973_c0_g1,0
Sym_273982_c0_g1,0
Sym_273983_c0_g1,0
Sym_273985_c0_g1,0
Sym_273988_c0_g1,1
Sym_274019_c0_g1,1
Sym_274021_c0_g1,0
Sym_274033_c0_g1,1
Sym_274048_c0_g1,1
Sym_274050_c0_g1,0
Sym_274059_c0_g1,0
Sym_274073_c0_g1,1
Sym_274087_c0_g1,1
Sym_274097_c0_g1,0
Sym_274111_c0_g1,0
Sym_274120_c0_g1,0
Sym_274138_c0_g1,0
Sym_274140_c0_g1,0
Sym_274148_c0_g1,1
Sym_274194_c0_g1,0
Sym_274213_c0_g1,0
Sym_274235_c0_g1,0
Sym_274236_c0_g1,1
Sym_274243_c0_g1,0
Sym_274251_c0_g1,0
Sym_274262_c0_g1,1
Sym_274265_c0_g1,1
Sym_274291_c0_g1,0
Sym_274297_c0_g1,0
Sym_274334_c0_g1,0
Sym_274350_c0_g1,1
Sym_274355_c0_g1,1
Sym_27436_c0_g1,0
Sym_274372_c0_g1,1
Sym_274375_c0_g1,0
Sym_274407_c0_g1,0
Sym_274417_c0_g1,1
Sym_274422_c0_g1,0
Sym_274427_c0_g1,1
Sym_274432_c0_g1,0
Sym_274444_c0_g1,1
Sym_274470_c0_g1,1
Sym_274488_c0_g1,1
Sym_274501_c0_g1,1
Sym_274519_c0_g1,0
Sym_274522_c0_g1,0
Sym_274533_c0_g1,0
Sym_274548_c0_g1,1
Sym_274552_c0_g1,1
Sym_274580_c0_g1,0
Sym_274608_c0_g1,0
Sym_274619_c0_g1,1
Sym_27461_c0_g1,0
Sym_274648_c0_g1,1
Sym_274662_c0_g1,0
Sym_274664_c0_g1,0
Sym_274688_c0_g1,0
Sym_274711_c0_g1,0
Sym_274713_c0_g1,0
Sym_274730_c0_g1,1
Sym_274735_c0_g1,1
Sym_274737_c0_g1,1
Sym_274743_c0_g1,1
Sym_274756_c0_g1,1
Sym_274762_c0_g1,1
Sym_274767_c0_g1,0
Sym_274779_c0_g1,1
Sym_274790_c0_g1,0
Sym_274814_c0_g1,0
Sym_274820_c0_g1,1
Sym_274827_c0_g1,0
Sym_274849_c0_g1,1
Sym_274877_c0_g1,0
Sym_274881_c0_g1,1
Sym_274893_c0_g1,0
Sym_274897_c0_g1,0
Sym_274906_c0_g1,1
Sym_274911_c0_g1,0
Sym_274926_c0_g1,0
Sym_274935_c0_g1,0
Sym_274939_c0_g1,0
Sym_274946_c0_g1,0
Sym_274952_c0_g1,1
Sym_274966_c0_g1,1
Sym_274983_c0_g1,0
Sym_274989_c0_g1,0
Sym_275021_c0_g1,0
Sym_275033_c0_g1,0
Sym_275036_c0_g1,1
Sym_275068_c0_g1,0
Sym_275088_c0_g1,1
Sym_275105_c0_g1,0
Sym_275119_c0_g1,0
Sym_275121_c0_g1,1
Sym_275149_c0_g1,0
Sym_275195_c0_g1,0
Sym_275201_c0_g1,0
Sym_275215_c0_g1,0
Sym_275222_c0_g1,0
Sym_275227_c0_g1,1
Sym_275236_c0_g1,0
Sym_275242_c0_g1,0
Sym_275246_c0_g1,0
Sym_275253_c0_g1,1
Sym_27528_c0_g1,0
Sym_275308_c0_g1,0
Sym_275317_c0_g1,1
Sym_275325_c0_g1,0
Sym_275343_c0_g1,0
Sym_275379_c0_g1,0
Sym_275384_c0_g1,0
Sym_275427_c0_g1,0
Sym_275443_c0_g1,0
Sym_27548_c0_g1,0
Sym_275494_c0_g1,0
Sym_275509_c0_g1,0
Sym_275512_c0_g1,0
Sym_275527_c0_g1,0
Sym_275553_c0_g1,0
Sym_275564_c0_g1,0
Sym_275565_c0_g1,0
Sym_275578_c0_g1,0
Sym_275582_c0_g1,0
Sym_275596_c0_g1,1
Sym_275603_c0_g1,0
Sym_275608_c0_g1,0
Sym_275614_c0_g1,0
Sym_275627_c0_g1,0
Sym_275641_c0_g1,0
Sym_275647_c0_g1,0
Sym_275666_c0_g1,1
Sym_275669_c0_g1,0
Sym_275670_c0_g1,0
Sym_275681_c0_g1,0
Sym_275687_c0_g1,0
Sym_275693_c0_g1,1
Sym_275696_c0_g1,0
Sym_275721_c0_g1,0
Sym_275734_c0_g1,1
Sym_275751_c0_g1,1
Sym_275768_c0_g1,0
Sym_275770_c0_g1,0
Sym_275779_c0_g1,0
Sym_275794_c0_g1,0
Sym_275814_c0_g1,0
Sym_275820_c0_g1,1
Sym_275844_c0_g1,0
Sym_275860_c0_g1,0
Sym_275863_c0_g1,0
Sym_275876_c0_g1,1
Sym_275898_c0_g1,0
Sym_275904_c0_g1,1
Sym_275921_c0_g1,0
Sym_275922_c0_g1,1
Sym_275924_c0_g1,0
Sym_275927_c0_g1,0
Sym_275928_c0_g1,1
Sym_275937_c0_g1,0
Sym_275980_c0_g1,0
Sym_275986_c0_g1,1
Sym_275998_c0_g1,0
Sym_276002_c0_g1,0
Sym_276018_c0_g1,1
Sym_276023_c0_g1,1
Sym_276028_c0_g1,0
Sym_276036_c0_g1,0
Sym_276042_c0_g1,0
Sym_276047_c0_g1,1
Sym_276050_c0_g1,1
Sym_276057_c0_g1,0
Sym_276072_c0_g1,1
Sym_276079_c0_g1,0
Sym_276082_c0_g1,0
Sym_276093_c0_g1,0
Sym_276096_c0_g1,1
Sym_276117_c0_g1,1
Sym_276120_c0_g1,1
Sym_276121_c0_g1,0
Sym_276128_c0_g1,1
Sym_27613_c0_g1,0
Sym_276146_c0_g1,1
Sym_276147_c0_g1,1
Sym_276155_c0_g1,0
Sym_276171_c0_g1,1
Sym_276179_c0_g1,1
Sym_276187_c0_g1,0
Sym_276190_c0_g1,0
Sym_276207_c0_g1,1
Sym_276210_c0_g1,1
Sym_276211_c0_g1,0
Sym_276229_c0_g1,0
Sym_276271_c0_g1,0
Sym_276302_c0_g1,0
Sym_276309_c0_g1,1
Sym_276317_c0_g1,1
Sym_276321_c0_g1,1
Sym_276335_c0_g1,0
Sym_276342_c0_g1,0
Sym_276363_c0_g1,0
Sym_276385_c0_g1,0
Sym_276386_c0_g1,1
Sym_276391_c0_g1,0
Sym_276394_c0_g1,1
Sym_276397_c0_g1,0
Sym_276410_c0_g1,0
Sym_276411_c0_g1,0
Sym_276417_c0_g1,0
Sym_276431_c0_g1,0
Sym_276481_c0_g1,0
Sym_276506_c0_g1,1
Sym_276508_c0_g1,0
Sym_276526_c0_g1,0
Sym_276550_c0_g1,1
Sym_27655_c0_g1,0
Sym_276588_c0_g1,0
Sym_276589_c0_g1,0
Sym_276598_c0_g1,0
Sym_276623_c0_g1,1
Sym_276624_c0_g1,1
Sym_276629_c0_g1,0
Sym_276630_c0_g1,0
Sym_276634_c0_g1,0
Sym_276659_c0_g1,1
Sym_276691_c0_g1,1
Sym_276746_c0_g1,1
Sym_276747_c0_g1,1
Sym_276763_c0_g1,1
Sym_276764_c0_g1,0
Sym_276766_c0_g1,1
Sym_276767_c0_g1,1
Sym_276789_c0_g1,0
Sym_276791_c0_g1,0
Sym_276798_c0_g1,1
Sym_276804_c0_g1,0
Sym_276805_c0_g1,1
Sym_276807_c0_g1,1
Sym_276809_c0_g1,1
Sym_276815_c0_g1,0
Sym_276849_c0_g1,0
Sym_276865_c0_g1,0
Sym_276868_c0_g1,1
Sym_276875_c0_g1,0
Sym_276878_c0_g1,1
Sym_276897_c0_g1,0
Sym_276916_c0_g1,0
Sym_276928_c0_g1,0
Sym_276930_c0_g1,0
Sym_276938_c0_g1,1
Sym_276949_c0_g1,1
Sym_276954_c0_g1,0
Sym_276960_c0_g1,0
Sym_276980_c0_g1,0
Sym_277000_c0_g1,1
Sym_277019_c0_g1,1
Sym_277036_c0_g1,1
Sym_277061_c0_g1,0
Sym_277077_c0_g1,0
Sym_277088_c0_g1,0
Sym_27708_c0_g1,0
Sym_277093_c0_g1,0
Sym_277107_c0_g1,0
Sym_277119_c0_g1,1
Sym_277126_c0_g1,0
Sym_27712_c0_g1,0
Sym_277142_c0_g1,0
Sym_277150_c0_g1,0
Sym_277162_c0_g1,1
Sym_277167_c0_g1,0
Sym_27718_c0_g1,0
Sym_277196_c0_g1,0
Sym_277200_c0_g1,0
Sym_277248_c0_g1,0
Sym_277250_c0_g1,1
Sym_277271_c0_g1,1
Sym_277276_c0_g1,1
Sym_277279_c0_g1,0
Sym_27728_c0_g1,0
Sym_27730_c0_g1,0
Sym_277329_c0_g1,1
Sym_277333_c0_g1,0
Sym_277352_c0_g1,1
Sym_277356_c0_g1,0
Sym_277372_c0_g1,0
Sym_277378_c0_g1,1
Sym_277380_c0_g1,0
Sym_277387_c0_g1,0
Sym_27741_c0_g1,0
Sym_277426_c0_g1,0
Sym_277430_c0_g1,1
Sym_277434_c0_g1,0
Sym_277442_c0_g1,1
Sym_277461_c0_g1,0
Sym_277468_c0_g1,1
Sym_277478_c0_g1,1
Sym_277488_c0_g1,1
Sym_277490_c0_g1,0
Sym_277494_c0_g1,1
Sym_277501_c0_g1,0
Sym_277516_c0_g1,0
Sym_277533_c0_g1,0
Sym_277554_c0_g1,0
Sym_277562_c0_g1,1
Sym_277564_c0_g1,0
Sym_277579_c0_g1,1
Sym_277581_c0_g1,1
Sym_277586_c0_g1,1
Sym_277602_c0_g1,0
Sym_277604_c0_g1,1
Sym_277606_c0_g1,0
Sym_277615_c0_g1,0
Sym_277619_c0_g1,1
Sym_277636_c0_g1,0
Sym_277644_c0_g1,1
Sym_277648_c0_g1,1
Sym_277651_c0_g1,1
Sym_277662_c0_g1,1
Sym_277690_c0_g1,0
Sym_277729_c0_g1,0
Sym_277735_c0_g1,1
Sym_277742_c0_g1,0
Sym_277758_c0_g1,0
Sym_277776_c0_g1,1
Sym_277794_c0_g1,1
Sym_277804_c0_g1,1
Sym_277806_c0_g1,0
Sym_277811_c0_g1,1
Sym_277843_c0_g1,0
Sym_277848_c0_g1,0
Sym_277875_c0_g1,0
Sym_277879_c0_g1,0
Sym_277897_c0_g1,0
Sym_2778_c0_g1,1
Sym_277904_c0_g1,1
Sym_277906_c0_g1,0
Sym_277918_c0_g1,0
Sym_277922_c0_g1,0
Sym_277966_c0_g1,0
Sym_277978_c0_g1,0
Sym_277981_c0_g1,0
Sym_278008_c0_g1,0
Sym_278040_c0_g1,0
Sym_278050_c0_g1,0
Sym_27805_c0_g1,0
Sym_278077_c0_g1,0
Sym_278085_c0_g1,1
Sym_278097_c0_g1,0
Sym_278120_c0_g1,0
Sym_278121_c0_g1,0
Sym_278125_c0_g1,0
Sym_278149_c0_g1,0
Sym_278167_c0_g1,1
Sym_278178_c0_g1,0
Sym_278182_c0_g1,0
Sym_278186_c0_g1,1
Sym_278194_c0_g1,0
Sym_278199_c0_g1,0
Sym_278205_c0_g1,1
Sym_278216_c0_g1,1
Sym_278221_c0_g1,1
Sym_278242_c0_g1,1
Sym_278255_c0_g1,1
Sym_278256_c0_g1,1
Sym_278277_c0_g1,1
Sym_278295_c0_g1,1
Sym_278298_c0_g1,1
Sym_278334_c0_g1,1
Sym_278344_c0_g1,0
Sym_278350_c0_g1,0
Sym_278351_c0_g1,0
Sym_278352_c0_g1,0
Sym_278413_c0_g1,0
Sym_278438_c0_g1,0
Sym_278442_c0_g1,1
Sym_278483_c0_g1,1
Sym_278498_c0_g1,0
Sym_278506_c0_g1,1
Sym_278527_c0_g1,1
Sym_278540_c0_g1,1
Sym_278553_c0_g1,1
Sym_278570_c0_g1,0
Sym_278586_c0_g1,1
Sym_27858_c0_g1,0
Sym_278593_c0_g1,0
Sym_278620_c0_g1,0
Sym_278624_c0_g1,0
Sym_27864_c0_g1,1
Sym_278664_c0_g1,0
Sym_278665_c0_g1,0
Sym_278702_c0_g1,0
Sym_278711_c0_g1,0
Sym_278754_c0_g1,1
Sym_278755_c0_g1,0
Sym_278774_c0_g1,0
Sym_27878_c0_g1,0
Sym_278805_c0_g1,1
Sym_278807_c0_g1,0
Sym_278829_c0_g1,1
Sym_278835_c0_g1,1
Sym_278850_c0_g1,1
Sym_278851_c0_g1,0
Sym_278912_c0_g1,0
Sym_278958_c0_g1,1
Sym_278995_c0_g1,1
Sym_279028_c0_g1,1
Sym_279038_c0_g1,0
Sym_279084_c0_g1,1
Sym_279087_c0_g1,1
Sym_279098_c0_g1,0
Sym_279102_c0_g1,0
Sym_279114_c0_g1,0
Sym_279116_c0_g1,0
Sym_279138_c0_g1,0
Sym_279144_c0_g1,0
Sym_279154_c0_g1,1
Sym_279175_c0_g1,0
Sym_279180_c0_g1,1
Sym_279185_c0_g1,1
Sym_279224_c0_g1,0
Sym_279262_c0_g1,0
Sym_279273_c0_g1,0
Sym_279279_c0_g1,0
Sym_279303_c0_g1,0
Sym_279469_c0_g1,0
Sym_279471_c0_g1,0
Sym_27947_c0_g1,0
Sym_279482_c0_g1,0
Sym_279488_c0_g1,0
Sym_279524_c0_g1,1
Sym_279528_c0_g1,0
Sym_279530_c0_g1,0
Sym_27956_c0_g1,0
Sym_279589_c0_g1,1
Sym_27959_c0_g1,0
Sym_279607_c0_g1,1
Sym_279621_c0_g1,0
Sym_279652_c0_g1,0
Sym_279660_c0_g1,0
Sym_279688_c1_g1,0
Sym_279703_c0_g1,0
Sym_279704_c0_g1,1
Sym_279737_c0_g1,0
Sym_279786_c0_g1,0
Sym_279791_c0_g1,1
Sym_279825_c0_g1,1
Sym_279842_c0_g1,1
Sym_279844_c0_g1,0
Sym_279845_c0_g1,1
Sym_279863_c0_g1,1
Sym_279882_c0_g1,0
Sym_279883_c0_g1,0
Sym_2798_c0_g1,0
Sym_279918_c0_g1,0
Sym_279951_c0_g1,1
Sym_27996_c0_g1,0
Sym_279980_c0_g1,1
Sym_280000_c0_g1,0
Sym_280019_c0_g1,0
Sym_280032_c0_g1,0
Sym_280040_c0_g1,0
Sym_280047_c0_g1,0
Sym_280068_c0_g1,0
Sym_280105_c0_g1,0
Sym_280113_c0_g1,0
Sym_280125_c0_g1,0
Sym_280142_c0_g1,1
Sym_280148_c0_g1,1
Sym_280152_c0_g1,0
Sym_280184_c0_g1,0
Sym_280187_c0_g1,0
Sym_280188_c0_g1,0
Sym_280195_c0_g1,0
Sym_280206_c0_g1,0
Sym_280245_c0_g1,1
Sym_280288_c0_g1,0
Sym_280336_c0_g1,0
Sym_28033_c0_g1,1
Sym_280359_c0_g1,1
Sym_280407_c0_g1,0
Sym_280411_c0_g1,1
Sym_280473_c0_g1,0
Sym_280475_c0_g1,1
Sym_280482_c0_g1,0
Sym_280504_c0_g1,0
Sym_280507_c0_g1,0
Sym_280513_c0_g1,0
Sym_280612_c0_g1,0
Sym_28061_c0_g1,0
Sym_28063_c0_g1,1
Sym_280652_c0_g1,1
Sym_280725_c0_g1,0
Sym_280742_c0_g1,0
Sym_280744_c0_g1,0
Sym_280748_c0_g1,1
Sym_28075_c0_g1,1
Sym_280840_c0_g1,0
Sym_280868_c0_g1,1
Sym_280896_c0_g1,0
Sym_280897_c0_g1,0
Sym_280912_c0_g1,0
Sym_280924_c0_g1,1
Sym_280926_c0_g1,0
Sym_280931_c0_g1,0
Sym_280951_c0_g1,0
Sym_280978_c0_g1,1
Sym_280989_c0_g1,0
Sym_280993_c0_g1,1
Sym_280996_c0_g1,0
Sym_280_c0_g1,0
Sym_281036_c0_g1,1
Sym_281057_c0_g1,0
Sym_281067_c0_g1,0
Sym_281069_c0_g1,0
Sym_281080_c0_g1,0
Sym_28113_c0_g1,1
Sym_281189_c0_g1,0
Sym_281204_c0_g1,1
Sym_281365_c0_g1,0
Sym_281367_c0_g1,1
Sym_281375_c0_g1,1
Sym_281385_c0_g1,1
Sym_281411_c0_g1,1
Sym_281446_c0_g1,1
Sym_281450_c0_g1,1
Sym_281466_c0_g1,0
Sym_281467_c0_g1,0
Sym_281472_c0_g1,0
Sym_281549_c0_g1,1
Sym_281554_c0_g1,0
Sym_281587_c0_g1,0
Sym_281597_c0_g1,0
Sym_281627_c0_g1,0
Sym_28164_c0_g1,0
Sym_281742_c0_g1,1
Sym_281775_c0_g1,0
Sym_28179_c0_g1,1
Sym_281811_c0_g1,1
Sym_281825_c0_g1,0
Sym_281863_c0_g1,1
Sym_281979_c0_g1,0
Sym_282023_c0_g1,0
Sym_282070_c0_g1,0
Sym_282082_c0_g1,0
Sym_282137_c0_g1,0
Sym_282162_c0_g1,1
Sym_282299_c0_g1,1
Sym_282332_c0_g1,0
Sym_282360_c0_g1,0
Sym_282375_c0_g1,0
Sym_282416_c0_g1,0
Sym_282459_c0_g1,0
Sym_282475_c0_g1,0
Sym_282486_c0_g1,0
Sym_282497_c0_g1,0
Sym_282594_c0_g1,0
Sym_282606_c0_g1,0
Sym_282623_c0_g1,0
Sym_282654_c0_g1,1
Sym_282658_c0_g1,1
Sym_282664_c0_g1,0
Sym_282689_c0_g1,0
Sym_2826_c0_g1,0
Sym_282765_c0_g1,1
Sym_282783_c0_g1,0
Sym_282795_c0_g1,1
Sym_282809_c0_g1,0
Sym_282913_c0_g1,0
Sym_282916_c0_g1,1
Sym_28295_c0_g1,0
Sym_283038_c0_g1,0
Sym_283045_c0_g1,0
Sym_283072_c0_g1,0
Sym_283080_c0_g1,0
Sym_283089_c0_g1,0
Sym_283096_c0_g1,0
Sym_283102_c0_g1,1
Sym_283107_c0_g1,0
Sym_283114_c0_g1,0
Sym_283123_c0_g1,0
Sym_283141_c0_g1,1
Sym_283224_c0_g1,0
Sym_283242_c0_g1,0
Sym_283362_c0_g1,0
Sym_283372_c0_g1,1
Sym_283396_c0_g1,1
Sym_283455_c0_g1,1
Sym_28356_c0_g1,0
Sym_28358_c0_g1,0
Sym_283691_c0_g1,0
Sym_283730_c0_g1,1
Sym_283758_c0_g1,1
Sym_283829_c0_g1,0
Sym_283880_c0_g1,1
Sym_283888_c0_g1,0
Sym_283916_c0_g1,1
Sym_283927_c0_g1,0
Sym_283998_c0_g1,0
Sym_28400_c0_g1,0
Sym_284038_c0_g1,0
Sym_284041_c0_g1,0
Sym_284102_c0_g1,0
Sym_284169_c0_g1,1
Sym_284219_c0_g1,1
Sym_284312_c0_g1,1
Sym_284326_c0_g1,0
Sym_284400_c0_g1,1
Sym_28443_c0_g1,1
Sym_284472_c0_g1,0
Sym_284507_c0_g1,0
Sym_28452_c0_g1,1
Sym_284545_c0_g1,0
Sym_28466_c0_g1,1
Sym_284678_c0_g1,1
Sym_28478_c0_g1,1
Sym_284842_c0_g1,1
Sym_284899_c0_g1,0
Sym_284914_c0_g1,0
Sym_28494_c0_g1,0
Sym_28495_c0_g1,1
Sym_284981_c0_g1,1
Sym_28501_c0_g1,1
Sym_285020_c0_g1,1
Sym_285072_c0_g1,0
Sym_285073_c0_g1,0
Sym_285099_c0_g1,0
Sym_285109_c0_g1,0
Sym_285208_c0_g1,1
Sym_2852_c0_g2,1
Sym_285355_c0_g1,0
Sym_28535_c0_g2,0
Sym_285468_c0_g1,0
Sym_285534_c0_g1,1
Sym_285670_c0_g1,0
Sym_285686_c0_g1,0
Sym_285727_c0_g1,0
Sym_285781_c0_g1,1
Sym_285808_c0_g1,0
Sym_285835_c0_g1,0
Sym_28589_c0_g2,0
Sym_28600_c0_g1,1
Sym_28610_c0_g1,0
Sym_286119_c0_g1,1
Sym_286125_c0_g1,1
Sym_286386_c0_g1,0
Sym_286448_c0_g1,0
Sym_286495_c0_g1,1
Sym_286496_c0_g1,0
Sym_286509_c0_g1,1
Sym_286519_c0_g1,1
Sym_286582_c0_g1,0
Sym_28660_c0_g1,0
Sym_286731_c0_g1,1
Sym_286779_c0_g1,0
Sym_286809_c0_g1,0
Sym_286869_c0_g1,0
Sym_286898_c0_g1,0
Sym_286930_c0_g1,1
Sym_287014_c0_g1,1
Sym_287035_c0_g1,0
Sym_287196_c0_g1,0
Sym_287262_c0_g1,0
Sym_287285_c0_g1,1
Sym_287316_c0_g1,0
Sym_28740_c0_g1,0
Sym_287438_c0_g1,0
Sym_287515_c0_g1,1
Sym_287521_c0_g1,0
Sym_287532_c0_g1,1
Sym_287654_c0_g1,1
Sym_28765_c0_g1,0
Sym_287664_c0_g1,0
Sym_287831_c0_g1,0
Sym_28784_c0_g1,0
Sym_287937_c0_g1,0
Sym_28806_c0_g1,0
Sym_288116_c0_g1,1
Sym_288151_c0_g1,1
Sym_288267_c0_g1,0
Sym_288455_c0_g1,0
Sym_288681_c0_g1,0
Sym_288696_c0_g1,0
Sym_288742_c0_g1,0
Sym_288866_c0_g1,0
Sym_288880_c0_g1,1
Sym_28891_c0_g1,0
Sym_288999_c0_g1,0
Sym_28904_c0_g1,0
Sym_289055_c0_g1,0
Sym_289060_c0_g1,1
Sym_289123_c0_g1,0
Sym_289203_c0_g1,0
Sym_289373_c0_g1,1
Sym_289392_c0_g1,1
Sym_289403_c0_g1,0
Sym_289445_c0_g1,1
Sym_289794_c0_g1,0
Sym_28984_c0_g1,0
Sym_289856_c0_g1,0
Sym_290380_c0_g1,0
Sym_290410_c0_g1,0
Sym_290501_c0_g1,0
Sym_290709_c0_g1,0
Sym_291152_c0_g1,0
Sym_291254_c0_g1,0
Sym_291886_c0_g1,0
Sym_291891_c0_g1,1
Sym_291943_c0_g1,0
Sym_292000_c0_g1,0
Sym_29215_c0_g1,1
Sym_292161_c0_g1,0
Sym_2923_c0_g1,0
Sym_292590_c0_g1,1
Sym_292726_c0_g1,0
Sym_292993_c0_g1,0
Sym_2930_c0_g1,0
Sym_293128_c0_g1,0
Sym_2933_c0_g1,1
Sym_293577_c0_g1,1
Sym_29379_c0_g1,0
Sym_29394_c0_g1,1
Sym_29395_c0_g1,1
Sym_29418_c0_g1,0
Sym_294196_c0_g1,1
Sym_29435_c0_g1,1
Sym_294382_c0_g1,1
Sym_294695_c0_g1,0
Sym_29490_c0_g1,1
Sym_29501_c0_g1,0
Sym_29512_c0_g1,0
Sym_29523_c0_g1,1
Sym_29524_c0_g1,0
Sym_295402_c0_g1,1
Sym_295483_c0_g1,0
Sym_295711_c0_g1,0
Sym_29578_c0_g1,0
Sym_295850_c0_g1,0
Sym_29598_c0_g1,1
Sym_296_c0_g2,0
Sym_29721_c0_g1,0
Sym_298936_c0_g1,1
Sym_29899_c0_g1,0
Sym_29903_c0_g1,1
Sym_29943_c0_g1,0
Sym_29945_c0_g1,1
Sym_29987_c0_g1,1
Sym_30018_c0_g1,0
Sym_30099_c0_g1,0
