,module
Sym_13895_c0_g1,0
Sym_138988_c3_g1,0
Sym_138990_c1_g1,1
Sym_139038_c1_g1,0
Sym_139039_c4_g1,1
Sym_139056_c0_g1,0
Sym_139056_c2_g1,1
Sym_139056_c2_g3,0
Sym_139061_c0_g1,0
Sym_139085_c1_g1,1
Sym_139092_c5_g1,0
Sym_139113_c3_g1,0
Sym_139114_c1_g1,0
Sym_139119_c0_g1,0
Sym_139124_c1_g1,1
Sym_139136_c0_g1,0
Sym_139164_c0_g1,0
Sym_139164_c0_g2,0
Sym_139197_c0_g1,1
Sym_139197_c0_g3,1
Sym_139197_c0_g4,0
Sym_139197_c1_g1,0
Sym_139209_c3_g1,0
Sym_139238_c8_g1,1
Sym_139287_c4_g2,1
Sym_139360_c0_g1,0
Sym_139375_c3_g1,0
Sym_139378_c5_g1,0
Sym_139462_c3_g1,0
Sym_139500_c0_g1,1
Sym_139517_c1_g1,0
Sym_139545_c2_g2,1
Sym_139545_c4_g1,1
Sym_139571_c2_g1,1
Sym_139577_c2_g1,1
Sym_139626_c0_g1,0
Sym_139626_c1_g1,1
Sym_139652_c5_g1,1
Sym_139683_c0_g1,0
Sym_139693_c0_g1,0
Sym_1396_c0_g1,0
Sym_139700_c1_g1,1
Sym_139720_c2_g1,0
Sym_139720_c2_g2,1
Sym_139732_c6_g1,0
Sym_139761_c0_g1,0
Sym_139770_c0_g4,0
Sym_139797_c4_g1,1
Sym_139815_c2_g1,1
Sym_13981_c0_g1,0
Sym_139827_c1_g1,1
Sym_139830_c4_g1,0
Sym_139861_c0_g3,0
Sym_139882_c1_g4,1
Sym_139886_c2_g6,0
Sym_139888_c5_g1,0
Sym_139888_c7_g2,0
Sym_139904_c2_g1,0
Sym_139907_c0_g1,0
Sym_139943_c5_g5,0
Sym_139948_c5_g1,0
Sym_13999_c0_g1,0
Sym_140001_c0_g1,1
Sym_140065_c0_g1,0
Sym_140078_c0_g1,1
Sym_14008_c0_g1,0
Sym_140131_c0_g1,0
Sym_140141_c1_g2,0
Sym_140163_c0_g1,0
Sym_14016_c0_g1,0
Sym_14017_c0_g1,0
Sym_140192_c1_g2,1
Sym_140223_c3_g2,0
Sym_140268_c1_g5,1
Sym_140371_c3_g5,1
Sym_140546_c3_g1,0
Sym_140570_c1_g1,1
Sym_140570_c2_g1,0
Sym_140585_c6_g1,0
Sym_140596_c0_g1,1
Sym_140596_c0_g2,0
Sym_140596_c0_g3,1
Sym_140626_c2_g1,0
Sym_14062_c0_g1,1
Sym_140650_c2_g1,0
Sym_140651_c1_g1,1
Sym_140674_c2_g1,1
Sym_140674_c3_g2,1
Sym_140692_c1_g2,1
Sym_140714_c0_g1,0
Sym_140714_c0_g2,1
Sym_140726_c5_g4,1
Sym_140738_c8_g1,1
Sym_140756_c0_g1,1
Sym_140764_c3_g1,0
Sym_140765_c2_g1,0
Sym_140810_c1_g1,0
Sym_14083_c0_g1,0
Sym_140840_c1_g4,0
Sym_140841_c0_g2,0
Sym_140841_c1_g1,0
Sym_140877_c0_g1,1
Sym_140883_c1_g1,0
Sym_140957_c0_g1,0
Sym_140957_c1_g1,0
Sym_140971_c3_g1,0
Sym_140971_c3_g4,0
Sym_140971_c3_g5,0
Sym_140971_c4_g1,0
Sym_140982_c0_g1,0
Sym_140986_c0_g2,0
Sym_140988_c1_g3,0
Sym_141006_c3_g1,1
Sym_141037_c0_g1,0
Sym_14103_c0_g1,1
Sym_141051_c5_g1,0
Sym_141059_c0_g2,0
Sym_141083_c0_g1,0
Sym_141084_c0_g1,0
Sym_141085_c2_g1,0
Sym_141114_c0_g1,0
Sym_141115_c3_g1,0
Sym_141144_c1_g1,0
Sym_14118_c0_g1,0
Sym_141194_c4_g8,1
Sym_141209_c0_g1,0
Sym_141217_c2_g3,1
Sym_141217_c2_g4,1
Sym_14122_c0_g1,0
Sym_141243_c1_g2,1
Sym_141284_c1_g1,1
Sym_141284_c2_g2,0
Sym_141301_c4_g1,0
Sym_141362_c0_g3,0
Sym_141464_c2_g3,0
Sym_141484_c0_g1,0
Sym_141502_c5_g1,0
Sym_141538_c7_g1,0
Sym_141552_c3_g1,0
Sym_141552_c3_g2,0
Sym_141552_c4_g1,0
Sym_141552_c4_g2,0
Sym_141552_c4_g3,0
Sym_141571_c2_g1,0
Sym_141581_c2_g1,0
Sym_141603_c9_g1,1
Sym_141605_c3_g1,0
Sym_141661_c3_g1,0
Sym_141675_c0_g1,0
Sym_141681_c0_g1,1
Sym_141690_c0_g5,1
Sym_141721_c0_g1,1
Sym_14177_c0_g1,1
Sym_141800_c0_g2,1
Sym_141827_c4_g1,0
Sym_141827_c8_g11,0
Sym_141827_c8_g13,0
Sym_141827_c8_g16,0
Sym_141827_c8_g17,1
Sym_141827_c8_g4,0
Sym_141827_c8_g5,0
Sym_141827_c8_g7,0
Sym_141840_c3_g4,0
Sym_141846_c2_g1,1
Sym_141852_c2_g1,1
Sym_141870_c2_g1,0
Sym_141875_c0_g1,1
Sym_141875_c1_g1,0
Sym_141906_c0_g1,0
Sym_141916_c0_g1,0
Sym_141920_c0_g1,0
Sym_141929_c0_g1,0
Sym_141_c0_g1,0
Sym_142003_c1_g2,0
Sym_142026_c0_g1,0
Sym_142039_c0_g1,0
Sym_142051_c0_g2,0
Sym_142061_c1_g4,1
Sym_142107_c1_g1,0
Sym_142126_c3_g4,0
Sym_142137_c4_g1,0
Sym_14214_c0_g1,0
Sym_142186_c0_g1,0
Sym_142188_c6_g1,1
Sym_142188_c6_g3,1
Sym_142191_c2_g1,0
Sym_142250_c0_g5,1
Sym_142252_c1_g1,0
Sym_142252_c1_g3,0
Sym_142252_c2_g4,0
Sym_142252_c2_g5,0
Sym_142252_c2_g6,0
Sym_142289_c1_g1,1
Sym_142297_c0_g2,0
Sym_142329_c0_g1,1
Sym_142338_c0_g3,0
Sym_142353_c0_g1,0
Sym_142379_c0_g1,1
Sym_142380_c1_g1,0
Sym_142381_c2_g1,0
Sym_142384_c1_g2,0
Sym_142459_c0_g5,0
Sym_142473_c0_g1,0
Sym_142487_c2_g1,1
Sym_142488_c5_g1,0
Sym_142555_c1_g1,1
Sym_14255_c0_g1,1
Sym_142566_c0_g1,0
Sym_142571_c4_g5,0
Sym_142573_c0_g2,0
Sym_142583_c0_g1,0
Sym_142598_c3_g1,0
Sym_142598_c3_g3,0
Sym_142598_c3_g5,0
Sym_14259_c0_g1,1
Sym_142615_c0_g3,1
Sym_142655_c3_g1,0
Sym_142663_c0_g1,1
Sym_142667_c2_g1,1
Sym_142669_c9_g1,0
Sym_14266_c0_g1,0
Sym_142673_c0_g1,1
Sym_142681_c1_g1,0
Sym_142695_c0_g1,0
Sym_142695_c0_g2,0
Sym_142711_c0_g1,0
Sym_142721_c3_g2,0
Sym_142750_c1_g2,0
Sym_142762_c0_g1,0
Sym_142787_c0_g5,0
Sym_142816_c0_g1,1
Sym_142841_c0_g1,1
Sym_142887_c2_g6,0
Sym_142901_c1_g3,1
Sym_142905_c0_g1,0
Sym_142922_c1_g1,0
Sym_142922_c2_g1,0
Sym_142968_c1_g1,0
Sym_142992_c1_g1,0
Sym_142993_c2_g2,0
Sym_143046_c1_g1,0
Sym_143060_c0_g1,0
Sym_143076_c0_g1,0
Sym_143083_c3_g1,0
Sym_143087_c0_g2,0
Sym_143103_c2_g1,0
Sym_143109_c3_g4,0
Sym_143122_c0_g1,1
Sym_143124_c1_g1,0
Sym_143145_c2_g2,0
Sym_143145_c5_g3,0
Sym_143167_c1_g3,0
Sym_143177_c4_g1,0
Sym_143181_c6_g1,0
Sym_143182_c1_g1,1
Sym_143184_c1_g1,0
Sym_143193_c2_g1,0
Sym_143193_c2_g2,0
Sym_143218_c0_g2,0
Sym_143242_c1_g2,1
Sym_143244_c0_g1,1
Sym_143244_c1_g1,0
Sym_143254_c0_g1,0
Sym_143319_c2_g1,0
Sym_143319_c2_g2,0
Sym_143324_c3_g1,0
Sym_14333_c0_g1,0
Sym_1433_c0_g1,0
Sym_14340_c0_g1,0
Sym_143426_c2_g1,0
Sym_143426_c2_g2,1
Sym_143426_c4_g1,1
Sym_143442_c1_g1,1
Sym_143448_c1_g1,0
Sym_143463_c2_g1,1
Sym_143469_c7_g2,0
Sym_143475_c4_g9,1
Sym_143488_c3_g4,0
Sym_143645_c0_g7,1
Sym_14365_c0_g1,0
Sym_143661_c2_g1,1
Sym_143664_c3_g1,0
Sym_143678_c4_g1,0
Sym_143692_c1_g1,0
Sym_143692_c3_g2,0
Sym_143719_c0_g1,0
Sym_143732_c3_g1,0
Sym_143734_c9_g2,0
Sym_143740_c1_g2,0
Sym_143818_c2_g1,1
Sym_143909_c0_g1,1
Sym_143931_c1_g2,0
Sym_143933_c3_g3,0
Sym_143943_c0_g1,1
Sym_143943_c0_g2,0
Sym_143952_c3_g1,0
Sym_143968_c1_g2,0
Sym_143_c0_g1,0
Sym_144022_c0_g3,0
Sym_144085_c1_g1,1
Sym_144088_c2_g2,0
Sym_144097_c2_g1,0
Sym_144098_c1_g5,1
Sym_14409_c0_g1,0
Sym_144129_c1_g1,0
Sym_144163_c0_g1,1
Sym_144197_c5_g1,1
Sym_14422_c0_g1,0
Sym_144233_c1_g1,1
Sym_144233_c3_g2,0
Sym_144258_c1_g1,0
Sym_14426_c0_g1,0
Sym_144324_c2_g1,0
Sym_144324_c2_g4,0
Sym_14435_c0_g1,0
Sym_144403_c2_g5,1
Sym_144408_c1_g1,0
Sym_144441_c0_g1,0
Sym_144461_c0_g2,0
Sym_144482_c1_g2,0
Sym_144482_c1_g3,0
Sym_144501_c1_g1,1
Sym_144501_c3_g1,0
Sym_144516_c0_g1,0
Sym_14452_c0_g1,0
Sym_14456_c0_g1,1
Sym_14458_c0_g2,0
Sym_144596_c0_g1,1
Sym_14464_c0_g1,1
Sym_144675_c3_g1,1
Sym_144699_c8_g1,1
Sym_144703_c0_g1,0
Sym_144706_c1_g1,1
Sym_144706_c1_g3,1
Sym_144706_c1_g5,0
Sym_144706_c2_g3,0
Sym_14472_c0_g1,0
Sym_144740_c2_g1,1
Sym_144740_c2_g2,0
Sym_144741_c1_g1,0
Sym_144750_c2_g1,0
Sym_144752_c0_g1,1
Sym_144752_c2_g3,0
Sym_144765_c1_g1,0
Sym_144765_c1_g2,1
Sym_144769_c1_g2,0
Sym_144780_c0_g1,1
Sym_144786_c0_g4,1
Sym_144810_c0_g3,0
Sym_144819_c1_g1,0
Sym_144845_c0_g1,1
Sym_144846_c0_g1,0
Sym_144870_c1_g1,0
Sym_144893_c0_g1,0
Sym_144894_c1_g1,0
Sym_144928_c0_g4,0
Sym_144945_c0_g2,1
Sym_144962_c0_g1,1
Sym_144983_c3_g2,0
Sym_144984_c0_g1,0
Sym_145026_c4_g5,0
Sym_145057_c0_g1,0
Sym_145065_c1_g1,1
Sym_145065_c1_g2,1
Sym_145065_c2_g5,0
Sym_145099_c1_g1,0
Sym_145102_c3_g1,0
Sym_145214_c0_g1,0
Sym_145246_c1_g1,0
Sym_145267_c0_g1,1
Sym_145267_c1_g1,0
Sym_145289_c4_g1,1
Sym_1452_c0_g1,0
Sym_145309_c0_g1,1
Sym_14534_c0_g1,0
Sym_145407_c0_g1,0
Sym_145469_c3_g3,0
Sym_145495_c1_g1,0
Sym_145507_c1_g1,0
Sym_145547_c2_g1,0
Sym_14556_c0_g1,0
Sym_145648_c1_g1,0
Sym_145648_c3_g1,1
Sym_145683_c0_g1,1
Sym_145687_c2_g1,0
Sym_145745_c2_g7,0
Sym_145764_c6_g1,1
Sym_14576_c0_g1,1
Sym_145834_c1_g1,1
Sym_145856_c0_g1,0
Sym_145856_c1_g2,0
Sym_145856_c2_g1,1
Sym_145866_c5_g1,1
Sym_145893_c3_g2,1
Sym_145910_c2_g3,0
Sym_145910_c2_g5,1
Sym_145914_c0_g2,1
Sym_145965_c1_g1,0
Sym_14599_c0_g1,0
Sym_146016_c3_g1,1
Sym_146073_c0_g1,1
Sym_146097_c1_g1,1
Sym_146098_c0_g3,0
Sym_146105_c0_g3,0
Sym_146113_c0_g1,0
Sym_146119_c2_g1,0
Sym_146148_c1_g1,1
Sym_146198_c2_g2,1
Sym_146266_c4_g1,1
Sym_146307_c1_g1,0
Sym_146311_c1_g1,0
Sym_146327_c3_g2,0
Sym_146394_c0_g2,0
Sym_146396_c2_g1,0
Sym_14639_c0_g2,0
Sym_146406_c9_g1,1
Sym_146435_c11_g1,0
Sym_146478_c6_g1,0
Sym_146500_c5_g7,1
Sym_146534_c3_g1,0
Sym_146541_c1_g1,0
Sym_146553_c1_g1,1
Sym_146561_c3_g1,0
Sym_146561_c4_g1,0
Sym_146566_c3_g5,1
Sym_146574_c3_g5,1
Sym_146583_c3_g1,1
Sym_146594_c2_g3,0
Sym_146594_c3_g3,0
Sym_146602_c0_g1,1
Sym_146609_c1_g1,0
Sym_146609_c2_g1,0
Sym_146634_c6_g1,1
Sym_146673_c0_g1,0
Sym_146691_c2_g5,1
Sym_146696_c8_g3,0
Sym_146705_c4_g1,0
Sym_14671_c0_g1,0
Sym_146759_c0_g1,0
Sym_146759_c0_g2,0
Sym_146768_c0_g4,0
Sym_146771_c2_g1,1
Sym_146771_c2_g4,0
Sym_146798_c0_g2,0
Sym_146798_c1_g2,0
Sym_14685_c0_g1,1
Sym_146876_c2_g1,0
Sym_146928_c6_g3,0
Sym_147014_c1_g1,0
Sym_147014_c1_g2,1
Sym_147014_c3_g1,0
Sym_147067_c1_g3,0
Sym_147078_c0_g1,0
Sym_147099_c4_g1,0
Sym_147117_c0_g1,1
Sym_147119_c0_g1,1
Sym_147153_c0_g2,0
Sym_147159_c6_g1,1
Sym_147166_c2_g4,0
Sym_147168_c7_g1,0
Sym_147176_c3_g1,0
Sym_147182_c1_g2,0
Sym_147201_c3_g4,1
Sym_14722_c0_g1,0
Sym_147249_c0_g1,1
Sym_147266_c2_g2,0
Sym_147269_c0_g1,0
Sym_14728_c0_g1,1
Sym_147302_c0_g1,0
Sym_147302_c0_g2,0
Sym_147332_c1_g3,0
Sym_147342_c6_g1,0
Sym_147342_c6_g2,0
Sym_147389_c1_g1,0
Sym_14740_c0_g1,0
Sym_147416_c0_g2,0
Sym_147458_c2_g1,0
Sym_147472_c0_g1,1
Sym_147474_c0_g7,0
Sym_147508_c0_g1,0
Sym_147581_c0_g1,1
Sym_147606_c1_g1,1
Sym_147628_c0_g1,0
Sym_147648_c1_g1,1
Sym_147654_c1_g3,0
Sym_147655_c2_g1,1
Sym_147655_c4_g4,1
Sym_14766_c0_g1,1
Sym_147674_c2_g5,1
Sym_147684_c0_g1,1
Sym_147711_c0_g1,0
Sym_147711_c0_g2,0
Sym_147727_c1_g1,1
Sym_147744_c1_g1,0
Sym_147744_c1_g4,0
Sym_147784_c1_g1,1
Sym_147809_c0_g1,0
Sym_147811_c0_g1,0
Sym_147829_c5_g5,0
Sym_147847_c0_g8,0
Sym_147850_c4_g2,1
Sym_147861_c3_g1,0
Sym_147901_c1_g4,0
Sym_147909_c2_g1,1
Sym_147909_c3_g1,0
Sym_147909_c3_g2,1
Sym_147909_c3_g3,0
Sym_147909_c3_g4,0
Sym_147946_c6_g9,1
Sym_147948_c1_g2,1
Sym_147958_c1_g1,0
Sym_147975_c5_g1,1
Sym_147976_c0_g1,0
Sym_147987_c1_g1,1
Sym_147987_c1_g3,0
Sym_148012_c3_g1,1
Sym_148027_c1_g2,1
Sym_148027_c1_g6,0
Sym_14802_c0_g1,0
Sym_14803_c0_g1,0
Sym_148046_c3_g4,0
Sym_148111_c0_g1,1
Sym_148185_c1_g3,1
Sym_148202_c1_g5,0
Sym_148251_c1_g5,1
Sym_148270_c0_g1,1
Sym_148279_c1_g1,1
Sym_14828_c0_g1,0
Sym_148332_c0_g1,1
Sym_148338_c0_g1,0
Sym_148357_c1_g2,0
Sym_148363_c2_g1,1
Sym_148382_c2_g2,1
Sym_148394_c2_g1,0
Sym_148396_c1_g1,1
Sym_148396_c2_g1,0
Sym_148402_c1_g6,0
Sym_148413_c1_g1,1
Sym_14841_c0_g1,0
Sym_148420_c1_g1,1
Sym_148438_c3_g1,0
Sym_148438_c3_g2,0
Sym_14846_c0_g1,1
Sym_148471_c0_g1,0
Sym_148471_c0_g2,0
Sym_148482_c0_g1,0
Sym_148482_c0_g2,0
Sym_148507_c4_g1,1
Sym_148526_c4_g3,0
Sym_148531_c0_g1,0
Sym_148535_c2_g5,0
Sym_148542_c0_g2,0
Sym_148558_c1_g1,0
Sym_148578_c0_g2,0
Sym_148580_c1_g1,0
Sym_148582_c0_g1,1
Sym_148597_c3_g1,0
Sym_148647_c0_g1,0
Sym_148684_c0_g1,1
Sym_148685_c1_g2,0
Sym_148700_c0_g1,0
Sym_148717_c0_g1,1
Sym_14871_c0_g1,1
Sym_148724_c0_g1,0
Sym_148742_c0_g6,1
Sym_14874_c0_g1,1
Sym_14877_c0_g1,0
Sym_14878_c0_g1,1
Sym_148790_c2_g6,0
Sym_148791_c0_g1,1
Sym_148791_c2_g2,0
Sym_148793_c2_g1,0
Sym_148805_c3_g1,0
Sym_14882_c0_g1,1
Sym_148837_c1_g1,0
Sym_148851_c1_g6,0
Sym_148870_c0_g3,1
Sym_148909_c0_g3,0
Sym_148909_c1_g7,0
Sym_148960_c1_g1,0
Sym_148993_c0_g1,1
Sym_149037_c3_g6,0
Sym_149060_c0_g1,0
Sym_149077_c1_g1,0
Sym_149104_c1_g3,0
Sym_149104_c1_g5,0
Sym_149126_c2_g1,0
Sym_149126_c4_g1,1
Sym_149166_c0_g1,0
Sym_149188_c10_g1,0
Sym_149189_c4_g1,1
Sym_149198_c0_g1,0
Sym_149199_c4_g1,1
Sym_149201_c0_g1,0
Sym_149209_c1_g1,0
Sym_149243_c1_g1,0
Sym_149243_c2_g1,0
Sym_149252_c1_g3,0
Sym_14926_c0_g1,0
Sym_149270_c0_g1,0
Sym_149283_c2_g1,0
Sym_14929_c0_g1,1
Sym_14932_c0_g1,1
Sym_149342_c3_g3,0
Sym_149370_c0_g1,0
Sym_149383_c0_g1,1
Sym_149385_c2_g1,0
Sym_149416_c0_g1,1
Sym_149418_c1_g2,0
Sym_149453_c1_g1,0
Sym_149455_c6_g7,1
Sym_149473_c1_g1,1
Sym_149480_c0_g1,0
Sym_14948_c0_g1,0
Sym_149504_c3_g1,0
Sym_14950_c0_g1,1
Sym_149545_c2_g4,0
Sym_149582_c1_g2,1
Sym_149592_c5_g9,0
Sym_149602_c3_g1,1
Sym_149602_c4_g1,1
Sym_149602_c4_g2,0
Sym_149602_c6_g1,0
Sym_149605_c3_g4,1
Sym_149616_c4_g1,1
Sym_14965_c0_g1,0
Sym_149661_c2_g2,0
Sym_149661_c3_g1,1
Sym_149700_c3_g3,0
Sym_149766_c0_g1,1
Sym_149813_c4_g2,0
Sym_149814_c0_g1,0
Sym_149817_c0_g1,0
Sym_14982_c0_g1,1
Sym_14983_c0_g1,0
Sym_149865_c1_g2,0
Sym_149867_c0_g1,0
Sym_149885_c1_g2,0
Sym_1498_c0_g1,1
Sym_149916_c4_g1,0
Sym_149935_c2_g3,0
Sym_149967_c2_g1,0
Sym_149982_c0_g1,0
Sym_14998_c0_g1,1
Sym_149997_c0_g1,0
Sym_150003_c2_g3,1
Sym_150041_c1_g1,0
Sym_150045_c2_g4,1
Sym_150066_c2_g1,0
Sym_150155_c1_g4,0
Sym_150215_c3_g3,0
Sym_150226_c0_g3,0
Sym_150249_c4_g1,1
Sym_150273_c1_g4,0
Sym_150292_c0_g1,0
Sym_150294_c0_g1,0
Sym_15031_c0_g1,1
Sym_150343_c2_g2,1
Sym_150355_c1_g1,1
Sym_150365_c0_g1,0
Sym_150401_c1_g2,1
Sym_150405_c0_g1,1
Sym_150405_c1_g1,0
Sym_150405_c5_g1,0
Sym_150432_c3_g5,0
Sym_150432_c3_g6,0
Sym_150495_c0_g1,1
Sym_150495_c0_g2,0
Sym_150502_c5_g1,0
Sym_150538_c4_g3,0
Sym_15054_c0_g1,0
Sym_150566_c1_g1,0
Sym_150619_c0_g1,0
Sym_150653_c3_g1,1
Sym_150655_c2_g1,1
Sym_150663_c1_g1,0
Sym_150678_c2_g3,0
Sym_150686_c2_g1,0
Sym_150688_c0_g1,1
Sym_150706_c4_g1,1
Sym_15070_c0_g1,0
Sym_150714_c0_g1,0
Sym_15071_c0_g1,0
Sym_150721_c2_g1,0
Sym_150721_c4_g1,0
Sym_150727_c5_g1,0
Sym_15077_c0_g1,1
Sym_15078_c0_g1,0
Sym_150793_c0_g1,0
Sym_150793_c4_g4,0
Sym_15079_c0_g1,0
Sym_150804_c3_g3,1
Sym_150808_c2_g1,0
Sym_150808_c3_g2,1
Sym_150850_c2_g1,1
Sym_150857_c3_g1,0
Sym_150869_c1_g2,0
Sym_150899_c0_g1,0
Sym_150899_c1_g1,0
Sym_150927_c0_g1,0
Sym_15092_c0_g1,1
Sym_150936_c1_g1,0
Sym_150961_c0_g1,0
Sym_150964_c0_g1,1
Sym_15097_c0_g1,1
Sym_150995_c2_g2,1
Sym_151005_c7_g1,0
Sym_151042_c4_g1,0
Sym_151048_c0_g1,1
Sym_15105_c0_g1,0
Sym_151089_c5_g1,1
Sym_15110_c0_g1,1
Sym_151110_c0_g1,0
Sym_151131_c1_g1,0
Sym_151201_c6_g1,1
Sym_151204_c2_g1,0
Sym_15121_c0_g1,1
Sym_15122_c0_g1,1
Sym_151289_c5_g1,1
Sym_151306_c5_g1,0
Sym_151311_c5_g1,0
Sym_151312_c5_g1,0
Sym_151336_c0_g2,0
Sym_151345_c3_g1,0
Sym_15135_c0_g1,0
Sym_151419_c0_g1,1
Sym_151436_c2_g1,0
Sym_151439_c1_g2,0
Sym_151486_c2_g3,0
Sym_151497_c1_g1,0
Sym_151510_c0_g1,0
Sym_151513_c6_g6,1
Sym_151526_c0_g1,0
Sym_151615_c4_g6,1
Sym_151623_c1_g1,1
Sym_151651_c1_g1,0
Sym_151660_c1_g1,0
Sym_151669_c6_g4,1
Sym_151681_c1_g1,0
Sym_151681_c1_g2,0
Sym_151747_c0_g1,1
Sym_151749_c3_g3,1
Sym_15179_c0_g2,0
Sym_151805_c1_g1,1
Sym_151840_c2_g1,0
Sym_151852_c4_g7,0
Sym_151868_c0_g3,1
Sym_151893_c1_g1,0
Sym_151913_c1_g1,0
Sym_151926_c1_g1,1
Sym_151956_c4_g3,0
Sym_151964_c3_g3,0
Sym_151970_c5_g1,0
Sym_151977_c0_g1,1
Sym_152007_c0_g1,0
Sym_152009_c2_g4,0
Sym_15201_c0_g1,0
Sym_152051_c6_g1,1
Sym_152059_c3_g1,1
Sym_152068_c7_g1,0
Sym_15206_c0_g1,1
Sym_152087_c1_g2,0
Sym_15209_c0_g1,0
Sym_152104_c4_g1,0
Sym_152104_c4_g2,0
Sym_152125_c5_g1,0
Sym_152125_c5_g2,0
Sym_152125_c5_g3,0
Sym_152147_c4_g1,1
Sym_15214_c0_g1,0
Sym_152195_c2_g1,0
Sym_152205_c1_g1,1
Sym_15223_c0_g1,0
Sym_15225_c0_g1,1
Sym_15227_c0_g1,0
Sym_152309_c0_g1,0
Sym_152309_c0_g2,0
Sym_152312_c2_g3,0
Sym_15234_c0_g1,1
Sym_152359_c0_g1,0
Sym_152359_c0_g2,0
Sym_15235_c0_g1,0
Sym_152364_c4_g2,0
Sym_15236_c0_g1,1
Sym_152394_c2_g3,0
Sym_152413_c1_g1,0
Sym_152413_c3_g1,0
Sym_15246_c0_g1,0
Sym_15246_c0_g2,0
Sym_152495_c1_g1,0
Sym_152515_c4_g1,0
Sym_152552_c3_g1,1
Sym_152557_c4_g1,1
Sym_152567_c7_g1,0
Sym_152572_c4_g2,1
Sym_152574_c0_g1,0
Sym_15258_c0_g1,0
Sym_152601_c4_g1,0
Sym_15264_c0_g1,0
Sym_152671_c2_g1,0
Sym_152675_c0_g1,1
Sym_15267_c0_g1,0
Sym_152692_c0_g1,0
Sym_15271_c0_g1,0
Sym_152725_c5_g1,0
Sym_152731_c0_g1,0
Sym_15274_c0_g1,1
Sym_152806_c1_g1,0
Sym_152806_c1_g2,0
Sym_15287_c0_g1,0
Sym_152931_c0_g1,0
Sym_152936_c1_g1,0
Sym_152941_c1_g1,0
Sym_152948_c0_g1,0
Sym_152950_c1_g1,1
Sym_152950_c3_g7,0
Sym_152952_c3_g1,0
Sym_152961_c5_g4,0
Sym_153026_c2_g2,1
Sym_153078_c0_g1,1
Sym_153090_c0_g1,1
Sym_153122_c1_g7,0
Sym_153133_c3_g1,0
Sym_153152_c4_g2,1
Sym_153212_c6_g4,0
Sym_153239_c1_g1,0
Sym_153241_c0_g1,0
Sym_153276_c3_g1,0
Sym_153305_c8_g1,0
Sym_153318_c1_g1,0
Sym_153383_c0_g1,1
Sym_153383_c1_g2,0
Sym_15341_c0_g2,1
Sym_153477_c3_g1,0
Sym_15365_c0_g1,0
Sym_153682_c6_g2,0
Sym_15368_c0_g1,0
Sym_153711_c0_g1,0
Sym_153808_c1_g1,0
Sym_153853_c1_g1,0
Sym_153869_c0_g1,0
Sym_153869_c4_g1,0
Sym_153870_c0_g1,1
Sym_153872_c0_g1,0
Sym_153874_c0_g1,0
Sym_153882_c1_g1,0
Sym_153927_c4_g1,0
Sym_153927_c4_g2,1
Sym_153954_c1_g1,0
Sym_15401_c0_g1,0
Sym_154032_c1_g1,0
Sym_154062_c2_g1,0
Sym_154069_c0_g1,1
Sym_154072_c6_g1,1
Sym_154078_c0_g1,0
Sym_15412_c0_g1,1
Sym_154199_c8_g1,0
Sym_154294_c6_g5,1
Sym_15435_c0_g1,0
Sym_15438_c0_g1,0
Sym_154413_c4_g1,0
Sym_154515_c0_g1,1
Sym_154543_c0_g1,1
Sym_154543_c2_g1,0
Sym_15462_c0_g1,0
Sym_154731_c5_g7,0
Sym_154733_c0_g1,1
Sym_154804_c2_g2,1
Sym_154805_c0_g1,1
Sym_154816_c4_g1,0
Sym_154847_c0_g1,0
Sym_154868_c0_g1,0
Sym_154888_c1_g1,0
Sym_154890_c3_g1,0
Sym_154942_c2_g2,0
Sym_15497_c0_g1,0
Sym_155004_c1_g1,0
Sym_15506_c0_g1,0
Sym_155082_c0_g1,1
Sym_155138_c4_g6,1
Sym_155145_c0_g1,0
Sym_155148_c4_g3,1
Sym_15515_c0_g1,0
Sym_155256_c1_g1,0
Sym_155342_c0_g1,0
Sym_15543_c0_g1,1
Sym_155493_c0_g1,0
Sym_15556_c0_g1,1
Sym_155608_c10_g1,0
Sym_15560_c0_g1,0
Sym_155676_c10_g1,1
Sym_15568_c0_g1,0
Sym_15569_c0_g1,0
Sym_155764_c0_g1,1
Sym_155765_c0_g1,1
Sym_155774_c0_g1,1
Sym_15577_c0_g1,1
Sym_155785_c0_g1,0
Sym_155790_c0_g1,0
Sym_155792_c0_g1,0
Sym_155802_c0_g1,0
Sym_155808_c0_g1,1
Sym_155813_c0_g1,1
Sym_155822_c0_g1,1
Sym_155835_c0_g1,1
Sym_155843_c0_g1,1
Sym_155846_c0_g1,0
Sym_155858_c0_g1,1
Sym_155863_c0_g1,0
Sym_155865_c0_g1,0
Sym_155894_c0_g1,0
Sym_1558_c0_g1,0
Sym_155905_c0_g1,1
Sym_155916_c0_g1,0
Sym_155955_c0_g1,0
Sym_155958_c0_g1,0
Sym_155960_c0_g1,1
Sym_155973_c0_g1,0
Sym_155976_c0_g1,0
Sym_155982_c0_g1,0
Sym_156013_c0_g1,0
Sym_156017_c0_g1,0
Sym_156023_c0_g1,0
Sym_156033_c0_g1,0
Sym_156036_c0_g1,1
Sym_156041_c0_g1,0
Sym_156058_c0_g1,1
Sym_156060_c0_g1,1
Sym_156072_c0_g1,0
Sym_156074_c0_g1,0
Sym_156088_c0_g1,0
Sym_156104_c0_g1,0
Sym_156108_c0_g1,0
