,Control_1.1,Control_1,Control_2.1,Control_2,Control_3.1,Control_3,Control_4.1,Control_4,Cool_1,Cool_2,Cool_3,Cool_4,Heat_1.1,Heat_1,Heat_2.1,Heat_2,Heat_3.1,Heat_3,Heat_4.1,Heat_4
Sym_100730_c0_g1,6.65180768821898,6.54918295984906,6.73073226412292,6.38772422042311,6.63940750048708,6.72465985374361,6.82014177849067,6.74146664787415,7.20178703198347,7.24343082098343,6.97061348750643,7.01669596879984,5.81259770108835,6.3141145355011,6.37775776743941,6.46683983692834,6.39767755789637,6.0357703416386,6.51412717567309,6.38798639686749
Sym_100737_c0_g1,6.53246285606678,6.49175557671735,7.0283674736527,6.43404485685438,6.7293789542957,6.75548490347555,6.9152218376989,6.38898694751278,6.93480430285268,7.05195410466925,7.08475923075674,7.06457512728645,6.57952784983725,6.62902391076462,6.72742817498815,6.60509692023459,6.74037240379978,6.37418091336207,6.43851923446922,6.77472230444786
Sym_100738_c0_g1,2.22913652419384,2.15240507955945,2.01617718179206,2.45667865465321,2.29828505648614,2.20514242628041,1.91098904713508,2.3850724159823,2.31674069554623,2.45468935426641,2.6570013427539,2.29146258595491,2.1021537902317,2.03236041289502,2.01672887507114,1.9530970611752,2.19576289029636,2.0702149438622,1.77113223599171,2.22949679204324
Sym_100743_c0_g1,6.63353380885812,6.44813988447164,6.4797379402133,6.16785130809473,6.16130067045115,6.51724837930364,6.33155832131146,6.25484245804121,6.8655609862843,6.74284315326259,6.91152376096964,6.61398117658905,5.94578400575208,6.15936486610267,6.33612552852848,6.40574541930678,6.31407045225531,6.35711001996365,6.19809697984343,5.98903170912873
Sym_100761_c0_g4,2.80519988054102,3.65308897182252,3.38567743867486,3.55418642965539,2.56260829311716,3.15660196141792,3.18754943033023,3.03219021279821,3.4971466813602,3.49100310570751,2.95210368197599,3.21364596117847,3.68682435674844,3.31684227136308,3.39234180017672,3.27153340819658,2.62861809334852,3.36263233398782,3.20650818711567,3.28005628225421
Sym_100764_c6_g1,5.72483118793538,5.92337843682864,5.7920877976767,5.79196854554527,5.89770730552702,5.89495789079874,5.8527364799744,5.68990919254075,5.98891150398267,6.44954833038014,6.50775673940778,6.09753738405669,6.0250092831094,5.77785705726919,5.76252342616879,5.52716550451523,5.75272729246979,5.81284323289215,5.75567535084041,5.96771883170229
Sym_100792_c0_g1,6.30311803394473,6.37546804786695,6.39666234044882,6.35057721524857,6.25274734135625,6.30478976323146,6.28488939974599,6.42901566589147,6.62421485151032,6.43446711179178,6.63373601797419,6.48538869115747,6.85950133310215,6.46992313572265,6.61766943108592,6.53517852211079,6.5275572843935,6.4496060839757,6.51683514204717,6.39900549088278
Sym_100794_c0_g1,3.00953517974713,3.11665481867009,3.02407122846609,3.24107118573251,3.13748997813021,3.07943070648189,3.27620952453718,3.53326471601607,3.5113081700681,3.83420816554194,3.90808021180489,3.58891432624874,2.95475969820845,3.04970070601018,3.16551136046694,3.17393807797619,2.86499897469196,3.37670470649628,3.2722329324378,2.97094246584823
Sym_100842_c0_g2,3.68432029878665,3.49682146035899,3.6159726229929,3.21921839730043,3.789217465678,3.55744653856267,3.73992406502874,3.6664930252326,3.86060519554066,3.81015063646965,3.93713229461643,3.45077880531192,3.28680973964262,3.60150612321815,3.4760907148897,3.40926156693654,3.18536451181801,3.65748440140006,3.64194792515794,3.93375417756387
Sym_100866_c0_g1,4.77167621577963,5.04755589337144,4.57790302556593,4.68963011812455,4.71785774615435,4.87685848293579,4.74168515464573,4.29683964131852,4.89124340153842,4.90659452002787,4.8936918003354,5.20059124976002,4.86929281683379,4.45975099057445,5.08823379113537,4.7912952981737,4.8515675383257,5.12369673990586,4.54908757557672,4.68445658271685
Sym_100888_c0_g1,6.14194615285251,6.11670030612484,6.11165328601762,6.10065180184509,6.14114297131274,6.29703714796424,5.99213308451459,5.95885882938902,6.04434438483779,6.16499803560724,6.12684050544436,6.47018960560115,6.54322164619202,6.23346302083413,6.2746719568445,6.35682955475584,6.19925935390123,5.58148948403153,6.29872172983683,5.93885482001865
Sym_101035_c0_g2,1.47795287811911,1.383080423534,1.57249081394949,1.52043793858699,1.67181348037522,1.34549700595874,1.42101237385184,1.46096760753389,1.94061409483035,2.57594267986859,2.01604312774529,2.22996693740869,1.73708754398149,1.4983112330234,1.24226976944476,1.2053198783559,1.20731962753809,1.33140561825138,1.49610231563713,1.30590122297108
Sym_101046_c0_g1,5.14101074195653,4.96403681789828,5.06415048312917,4.57390939905073,5.21811050758366,4.79091210040982,5.1124646241546,4.68564937908892,5.07293701958472,5.0834696373563,5.34834978917938,4.96657570528136,3.98966794833886,5.01838392404555,5.03086057150856,5.0052205821185,4.73600927371528,4.90230749544655,4.94259393982305,4.93428043038627
Sym_101087_c1_g1,5.88165750523553,5.96698816888765,5.96974397664683,5.77087579569621,6.10664892059951,5.89228230276802,6.12959628840474,5.71459126977251,6.06105312374822,6.27389944275635,6.15729942229222,6.21867313370756,5.21275698780112,5.93717166215716,6.05355382986396,6.15385118792846,6.11836188592814,5.93638552762952,6.03085136644278,5.88386697341909
Sym_101136_c0_g1,7.31307062384364,7.39844259780278,7.35933519658724,7.10379760037456,7.16484029305407,7.26591205579069,7.34763600417042,7.15634706216059,7.22663522227054,7.31629287281079,7.49392489056405,7.32561115950315,6.96593224479557,7.2873005880376,7.32902270037132,7.27075154199973,7.30881412220653,7.06955740644794,7.29015876710349,7.18393057768594
Sym_101158_c0_g1,3.30591989722391,3.19092470521652,3.15890986501343,3.32383200116503,3.34774356455691,2.97898971994861,3.20924952246646,3.13876866605289,3.59691957418381,3.39055572438307,3.60503764582254,3.73500369496778,3.8148037929587,3.29769108227847,3.42462406817158,3.98165448872017,3.73180162641976,3.60767963877817,2.99654490417752,3.06039106031471
Sym_101178_c0_g1,3.21157020164606,3.09226886211946,3.0580242745771,3.2893910198593,2.88731584446244,3.04983063323839,2.63836124656807,3.19741266827529,4.73978563735288,4.33424687424605,3.83547836238964,3.76858845756602,2.84846142460066,2.95896957740977,2.92950078155876,2.7552308714136,2.7604512101941,3.10194537270272,2.88795344378376,2.94007839252617
Sym_101178_c0_g2,2.76145862373676,2.82166916809488,3.09099335143121,2.95187176412259,2.9380149699817,3.44828133695553,3.06613156556519,3.3305570192882,4.24924900542063,3.6330651836745,3.99891281075951,3.99583765843057,2.74247840095705,2.86730770117126,2.97598952049821,2.80343788705848,2.94529065701301,2.67784898738681,2.99325961038522,2.9981914816326
Sym_10119_c0_g1,4.65178186558678,4.61310668743196,4.47849496473234,4.84092892143323,4.21571205423164,4.45282032659213,4.63032772109152,4.74794638547003,5.4702062191528,5.02853366934211,5.29036634853149,5.05938019509825,4.24482864155023,4.35602254048699,4.02244568253185,4.06234449810869,4.30301714882954,4.27427610785994,4.04862700051501,3.78288755968401
Sym_101203_c0_g1,6.05694700786595,6.01952572891963,5.98655996962242,6.47653097037411,6.10734250161073,6.07827998609096,6.10691971850476,5.88627156808704,6.25232839746067,6.30391867235244,6.06272331122452,6.30371186416918,6.41089609328088,5.72227520500614,6.13921854611246,5.96380882479861,6.02573301351729,6.01776306396942,6.0598420534767,5.7052170058491
Sym_101210_c1_g1,2.65096028690047,2.23437928716159,2.66420338535409,2.53808878851381,2.46027929426083,2.5753392944619,2.56431657834785,2.5485859882684,2.77483757056458,2.8539806311028,2.72553488807985,2.8140634241019,2.0721739501951,2.34631119656943,2.43163725282373,2.49676406766129,2.35506143943284,2.44243033911314,2.68358459895936,2.48563948147766
Sym_101250_c0_g1,2.78565422130697,2.49190375003324,2.86375472659438,2.98057221917987,3.34636889110463,2.86202259530466,3.01180026496339,2.73267809363754,3.23683144406374,3.20166593492515,3.15481743439123,3.07682893636842,3.55403514279983,3.33087686593386,2.92679474150837,3.18624739161317,3.13818110777245,3.26385912218051,3.12122255302933,3.25704015046262
Sym_101254_c0_g1,5.68408948517731,5.75615118589934,5.55038533546048,6.03387508027367,5.60274095055033,5.95876900186263,5.34714269998946,5.83960218938318,6.09580553700959,6.06441362140696,6.1906364135347,6.09751651810963,6.08374693116032,5.72131111634835,6.15881033501615,5.87608249662634,5.71014293380798,5.79946523044521,5.78823767905238,5.80347068953227
Sym_101308_c4_g1,5.63960087336829,5.58122749201862,5.49232479785306,5.27226344657552,5.32077557895139,5.66404853990169,5.65003664669316,5.47583298443456,5.68044899372123,5.48789875205765,5.63828767444261,5.77932733548457,5.25103223509226,5.67767185431744,5.48363157688185,5.5106671901466,5.53749442646741,5.77391444900131,5.4935498137586,5.387495148233
Sym_101312_c0_g1,4.76682540700163,4.8745981173437,4.88685741620707,5.0317140465608,4.89916582472198,5.11076875792827,4.72482552467457,5.16023701435381,5.30941155723827,5.17766855951808,5.29348223882264,5.38610714966293,4.60721601649173,4.51378798456915,4.50543106350385,4.35135321657384,4.74009940011378,4.43197364995923,4.65932687207274,4.79172765479479
Sym_101312_c0_g2,7.93007273223121,8.0505103828626,8.08623621783302,8.33158765233417,8.10278641335078,8.30460289474823,8.16259179737443,8.29115038797161,8.60767809677515,8.42630870335251,8.51929564146601,8.29139540706082,8.01324633556173,7.88848426325944,8.06228345533371,8.010953793433,7.92874409630367,7.85926616494843,7.96769796724334,8.12679336544159
Sym_101341_c0_g1,3.58003222567413,3.48024832657569,2.94820079853236,3.43664136186296,3.86737118739601,3.31025223626932,3.54205523812655,3.59124536376672,4.09956462613163,4.0917270341919,3.94825705573496,3.28419586987341,2.92800782609613,3.22415752168604,3.67692742924457,3.23052888008861,3.34940657652539,3.266688082634,3.21950951629346,3.34803977096955
Sym_101408_c0_g1,2.99277184817652,2.86354661797208,2.9474663101321,2.83851047586952,3.18875629589858,2.78625185804226,3.1910627546508,2.95473156603687,3.49825794698448,3.48314474056178,3.54488801636328,3.83647154685579,3.01426116864203,3.09134650829753,3.01892449641228,3.1537714190206,2.71367298259302,3.20935639604623,2.83970362684091,3.13180100233629
Sym_101635_c0_g3,1.67710477921243,1.41073057614002,1.32368864894998,1.4384986560177,1.70386540507058,1.37766635089834,1.45220461414555,1.49335455282878,2.27106124438058,2.73358440517362,1.91564278511277,2.21214807714379,1.48466343239536,1.22975910759939,1.27042265710922,1.43628510007798,1.33921795756862,1.36305654452392,1.61442340255122,1.68645540821268
Sym_101635_c0_g4,6.14287609177415,5.9605209356007,6.08121194551616,5.69523902677089,5.961342819108,5.98745199979655,6.04920953360121,5.48967433590915,6.02912106853931,5.94452219898488,5.90370014838639,6.03315975357688,5.47287970817668,6.24445705962609,6.04685341047398,5.8015430344599,6.13501572788625,6.08769882961768,6.01214376546429,5.89823992616591
Sym_101680_c0_g1,1.91389656458077,1.5114134882216,1.61083943104724,1.54324128369337,1.70311385424281,1.73359583017399,1.77440419791354,1.93551502760487,1.73771896428426,1.94746746363745,1.99487476395424,1.90927005964162,1.48400567234709,1.86812187320516,1.68332772497274,1.62715556344206,1.79803244568325,1.82474417934397,1.70710596914995,1.56394095182186
Sym_101691_c0_g2,6.11682065114968,6.33929939165792,6.18653587610193,6.4426183716991,5.99853246900088,6.17270908355598,6.22647238662542,6.12565112351604,6.84599245371375,6.53191288182393,6.80353259538727,6.43263822453767,6.42512088744467,6.31616450037968,6.14591093636292,6.37714360445773,6.35735090582814,6.13311683577848,6.12028766780234,6.22260122024274
Sym_101695_c0_g2,6.02573388858386,6.11535370997151,6.21979923894948,5.85070809038402,6.04118390116373,6.34069638341535,6.38327744478959,6.07853639081611,6.49134990703223,6.31466603426716,6.63448735338176,6.4304566100673,5.77948444453081,6.39524687187015,6.28320090668267,6.35709572416645,6.42569455361518,6.08656509129146,6.09923345418746,6.35275376950618
Sym_101699_c0_g1,4.37840337487265,4.53616383078197,4.39948401558022,3.94337214518038,4.41986837336098,4.16874929306671,4.58238645944004,4.35607612464509,4.67986886160983,4.8197052836455,4.3720236275512,4.84573206624415,3.70839248768634,4.23980541424638,4.28786373565035,4.38276228188799,4.0261466418098,3.83730572585033,4.19804746474632,4.1809238504227
Sym_101793_c0_g1,1.75256889664712,1.65319180950508,2.09995552336815,1.91659297272262,1.95995052344678,1.76476515544277,2.04268627623436,1.87353299913895,3.1779895351268,3.13666656224295,3.04482394482449,2.80009246230254,1.73344849626422,1.86744843992267,1.62760486702448,1.77843220610503,1.78168850845405,1.9879738560235,2.03600949074003,1.71209100443378
Sym_10180_c0_g1,4.623548939504,4.94852590787256,4.58896429919424,4.92512716551581,4.62917896001581,4.94328003128246,4.68024341487496,4.70538204936432,4.72705773685669,4.98643560941891,4.92233580159412,5.01341922489568,4.60053850313599,4.62696717526606,4.82964033477084,4.57656715328274,4.52307798909403,4.5961346160871,4.78380447084986,4.78751381061595
Sym_101813_c0_g1,5.45730102521952,5.20653970173622,5.26305739728605,5.57817191781188,5.53608707111182,5.3918531881735,5.18938700263242,5.46248263880834,5.72569629256441,5.50078786647148,5.68625219973947,5.70246706723758,5.46395428115176,5.43680447528321,5.7680353546835,5.37251352502541,5.52646358626547,5.62813887181849,5.31704970850023,5.82657679159496
Sym_101823_c0_g1,4.37406104622151,4.29929048453624,4.15978969774809,3.85430406113107,4.5573772873115,4.38523094791661,3.83003747690257,4.33324037264186,4.66293452558477,4.70913292889905,4.96902259967088,4.95157219015495,4.05183860975829,4.7125520679975,4.14934570183125,4.23979287071336,4.70502009382104,4.26516728198902,4.26089655836089,4.26654779456086
Sym_101847_c0_g1,2.60954155269296,2.67065616324856,2.82002530129447,3.01807840037774,2.98998307275652,2.73264611218954,3.19582287928459,3.23099129607153,3.35531911197336,3.15777908165448,3.20332888362496,3.07914851193669,2.73677248019173,2.96479738243329,2.66372418766236,2.84977740332336,2.50344626810449,2.69926856926363,2.63978007477971,2.73361287303167
Sym_101928_c0_g2,6.13935089813573,6.19053223231618,6.27205689612494,6.53495416348389,6.38396306099229,6.47200736190035,6.28978103443036,6.50501982489523,6.91182130854594,6.66630276961659,6.44924053370025,6.66618294094401,6.29447738851661,6.09059283267115,6.2650233099771,6.27434303592167,6.0858183073752,6.2306407425802,6.42760087442978,6.04283733899364
Sym_101932_c0_g1,6.57553798158634,6.88754771482082,6.58446711773715,6.91451384345461,6.66003702202504,6.71533079952688,6.45858322325887,6.74875892285938,7.00689260421416,7.10678483027984,7.16038535798391,6.95878748220649,6.23624294217828,6.51464837441861,6.55899547654123,6.44859160531512,6.51672073877195,6.62694452452233,6.48829265027196,6.47496462233013
Sym_101932_c0_g3,1.87996427658605,2.03450253145421,2.26464233798377,2.14847799655358,2.08318466395795,2.15508383299712,2.26393884246938,2.13340628626432,2.16037330224697,2.23849692875257,2.39449318334979,2.31265163486675,2.05603372958062,1.90327053148075,2.14402088265701,2.07091649733603,1.91011648465656,1.90568242796047,2.13984805272141,2.27575663403371
Sym_101932_c0_g9,2.92323932728416,2.61156495762981,3.14422348034001,2.43845214775421,2.71063679995289,3.03892306147948,2.98687517979371,2.73387368085569,3.28986410482137,2.79585626143174,3.23964565647912,3.07251675156397,2.43037665733515,2.43272957886395,2.34429790961846,2.5143280542,3.08438446297739,2.52606117012495,2.71672455841036,2.84229158894736
Sym_101949_c0_g1,2.91787594362097,2.80331454038693,2.70982643799524,2.40698177509957,2.80964789091221,2.52669304256949,2.33084609781609,2.28600398061457,2.73384593638818,3.16854285406183,2.44923343411163,2.74870948521448,2.5551769897838,2.46773335661004,2.39809148161898,2.32031114639315,2.32447159757802,2.69124374351766,2.72943837401302,2.79886663733683
Sym_101956_c0_g1,3.13407413787394,3.23600198522792,3.09026426790048,3.16568938998869,3.27519492438672,2.96676706568306,3.19914179285196,3.12776934666182,3.26090577672263,4.08921616472113,3.97212638148332,4.48837427532407,3.81030009068322,3.5391431634408,3.10149399080614,3.40120465941467,2.86283582343682,3.20950608419599,3.22911352988478,3.44057375686286
Sym_101966_c1_g1,5.88234127028204,5.70706292062299,5.84223776883967,5.83484149576879,5.84409839122113,5.84637499015874,5.71878300031637,5.95427413163885,6.13196179791852,6.00361062441423,6.07659100784767,6.12116944498871,5.80413905345716,5.8992423955806,5.63241954743619,5.69342549608517,5.85131245633856,5.56521969825032,5.61238645413611,5.62469828087424
Sym_101973_c1_g1,5.414459478996,5.52858912495463,5.20723558172469,6.00824120610225,5.77107926602543,5.59151215566667,5.88558922640588,5.88195583992915,7.01283490531213,6.68409739495042,6.69718606941583,6.54262747252441,6.50276147551068,5.95831661777632,6.33495466620414,6.14291010844909,6.10558305328982,6.68110525903653,6.39593868727249,6.70673283886543
Sym_101983_c1_g2,2.65236934415268,2.49426638891946,2.59017081576359,2.63810521118647,2.65139185826972,2.8714091438192,2.75923049518348,3.2033906770494,2.8785942824805,3.21291134802161,3.36309450073502,3.4246768747429,3.36601104833508,3.19008350643042,2.93477446508209,3.02582977902986,3.62168000707929,3.11165851291356,3.67919751075212,4.18096024627213
Sym_101988_c1_g1,6.35930901685388,6.47742022866522,5.92758982629104,6.4385042237795,6.15101441672754,6.1445799463863,6.27315617884427,6.52216018697519,7.0488595874018,7.12813980427878,7.09360340066101,6.9848309043756,5.79789315221781,6.08702047100262,6.02368097026297,5.86834964797737,5.90736070012136,5.9653867468329,5.69466834497923,6.10544227714597
Sym_101988_c1_g3,3.48772940134588,3.83841216370167,3.74219356848074,3.95240559667414,3.82216123404553,3.47152418312259,3.55859353087814,3.95318829390092,4.07643949916284,4.32959623960078,4.05871911106992,3.95522081458542,4.08807188850709,3.98020556818882,4.21271757274974,3.90920988348841,3.43971454070453,4.12502330280874,3.81241513837552,3.64804266319608
Sym_101992_c0_g1,3.37494314374682,3.65586308173485,3.76994492552075,3.14079122538984,3.53496742243214,3.71954803293205,3.75632069083789,3.44272144217423,4.35296607419046,3.65006868978128,4.0718543043111,3.86181971748086,3.94437822352566,3.71589412687226,3.90616729976528,3.96940365424789,3.85923666556954,3.43473680334457,3.91761605887412,3.83822345492995
Sym_101992_c0_g3,5.36726910429652,5.35365687600481,4.81010896960182,4.99674228776369,5.16824207043426,5.45929609069221,5.30942757464978,5.45827401655535,5.50794021433784,5.62780316991405,5.78265382912447,5.75518889882187,5.24915104776271,5.37994501739062,5.32612574910145,5.59201904555696,5.1150900805425,4.97098376208198,5.02000970698658,4.96754317875194
Sym_102162_c0_g1,6.28133682113293,6.29624879690479,6.33625495384026,6.32061630094323,6.29023332646009,6.5083633885549,6.28876008260354,6.30658865536895,6.22893942035913,6.67367692082399,6.71539103981382,6.89633574823301,6.213673474467,6.16956523608124,6.16835121291803,6.04622710070334,5.93518777720016,6.23230090993674,5.94935416436102,6.06477591522544
Sym_102164_c0_g1,5.35292331792718,5.28457174631091,5.26364641813663,5.57761935120873,5.40384508202738,5.35560063635159,5.40333863890722,5.42971795543612,5.78006502726923,5.59670539662345,5.68543573965202,5.70156455977261,5.75835758307144,5.55653442368647,5.60922158768043,5.49914971049693,5.52600256478082,5.28020589883557,5.42926384111355,5.5152068913171
Sym_102186_c1_g3,2.22123703815323,2.36471038029095,2.45291671849175,2.51851314553352,2.5992774290403,2.45124088483321,2.54461560319663,2.80492464447286,2.66032828971666,2.76127129099211,2.45473701858254,2.50239869758491,2.23895017551257,2.54204351430141,2.4125393624563,2.47859430166315,2.48333880611026,2.71050371717836,2.39892511786752,2.55763347061124
Sym_102194_c1_g4,4.49283303800702,4.33231605842128,4.48573975649138,4.09224307496593,4.33115654733387,4.44296177068196,3.89799591222724,4.33477754850029,4.66391030348113,4.34117776956691,4.79740398694158,4.64181167710183,4.23010067486557,4.12087028872234,4.53616205708505,4.31144008963135,4.56981272754012,4.20769135630858,4.4576570790993,4.50996229610039
Sym_102275_c2_g1,4.98254179486926,4.85889184188661,4.82296380528496,4.98195757382191,4.68839367704452,4.58583170055266,4.38439493019046,4.86748834517205,5.06707262420352,5.16042639298325,5.051104529176,5.11265382728436,4.44239985049252,4.88692620887593,4.79281817527623,4.62916038031369,4.54611253568695,4.93857496126118,4.88014816991357,4.60145861346105
Sym_102279_c0_g1,3.83073079494333,3.89973821282205,3.76440038744399,4.03089700480363,3.56360354141431,3.41227449668919,3.84910298108937,4.47443785748478,4.72498712107093,4.43635353477654,4.00900885926766,3.97736435500927,3.98331525054544,3.39229926648595,4.27382158211472,3.89059518402824,3.67195851200778,3.69406999705927,3.99694244435146,3.60427620152517
