,kMEmagenta
isogroupSym_101592_c0_g2,0.459071388770623
isogroupSym_101592_c0_g3,0.627525572176063
isogroupSym_101592_c0_g4,0.710514965272504
isogroupSym_101600_c1_g1,0.53720822546234
isogroupSym_101606_c0_g1,0.226553159243722
isogroupSym_101607_c0_g1,0.673576437074946
isogroupSym_101607_c1_g1,0.343115293018508
isogroupSym_101629_c0_g1,0.659930996080331
isogroupSym_101635_c0_g3,-0.755470657254215
isogroupSym_101635_c0_g4,-0.225111950217544
isogroupSym_101635_c0_g5,-0.19342432352628
isogroupSym_101645_c0_g2,0.737580993121651
isogroupSym_101653_c0_g1,0.528590864666414
isogroupSym_101657_c0_g1,-0.127210974938772
isogroupSym_101680_c0_g1,-0.454578884031151
isogroupSym_101691_c0_g2,-0.735092012425727
isogroupSym_101691_c0_g3,0.218429561149172
isogroupSym_101691_c0_g4,0.26528022968495
isogroupSym_101695_c0_g2,-0.652873685527873
isogroupSym_101699_c0_g1,-0.492052933248594
isogroupSym_101728_c0_g1,0.082704721819494
isogroupSym_101757_c0_g1,0.695738307071174
isogroupSym_101757_c0_g2,0.132016873538999
isogroupSym_101762_c0_g2,-0.183508325126214
isogroupSym_101779_c0_g1,0.091479033959403
isogroupSym_101783_c0_g3,0.0894195663525775
isogroupSym_101785_c0_g2,0.160128109214651
isogroupSym_101793_c0_g1,-0.839484202367403
isogroupSym_101793_c0_g2,0.337148801043626
isogroupSym_101796_c0_g1,0.00371834554626228
isogroupSym_101801_c0_g1,-0.0964546849875953
isogroupSym_101806_c0_g1,0.756786887552789
isogroupSym_101806_c0_g2,0.570303363261247
isogroupSym_10180_c0_g1,-0.368697220095746
isogroupSym_101813_c0_g1,-0.491377569592926
isogroupSym_101823_c0_g1,-0.73685369403391
isogroupSym_101823_c0_g2,0.207759113795232
isogroupSym_101828_c0_g2,0.778302789551703
isogroupSym_101832_c0_g1,-0.390586431667737
isogroupSym_101841_c0_g2,-0.0512699789100013
isogroupSym_101846_c0_g2,0.559333678430319
isogroupSym_101847_c0_g1,-0.396055211196868
isogroupSym_10184_c0_g1,-0.0161618613362802
isogroupSym_101851_c0_g1,0.774094424425499
isogroupSym_10186_c0_g1,0.357555344715883
isogroupSym_101876_c0_g1,0.646001948733317
isogroupSym_101880_c0_g1,0.4148245730341
isogroupSym_101900_c0_g2,0.91255586216894
isogroupSym_101900_c0_g3,-0.258610776359029
isogroupSym_101901_c1_g1,0.400834674550838
isogroupSym_101904_c1_g10,0.0250294307132447
isogroupSym_101904_c1_g2,0.766656629262781
isogroupSym_101904_c1_g7,0.271072283569636
isogroupSym_101904_c1_g9,-0.00108136368776242
isogroupSym_101908_c0_g5,0.383802033198091
isogroupSym_101912_c0_g1,0.30894948214006
isogroupSym_101920_c0_g1,-0.064393110468162
isogroupSym_101928_c0_g2,-0.477282340908406
isogroupSym_101932_c0_g1,-0.55883767280986
isogroupSym_101932_c0_g3,-0.392412792309682
isogroupSym_101932_c0_g9,-0.395748872085079
isogroupSym_101941_c0_g1,0.717504139052735
isogroupSym_101946_c0_g1,0.579611834107405
isogroupSym_101949_c0_g1,-0.325901017068803
isogroupSym_101956_c0_g1,-0.705989800123522
isogroupSym_101956_c0_g2,0.882272790623065
isogroupSym_101966_c1_g1,-0.538328211723998
isogroupSym_101966_c1_g2,0.262305235720565
isogroupSym_101970_c0_g1,0.463243772446907
isogroupSym_101971_c0_g1,0.402798779866806
isogroupSym_101973_c1_g1,-0.734681948485216
isogroupSym_101973_c2_g2,0.227000080002173
isogroupSym_101973_c2_g3,0.453602860298581
isogroupSym_101976_c0_g1,0.88193377561111
isogroupSym_101983_c1_g1,-0.0025178356770205
isogroupSym_101983_c1_g2,-0.391029521284421
isogroupSym_101988_c1_g1,-0.639919771457068
isogroupSym_101988_c1_g3,-0.498718442823615
isogroupSym_101992_c0_g1,-0.626443528363855
isogroupSym_101992_c0_g3,-0.594111683306918
isogroupSym_102029_c0_g1,0.439648950367335
isogroupSym_102038_c0_g1,0.696077052021951
isogroupSym_102048_c0_g1,0.865536207792043
isogroupSym_102051_c0_g1,0.152690725072895
isogroupSym_102064_c0_g1,0.387385213828517
isogroupSym_102065_c0_g2,0.854618555541972
isogroupSym_102068_c0_g1,0.768121261946201
isogroupSym_102101_c0_g1,0.0152214243564515
isogroupSym_102107_c0_g1,0.556693559201451
isogroupSym_102107_c0_g2,0.78459784125417
isogroupSym_102143_c0_g1,-0.26243048153191
isogroupSym_102151_c1_g1,-0.0722924337767388
isogroupSym_102151_c4_g2,-0.313043717677174
isogroupSym_102162_c0_g1,-0.442897643540743
isogroupSym_102164_c0_g1,-0.638608307228886
isogroupSym_102186_c1_g1,0.0902806939846865
isogroupSym_102186_c1_g3,-0.207162541369747
isogroupSym_102188_c5_g1,0.406171690279904
isogroupSym_102189_c0_g1,0.132220099499106
isogroupSym_102192_c0_g1,0.755253562880726
isogroupSym_102194_c1_g4,-0.582429669573397
isogroupSym_102202_c2_g1,0.0385494586992089
isogroupSym_102202_c4_g2,0.848406342985652
isogroupSym_102212_c0_g1,0.695291543263152
isogroupSym_102212_c0_g2,0.872382554791926
isogroupSym_102228_c0_g1,-0.149648260551205
isogroupSym_102230_c0_g1,0.790419624520174
isogroupSym_102230_c0_g2,0.487700920905034
isogroupSym_102232_c0_g1,0.623282641929511
isogroupSym_102249_c1_g1,0.776282208309189
isogroupSym_102262_c0_g2,0.574575919282463
isogroupSym_102268_c2_g1,-0.0451959689228996
isogroupSym_102271_c1_g2,0.507510934716607
isogroupSym_102275_c2_g1,-0.564500948827757
isogroupSym_102275_c2_g2,0.425891470583322
isogroupSym_102279_c0_g1,-0.408665315131522
isogroupSym_102286_c0_g1,-0.236529891614841
isogroupSym_102287_c1_g2,0.34355183923902
isogroupSym_1022_c0_g1,-0.13985694210317
isogroupSym_102304_c2_g4,-0.187418297383868
isogroupSym_102314_c0_g1,0.634402411431232
isogroupSym_102318_c0_g1,0.754586502563757
isogroupSym_102320_c4_g1,-0.255525973973655
isogroupSym_102320_c4_g2,0.888823066195444
isogroupSym_102320_c5_g2,-0.0968361709271638
isogroupSym_102320_c5_g3,0.910757731995725
isogroupSym_102322_c3_g4,-0.0372334197038549
isogroupSym_102324_c0_g5,0.829097080696672
isogroupSym_102328_c0_g1,0.709174682669014
isogroupSym_102356_c0_g2,0.0891151266558248
isogroupSym_102382_c3_g3,0.878509168030344
isogroupSym_102395_c0_g1,0.203032502051665
isogroupSym_102421_c0_g4,-0.362749583246437
isogroupSym_102428_c0_g1,0.879898591526689
isogroupSym_102429_c1_g5,0.639262136280348
isogroupSym_102451_c2_g7,0.0360397517013279
isogroupSym_102462_c0_g1,-0.318290326775625
isogroupSym_102464_c0_g1,0.730652385634798
isogroupSym_102468_c0_g1,0.161312690062255
isogroupSym_102471_c7_g1,0.561000935668294
isogroupSym_102481_c0_g1,-0.230862462050759
isogroupSym_102517_c0_g1,-0.202654130953865
isogroupSym_102522_c0_g1,0.359099282956784
isogroupSym_102531_c0_g3,-0.621305936416514
isogroupSym_102531_c1_g1,0.104783060465658
isogroupSym_102534_c1_g1,0.287440746969293
isogroupSym_102539_c1_g2,0.561934532371055
isogroupSym_102539_c1_g5,0.635578351038275
isogroupSym_102539_c1_g6,0.392170280556387
isogroupSym_102539_c1_g8,0.529539177297767
isogroupSym_102539_c1_g9,0.737207678178497
isogroupSym_102563_c6_g1,0.472043288617559
isogroupSym_102575_c0_g1,-0.0276413422955157
isogroupSym_102580_c0_g1,0.111355460372091
isogroupSym_102596_c1_g1,-0.584475970930018
isogroupSym_102599_c0_g1,-0.11920693554781
isogroupSym_102612_c1_g2,0.600298023871996
isogroupSym_102636_c0_g1,0.784133200810996
isogroupSym_102649_c0_g2,-0.367703199516237
isogroupSym_102649_c0_g5,-0.170009818051856
isogroupSym_102649_c1_g7,0.912456968330004
isogroupSym_102649_c1_g9,0.305646557840983
isogroupSym_102654_c0_g1,0.468412172496428
isogroupSym_102664_c0_g1,0.501747664273755
isogroupSym_102670_c3_g1,0.148476035238547
isogroupSym_102670_c4_g1,-0.615453500389069
isogroupSym_102670_c4_g2,-0.737709136752867
isogroupSym_102677_c1_g1,-0.554463449196997
isogroupSym_102677_c1_g4,-0.154751170808787
isogroupSym_102677_c1_g5,-0.401034672018804
isogroupSym_102677_c1_g6,-0.230486703592115
isogroupSym_102677_c2_g1,-0.514865568949676
isogroupSym_102677_c2_g3,-0.254386245503961
isogroupSym_102678_c0_g2,0.326194611542119
isogroupSym_102678_c1_g5,-0.511416057497167
isogroupSym_102684_c2_g7,-0.41643525941781
isogroupSym_102695_c0_g1,0.880823542500396
isogroupSym_102696_c7_g1,-0.53335799280003
isogroupSym_102702_c0_g1,-0.323588926655521
isogroupSym_102710_c0_g1,-0.0445426190381375
isogroupSym_102711_c0_g1,0.760350010204731
isogroupSym_102712_c0_g1,0.40850816623077
isogroupSym_102717_c4_g1,0.422519416971795
isogroupSym_102717_c4_g5,-0.699086565426418
isogroupSym_102717_c4_g6,-0.640457533928542
isogroupSym_102721_c2_g1,0.64245150661756
isogroupSym_102721_c2_g2,-0.0374116475805466
isogroupSym_102731_c0_g2,-0.24429296211118
isogroupSym_102739_c0_g1,-0.73632050200727
isogroupSym_102739_c0_g3,-0.750247411416398
isogroupSym_102744_c1_g1,-0.293920132231882
isogroupSym_102764_c1_g1,0.527091924069756
isogroupSym_102764_c1_g3,-0.817598662575219
isogroupSym_102769_c0_g1,-0.241998083650121
isogroupSym_102770_c0_g1,-0.329152060246291
isogroupSym_102774_c0_g1,0.831024468408762
isogroupSym_102777_c0_g1,0.60261381944068
isogroupSym_102785_c0_g1,0.172891813299883
isogroupSym_102785_c2_g2,-0.55192173130904
isogroupSym_102785_c3_g1,-0.297471247304257
isogroupSym_102785_c7_g2,0.173454177259751
isogroupSym_10278_c0_g1,-0.59399294850261
isogroupSym_102797_c0_g2,0.474732052011204
isogroupSym_102798_c0_g2,0.556970186602631
isogroupSym_102798_c0_g3,-0.474251389532836
isogroupSym_102806_c2_g3,0.311117937245911
isogroupSym_102806_c2_g4,0.694088530536834
isogroupSym_102825_c1_g2,0.818793947225566
isogroupSym_102848_c3_g1,0.444908115620893
isogroupSym_102873_c0_g1,0.607970845244788
isogroupSym_102873_c0_g2,0.515471693612907
isogroupSym_10287_c0_g1,0.391563549471178
isogroupSym_10289_c0_g1,0.673482105487776
isogroupSym_102902_c2_g1,0.416753915351729
isogroupSym_102918_c1_g1,-0.181177177743134
isogroupSym_102918_c1_g2,-0.389616660121695
isogroupSym_102918_c1_g3,-0.442043443258665
isogroupSym_102927_c0_g1,0.72683854241629
isogroupSym_102930_c1_g1,-0.00506688544910309
isogroupSym_102930_c4_g1,-0.430494657035748
isogroupSym_102930_c7_g1,-0.453360705590066
isogroupSym_102930_c7_g2,-0.584600094237643
isogroupSym_102930_c7_g4,-0.0773256221750019
isogroupSym_102949_c1_g1,0.0338592719779337
isogroupSym_102957_c2_g1,0.844754327931244
isogroupSym_102974_c1_g1,-0.64821511666086
isogroupSym_102974_c1_g2,0.466220082357008
isogroupSym_102976_c0_g1,0.539048581645188
isogroupSym_102979_c10_g1,-0.193912885876614
isogroupSym_102979_c12_g1,-0.247578746588035
isogroupSym_102979_c13_g1,0.764157007324167
isogroupSym_102979_c2_g1,-0.25684176573103
isogroupSym_102979_c4_g1,0.205958110224792
isogroupSym_102979_c4_g2,-0.5591312976538
isogroupSym_102979_c7_g2,0.124500689675958
isogroupSym_102979_c7_g3,0.109157742748248
isogroupSym_102979_c9_g1,0.548572975896265
isogroupSym_102979_c9_g2,0.469650142810133
isogroupSym_102988_c1_g1,0.692938593090526
isogroupSym_102988_c1_g2,-0.852916161876355
isogroupSym_102992_c2_g1,0.293643427421429
isogroupSym_103005_c0_g1,0.721268995222582
isogroupSym_103005_c0_g2,0.364017260392449
isogroupSym_103012_c1_g1,-0.480773243833779
isogroupSym_103012_c2_g3,-0.427074037960843
isogroupSym_103012_c3_g1,0.205575471359618
isogroupSym_103018_c0_g1,-0.330039511478024
isogroupSym_103019_c0_g1,-0.403733863883048
isogroupSym_103044_c3_g2,0.293736899290941
isogroupSym_103046_c0_g1,-0.144331559771435
isogroupSym_103046_c1_g4,-0.63509456990908
isogroupSym_103056_c0_g1,-0.0718815328911036
isogroupSym_103066_c3_g3,-0.300182885494976
isogroupSym_103069_c0_g1,-0.257045641963337
isogroupSym_103069_c0_g2,0.204713505361796
isogroupSym_103069_c0_g3,0.121206596426419
isogroupSym_103070_c0_g2,-0.0670611906984659
isogroupSym_103089_c0_g1,0.391673951612613
isogroupSym_103091_c0_g1,-0.033764627199677
isogroupSym_103093_c3_g10,-0.256418918946244
isogroupSym_103093_c3_g2,0.660534930316728
isogroupSym_103093_c3_g3,0.0477452666506929
isogroupSym_103093_c3_g5,-0.32153900105912
isogroupSym_103093_c3_g8,0.518201441379463
isogroupSym_103097_c0_g1,-0.68581214137055
isogroupSym_103127_c6_g1,-0.0951687401120735
isogroupSym_103171_c0_g1,0.836181745013118
isogroupSym_103193_c4_g1,-0.412486586103268
isogroupSym_103218_c0_g1,-0.336630276739292
isogroupSym_103226_c0_g1,0.495529239996113
isogroupSym_103226_c0_g2,-0.632855910895233
isogroupSym_103226_c0_g4,-0.438166143562931
isogroupSym_103226_c0_g5,0.0321894532979128
isogroupSym_103230_c2_g1,-0.478354432874184
isogroupSym_103230_c3_g2,0.215544419797653
isogroupSym_103230_c3_g4,0.102265653938258
isogroupSym_103230_c4_g1,-0.682494541205462
isogroupSym_103230_c4_g2,-0.586182819874076
isogroupSym_103230_c4_g3,-0.591380513932487
isogroupSym_103230_c5_g1,-0.527213855781627
isogroupSym_103230_c5_g2,-0.23278143129248
isogroupSym_103230_c6_g3,0.0557809785436578
isogroupSym_103230_c6_g5,-0.0647279768161686
isogroupSym_10324_c0_g1,-0.340230706530966
isogroupSym_103259_c1_g1,0.298295202652961
isogroupSym_103259_c1_g2,0.0664226831629874
isogroupSym_103259_c1_g3,-0.274137705962512
isogroupSym_103259_c1_g4,0.616567244309283
isogroupSym_103259_c2_g1,-0.104778967803828
isogroupSym_103264_c0_g1,-0.323268109447208
isogroupSym_103270_c0_g1,-0.539691587394143
isogroupSym_103270_c0_g3,0.219141876488008
isogroupSym_103270_c0_g4,-0.397711980336667
isogroupSym_103279_c2_g1,0.682680500150892
isogroupSym_103284_c0_g1,-0.573653910193898
isogroupSym_103284_c0_g3,-0.727248477777123
isogroupSym_103284_c0_g4,0.0649722869367695
isogroupSym_103301_c0_g1,0.819425546400312
isogroupSym_103304_c0_g1,0.342388823129728
isogroupSym_103304_c0_g2,-0.203958357271478
isogroupSym_103304_c0_g3,-0.0186181400702586
isogroupSym_103304_c0_g4,0.353892372584381
isogroupSym_103312_c0_g1,-0.0329272479043015
isogroupSym_103313_c5_g1,-0.344997022737078
isogroupSym_103340_c0_g1,0.323832660067404
isogroupSym_103362_c0_g1,-0.361142226883542
isogroupSym_103395_c0_g1,0.171875397267826
isogroupSym_103410_c3_g5,-0.45557349811601
isogroupSym_103418_c0_g1,0.325151209417155
isogroupSym_103431_c6_g1,-0.0789071550011315
isogroupSym_103437_c1_g1,-0.308972596923957
isogroupSym_103437_c2_g1,0.439090246007553
isogroupSym_103440_c0_g1,-0.0107910656431972
isogroupSym_103441_c0_g1,0.301675333863228
isogroupSym_103450_c0_g1,-0.622197882694263
isogroupSym_103487_c0_g1,-0.21309628562651
isogroupSym_103490_c0_g1,0.665223661868746
isogroupSym_103496_c0_g1,0.821524022590703
isogroupSym_103506_c0_g1,-0.0572143864227274
isogroupSym_103528_c0_g1,0.0603729610874931
isogroupSym_103546_c2_g1,0.503839847486444
isogroupSym_103554_c1_g2,-0.1996593891959
isogroupSym_103560_c1_g11,0.547842311244787
isogroupSym_103583_c3_g1,-0.191100945036973
isogroupSym_103585_c1_g1,-0.358929862173007
isogroupSym_103585_c1_g4,0.0493113778179018
isogroupSym_103595_c3_g1,0.109145225816265
isogroupSym_103595_c7_g1,-0.266858722095447
isogroupSym_103595_c7_g2,0.430825428725468
isogroupSym_103595_c7_g4,0.379630559936604
isogroupSym_103595_c8_g4,-0.124368094894657
isogroupSym_103610_c0_g1,0.746164695129249
isogroupSym_103611_c10_g1,-0.48982293901758
isogroupSym_103611_c7_g1,0.0937794109434418
isogroupSym_103621_c0_g1,-0.279125182288888
isogroupSym_103643_c3_g3,-0.789959488941025
isogroupSym_103653_c0_g1,0.295165091285569
isogroupSym_103660_c1_g1,0.601757086287989
isogroupSym_103679_c5_g1,-0.335226824956672
isogroupSym_103681_c0_g1,0.862505810514471
isogroupSym_103688_c0_g1,0.301209986799032
isogroupSym_103703_c0_g4,-0.218779881330068
isogroupSym_103720_c5_g10,-0.102786457588906
isogroupSym_103720_c5_g11,0.757128558842284
isogroupSym_103720_c5_g4,-0.243189388882791
isogroupSym_103720_c5_g7,-0.0599944555791841
isogroupSym_103744_c0_g1,0.559982264346019
isogroupSym_103750_c5_g1,-0.368511856795548
isogroupSym_103750_c6_g1,0.701163465016475
isogroupSym_103755_c0_g1,0.687831910462938
isogroupSym_103761_c2_g1,-0.184984217029641
isogroupSym_103763_c0_g1,-0.584579786341787
isogroupSym_103763_c2_g1,-0.0101404255398238
isogroupSym_103763_c3_g2,-0.329975776643456
isogroupSym_103763_c4_g1,-0.168611331471773
isogroupSym_103763_c6_g1,0.338513415213529
isogroupSym_103763_c6_g2,0.185313328231993
isogroupSym_103763_c7_g3,0.00237679488170193
isogroupSym_103763_c7_g5,0.192480084984987
isogroupSym_103766_c9_g1,0.477507091248332
isogroupSym_103778_c1_g1,0.0820152977967202
isogroupSym_103784_c0_g1,0.701637282471181
isogroupSym_103784_c0_g2,0.199217268360629
isogroupSym_103788_c0_g1,-0.299900085048853
isogroupSym_103788_c0_g5,0.466044304978553
isogroupSym_103800_c7_g2,-0.625640309630299
isogroupSym_103800_c7_g3,0.233690054280694
isogroupSym_103804_c0_g1,0.257967257037386
isogroupSym_103830_c4_g3,0.320756873262032
isogroupSym_10385_c0_g1,0.639887958131814
isogroupSym_103877_c0_g1,-0.222719207575274
isogroupSym_103877_c0_g3,0.259944679440429
isogroupSym_103894_c0_g1,0.643034047547394
isogroupSym_103894_c0_g2,0.722290808014142
isogroupSym_103894_c0_g4,0.480867673570972
isogroupSym_103894_c1_g3,0.230591110049962
isogroupSym_103894_c1_g4,0.185758754459289
isogroupSym_103894_c1_g6,0.419188523540716
isogroupSym_103894_c1_g7,0.450004038584172
