gene,pval
isogroupSym_100008_c0_g2,-15.6195840625711
isogroupSym_100008_c0_g3,0.883584379170169
isogroupSym_100031_c0_g1,1.05576658598757
isogroupSym_100036_c0_g1,-0.207646796087265
isogroupSym_100044_c0_g1,-1.40466694376303
isogroupSym_100066_c0_g1,-0.618353816329441
isogroupSym_100071_c0_g1,-0.17847030026442
isogroupSym_100075_c2_g1,0.901678852735715
isogroupSym_100075_c2_g2,0.509805763967017
isogroupSym_100097_c0_g1,-2.69046086817229
isogroupSym_100097_c0_g3,-7.06390426614555
isogroupSym_100100_c0_g2,0.905990029367289
isogroupSym_100110_c0_g1,0.529461188058173
isogroupSym_100110_c0_g3,2.55109047603539
isogroupSym_100136_c0_g1,-0.77891386355611
isogroupSym_100136_c0_g3,-2.74319244336331
isogroupSym_100168_c0_g1,-0.606081694541934
isogroupSym_100192_c0_g1,0.808118815654253
isogroupSym_100201_c0_g1,0.716960299891667
isogroupSym_100207_c0_g1,0.642655303223283
isogroupSym_100207_c0_g2,4.9707558887851
isogroupSym_100213_c0_g1,-13.0594840711608
isogroupSym_100230_c0_g1,5.71096966106281
isogroupSym_100230_c0_g3,-27.099081993328
isogroupSym_100232_c0_g1,6.21147077211655
isogroupSym_100232_c0_g2,-6.95478811361581
isogroupSym_100246_c0_g1,-2.89640253361106
isogroupSym_100246_c0_g2,11.9757386845817
isogroupSym_100246_c0_g3,-3.15275418528637
isogroupSym_100252_c0_g1,-0.0825164173578133
isogroupSym_100252_c0_g2,0.355614048154433
isogroupSym_100267_c0_g2,-0.121140919177676
isogroupSym_100267_c0_g3,-10.4387236483718
isogroupSym_100278_c0_g1,-0.445639168345418
isogroupSym_100292_c0_g1,6.10725835983202
isogroupSym_100295_c0_g1,-6.51701240155267
isogroupSym_100304_c0_g2,2.94068302686323
isogroupSym_100317_c0_g1,8.22896981192689
isogroupSym_100317_c0_g2,2.64401174025531
isogroupSym_100330_c0_g1,-2.02952001889148
isogroupSym_100339_c0_g1,-0.40866167614478
isogroupSym_100341_c0_g1,-0.0678153426061678
isogroupSym_100346_c0_g1,40.5654489533835
isogroupSym_100365_c0_g2,9.60305532012382
isogroupSym_100374_c0_g1,0.479785307719282
isogroupSym_100382_c0_g5,-0.254141737982769
isogroupSym_100387_c0_g1,-0.367853793515102
isogroupSym_100410_c0_g1,-2.56213646787407
isogroupSym_100410_c0_g4,-0.0941714514000454
isogroupSym_100437_c0_g1,-2.05501815165819
isogroupSym_100437_c0_g2,-0.111140346683553
isogroupSym_100439_c1_g1,66.0988596342053
isogroupSym_100466_c0_g1,-0.970064931452701
isogroupSym_100467_c0_g1,-10.1101401156339
isogroupSym_100475_c0_g1,-0.406036311339707
isogroupSym_100490_c0_g1,-0.675157752788261
isogroupSym_100492_c0_g1,-1.1136380703887
isogroupSym_100493_c0_g1,0.917689279108782
isogroupSym_100511_c0_g1,6.89287857277502
isogroupSym_100536_c1_g2,-10.4947718852495
isogroupSym_100536_c1_g4,1.95694319321733
isogroupSym_100539_c0_g1,-7.58716033674935
isogroupSym_100541_c0_g1,-2.47229989397584
isogroupSym_100546_c0_g1,-0.79650190069266
isogroupSym_100571_c0_g1,11.5315390614501
isogroupSym_100572_c0_g3,0.027026709546208
isogroupSym_100588_c0_g2,1.10731875827672
isogroupSym_10059_c0_g1,-0.304469444958937
isogroupSym_100611_c0_g1,-1.63954610663736
isogroupSym_100611_c0_g2,-2.7531988680447
isogroupSym_100629_c0_g1,12.432276885061
isogroupSym_100635_c0_g1,-2.67065139370491
isogroupSym_100639_c0_g1,-1.39141091827404
isogroupSym_100639_c1_g1,1.80011405470114
isogroupSym_100639_c2_g1,0.76746791477405
isogroupSym_100642_c0_g1,-3.67247771568715
isogroupSym_100645_c0_g1,-0.673944466461095
isogroupSym_100665_c0_g1,26.4981156818473
isogroupSym_100679_c0_g1,6.06289869894658
isogroupSym_100694_c0_g1,-9.57637714872612
isogroupSym_100703_c0_g1,-5.30427719773508
isogroupSym_100705_c0_g1,-5.47576769716055
isogroupSym_100706_c0_g1,-1.89154789605729
isogroupSym_100716_c0_g1,-0.0791953538439395
isogroupSym_100716_c0_g2,0.649338854604492
isogroupSym_100730_c0_g1,-9.36835263567846
isogroupSym_100737_c0_g1,-0.77433605925883
isogroupSym_100738_c0_g1,-2.10652367069677
isogroupSym_100740_c0_g1,-1.38119115791021
isogroupSym_100742_c0_g2,2.78633951455833
isogroupSym_100743_c0_g1,-2.93661192995547
isogroupSym_100761_c0_g1,6.41104072729925
isogroupSym_100761_c0_g3,-2.06982824977935
isogroupSym_100761_c0_g4,0.543974431120998
isogroupSym_100764_c6_g1,-0.248225753152723
isogroupSym_100770_c0_g1,4.68101161232528
isogroupSym_100773_c0_g1,0.510815087404133
isogroupSym_100776_c0_g2,-0.409093342049801
isogroupSym_100778_c0_g2,2.39237871408091
isogroupSym_100778_c0_g4,0.239721465127497
isogroupSym_100782_c0_g1,-11.4618224003599
isogroupSym_100792_c0_g1,5.71879729279018
isogroupSym_100793_c2_g1,-18.0634009037494
isogroupSym_100793_c2_g2,-5.12981998073773
isogroupSym_100793_c2_g4,4.29734007211116
isogroupSym_100794_c0_g1,-0.531218419460826
isogroupSym_100802_c0_g1,-6.10250122425124
isogroupSym_100806_c0_g1,-13.4334621328728
isogroupSym_100806_c1_g1,2.16834881841119
isogroupSym_100816_c0_g1,1.49740707904855
isogroupSym_100834_c0_g1,-0.88499938536112
isogroupSym_100842_c0_g1,0.796851434130485
isogroupSym_100842_c0_g2,-0.625410498075674
isogroupSym_100842_c0_g3,-0.146467135367917
isogroupSym_100866_c0_g1,0.634386978956315
isogroupSym_100888_c0_g1,1.36861316026784
isogroupSym_100888_c1_g1,-1.11740318856626
isogroupSym_100898_c0_g1,-0.916044903240567
isogroupSym_100917_c0_g1,-0.278262924003063
isogroupSym_100918_c2_g1,4.93566879597438
isogroupSym_100921_c0_g1,-0.71922516930155
isogroupSym_100938_c0_g2,-1.06557095997038
isogroupSym_100952_c0_g1,11.871455043516
isogroupSym_100952_c0_g2,-1.93041494826194
isogroupSym_100956_c1_g1,1.66189148687696
isogroupSym_100968_c0_g1,31.9036566423206
isogroupSym_100969_c0_g1,-3.87818807342042
isogroupSym_100977_c1_g1,-30.6990710127461
isogroupSym_100983_c0_g1,-0.324114983388703
isogroupSym_100987_c6_g1,-8.76833661646316
isogroupSym_101035_c0_g1,0.812215177530982
isogroupSym_101035_c0_g2,-1.37379084533868
isogroupSym_101037_c0_g1,-0.520221523860301
isogroupSym_101045_c0_g1,-6.71300708772481
isogroupSym_101045_c0_g2,0.156377396418917
isogroupSym_101046_c0_g1,-1.091004115582
isogroupSym_101047_c0_g2,-2.53458479008813
isogroupSym_101057_c0_g1,-3.28456236836038
isogroupSym_101084_c0_g1,-1.31359108047073
isogroupSym_101085_c0_g1,-1.77907842877328
isogroupSym_101087_c1_g1,0.0571456081285302
isogroupSym_101095_c0_g1,0.272014181531678
isogroupSym_101115_c0_g2,-6.1494505532102
isogroupSym_101115_c0_g3,2.05079516302896
isogroupSym_101136_c0_g1,-0.781177001358243
isogroupSym_101138_c0_g1,2.55475469157867
isogroupSym_101146_c0_g2,0.464025025821245
isogroupSym_101148_c0_g1,-2.93509574660588
isogroupSym_101158_c0_g1,4.18514826123137
isogroupSym_101173_c0_g1,-1.93455455381349
isogroupSym_101178_c0_g1,-1.79350949851087
isogroupSym_101178_c0_g2,-1.86517834315769
isogroupSym_101196_c1_g1,0.228372709859855
isogroupSym_10119_c0_g1,-9.0294177779159
isogroupSym_101203_c0_g1,-0.808610615846813
isogroupSym_101203_c1_g2,-0.0103553792154408
isogroupSym_101210_c0_g1,-3.52889119623779
isogroupSym_101210_c1_g1,-1.1335140349938
isogroupSym_101210_c1_g2,-2.56044832436289
isogroupSym_101210_c1_g3,1.42246823989016
isogroupSym_101221_c0_g1,0.728918527546157
isogroupSym_101245_c3_g1,3.35364838953617
isogroupSym_101245_c3_g2,0.469627798056794
isogroupSym_101245_c3_g3,0.298826603591928
isogroupSym_101245_c3_g4,-18.0495358590358
isogroupSym_101250_c0_g1,5.09506170858394
isogroupSym_101254_c0_g1,2.2602845645686
isogroupSym_101254_c0_g2,-0.609335416243738
isogroupSym_101257_c0_g1,-0.234501725967031
isogroupSym_101261_c1_g1,-3.96855077762146
isogroupSym_101261_c1_g2,0.527017597806712
isogroupSym_101261_c2_g1,-0.650568914226604
isogroupSym_101293_c0_g3,-5.17856328784559
isogroupSym_101299_c0_g1,-6.22251371727015
isogroupSym_101300_c0_g1,-1.6590732615171
isogroupSym_101304_c1_g2,2.62009963729776
isogroupSym_101306_c1_g1,5.64154653158034
isogroupSym_101308_c4_g1,-0.0033956050836648
isogroupSym_101312_c0_g1,-7.05442338142137
isogroupSym_101312_c0_g2,-4.94917209784325
isogroupSym_101326_c0_g1,2.28114186531406
isogroupSym_101329_c0_g1,-1.45173550417247
isogroupSym_101338_c0_g1,-1.29198905836005
isogroupSym_10133_c0_g1,-0.490585545062906
isogroupSym_101341_c0_g1,-1.95583909122846
isogroupSym_101361_c0_g1,0.650975554468467
isogroupSym_101375_c0_g1,-9.14923884117732
isogroupSym_101385_c0_g1,-16.7602957787422
isogroupSym_101406_c0_g1,0.361677660453356
isogroupSym_101406_c0_g2,7.10818991423525
isogroupSym_101408_c0_g1,0.412358148487302
isogroupSym_101419_c1_g1,-20.7822774129012
isogroupSym_101419_c1_g2,-0.434806948133138
isogroupSym_101420_c0_g1,-12.6751652624784
isogroupSym_101422_c0_g1,-11.0388158932459
isogroupSym_101433_c0_g1,3.35673327018083
isogroupSym_101439_c1_g1,-3.30461582328177
isogroupSym_101441_c0_g1,7.14963986568084
isogroupSym_101460_c0_g2,-27.7633653633635
isogroupSym_101460_c0_g3,-10.1601783870936
isogroupSym_101460_c0_g4,-1.16059778652123
isogroupSym_101486_c0_g1,21.7262203698931
isogroupSym_101486_c0_g2,-3.28742681612095
isogroupSym_101486_c0_g5,0.758590478890603
isogroupSym_101501_c0_g1,3.49592855508586
isogroupSym_101501_c0_g2,-0.952150850294216
isogroupSym_101502_c1_g1,-0.32960435997695
isogroupSym_101510_c0_g1,8.70743786945841
isogroupSym_101537_c0_g1,-1.58197029917055
isogroupSym_101537_c0_g2,1.79342828654957
isogroupSym_101543_c0_g2,-17.47605950912
isogroupSym_101543_c0_g3,-5.68676698885942
isogroupSym_101549_c0_g1,-1.37776926707844
isogroupSym_101551_c0_g1,-0.739299790016402
isogroupSym_101567_c0_g1,-2.57444312579292
isogroupSym_101569_c0_g1,-0.470041899989469
isogroupSym_101586_c0_g1,-0.0958195129987755
isogroupSym_101592_c0_g2,-82.2159929945992
isogroupSym_101592_c0_g3,9.0325391974909
isogroupSym_101592_c0_g4,-3.47068250373956
isogroupSym_101600_c1_g1,-2.5755063586997
isogroupSym_101606_c0_g1,-0.875766285649893
isogroupSym_101607_c0_g1,-3.71245853938041
isogroupSym_101607_c1_g1,0.970387817403723
isogroupSym_101629_c0_g1,3.23598204652721
isogroupSym_101635_c0_g2,-1.34257448073071
isogroupSym_101635_c0_g3,-0.643331979182637
isogroupSym_101635_c0_g4,0.314112162472213
isogroupSym_101635_c0_g5,-2.44446024474088
isogroupSym_101645_c0_g2,-4.47789611063069
isogroupSym_101653_c0_g1,2.53724762130242
isogroupSym_101657_c0_g1,4.24745977855819
isogroupSym_101680_c0_g1,-0.153188709526472
isogroupSym_101691_c0_g2,0.821079734395605
isogroupSym_101691_c0_g3,-3.92283659422513
isogroupSym_101691_c0_g4,-9.69787809443906
isogroupSym_101695_c0_g2,1.38605579276939
isogroupSym_101699_c0_g1,-3.07834586030226
isogroupSym_101712_c0_g3,0.0463567987995586
isogroupSym_101722_c0_g1,-0.410831993092124
isogroupSym_101728_c0_g1,7.37383418792922
isogroupSym_101757_c0_g1,0.205302518735317
isogroupSym_101757_c0_g2,8.43104728435717
isogroupSym_101762_c0_g2,-57.8567706876695
isogroupSym_101773_c0_g1,0.0634404175482774
isogroupSym_101779_c0_g1,-0.485259274132022
isogroupSym_101783_c0_g3,-10.8872594764779
isogroupSym_101785_c0_g2,-47.0887594995849
isogroupSym_101793_c0_g1,-0.719193926760338
isogroupSym_101793_c0_g2,-11.4280506677174
isogroupSym_101796_c0_g1,-9.01251053380775
isogroupSym_101801_c0_g1,-1.76216985455261
isogroupSym_101804_c0_g1,-2.09142657343242
isogroupSym_101806_c0_g1,0.0940564432255893
isogroupSym_101806_c0_g2,-0.0693845228551997
isogroupSym_10180_c0_g1,-0.931664981940389
isogroupSym_101813_c0_g1,2.24461707603959
isogroupSym_101823_c0_g1,1.06397824911847
isogroupSym_101823_c0_g2,-7.18823558667468
isogroupSym_101828_c0_g2,-34.4897884077264
isogroupSym_101832_c0_g1,-15.8071423243495
isogroupSym_101841_c0_g2,-0.332958488155653
isogroupSym_101846_c0_g2,0.430751850108558
isogroupSym_101847_c0_g1,-2.08383957203587
isogroupSym_10184_c0_g1,-3.23941952959438
isogroupSym_101851_c0_g1,-20.1252191458359
isogroupSym_10186_c0_g1,-3.82058723079562
isogroupSym_101876_c0_g1,-2.26033024527101
isogroupSym_101880_c0_g1,6.32939015886506
isogroupSym_101900_c0_g2,-5.285251774552
isogroupSym_101900_c0_g3,-2.00190879656938
isogroupSym_101901_c1_g1,2.86051411903543
isogroupSym_101904_c1_g10,-0.125678494527729
isogroupSym_101904_c1_g2,-0.185061694560497
isogroupSym_101904_c1_g3,-0.0227134807720512
isogroupSym_101904_c1_g7,7.07085035913357
isogroupSym_101904_c1_g8,-0.212193037537793
isogroupSym_101904_c1_g9,-0.511209118210248
isogroupSym_101908_c0_g3,0.864935763274996
isogroupSym_101908_c0_g5,0.595725566399525
isogroupSym_101912_c0_g1,4.96806928609998
isogroupSym_101920_c0_g1,-0.288933232391585
isogroupSym_101928_c0_g2,-1.81290014785726
isogroupSym_101932_c0_g1,-5.50754551080114
isogroupSym_101932_c0_g2,0.809249723974372
isogroupSym_101932_c0_g3,-0.640268482665391
isogroupSym_101932_c0_g5,0.272013150866253
isogroupSym_101932_c0_g9,-2.388383316332
isogroupSym_101941_c0_g1,-0.228161563849319
isogroupSym_101946_c0_g1,-2.17144355568267
isogroupSym_101949_c0_g1,-0.712606220796851
isogroupSym_101956_c0_g1,2.12982711803182
isogroupSym_101956_c0_g2,-4.89206315140954
isogroupSym_101966_c1_g1,-1.5167557148618
isogroupSym_101966_c1_g2,2.2552948630067
isogroupSym_101970_c0_g1,-9.53363183904027
isogroupSym_101971_c0_g1,2.88123384028357
isogroupSym_101973_c1_g1,20.3589690922976
isogroupSym_101973_c2_g2,1.5737927407635
isogroupSym_101973_c2_g3,4.93282462307764
isogroupSym_101976_c0_g1,-1.71008475108353
isogroupSym_101983_c1_g1,-13.6248282795583
isogroupSym_101983_c1_g2,13.9337097775146
isogroupSym_101983_c1_g4,-0.46102004463008
isogroupSym_101988_c1_g1,-10.627758052572
isogroupSym_101988_c1_g3,1.97730978751394
isogroupSym_101992_c0_g1,3.79667503402902
isogroupSym_101992_c0_g3,-0.117761580150224
isogroupSym_102029_c0_g1,-1.83719034107302
isogroupSym_102038_c0_g1,3.47689107593048
isogroupSym_102042_c0_g1,-1.34523930239882
isogroupSym_102048_c0_g1,0.508735071371559
isogroupSym_102051_c0_g1,-7.97501950864676
isogroupSym_102064_c0_g1,2.05823459081224
isogroupSym_102065_c0_g2,-2.40471567189274
isogroupSym_102068_c0_g1,0.672720398597429
isogroupSym_102081_c0_g1,1.4902145773257
isogroupSym_102089_c2_g1,-2.62167194960408
isogroupSym_102101_c0_g1,-2.35982408986062
isogroupSym_102107_c0_g1,-2.78397028837893
isogroupSym_102107_c0_g2,0.215547447920909
isogroupSym_102124_c0_g5,-1.0909549148992
isogroupSym_102143_c0_g1,-2.55066368520888
isogroupSym_102151_c1_g1,-3.3740981333892
isogroupSym_102151_c4_g2,-18.8145994023584
isogroupSym_102162_c0_g1,-5.26902910685326
isogroupSym_102164_c0_g1,2.52408641913481
isogroupSym_102185_c1_g1,0.0924248762053162
isogroupSym_102186_c1_g1,-1.59315954622157
isogroupSym_102186_c1_g3,-0.103250611093376
isogroupSym_102188_c5_g1,0.569109377651089
isogroupSym_102189_c0_g1,3.38976012216621
