,kMEbrown
isogroupSym_111204_c13_g2,0.607961934833904
isogroupSym_111222_c2_g4,-0.551232901260161
isogroupSym_111251_c6_g2,-0.267287578821041
isogroupSym_111253_c1_g1,-0.120329150430663
isogroupSym_111262_c0_g1,0.381909696299592
isogroupSym_111307_c3_g1,0.546649991066007
isogroupSym_111318_c1_g1,-0.357347799290706
isogroupSym_111325_c1_g1,-0.528510553955597
isogroupSym_111333_c7_g2,-0.670365204886827
isogroupSym_111342_c0_g1,-0.325984700471287
isogroupSym_111365_c2_g1,0.672143857382473
isogroupSym_111423_c4_g1,-0.029160776327642
isogroupSym_111470_c6_g1,-0.658233008592858
isogroupSym_111475_c5_g1,0.802442297484076
isogroupSym_111507_c1_g1,0.0715144205964138
isogroupSym_111507_c1_g2,0.243187839794615
isogroupSym_111515_c0_g1,-0.265929853214521
isogroupSym_111515_c0_g2,-0.00610866316401906
isogroupSym_111542_c0_g2,0.592851460880226
isogroupSym_111553_c2_g1,-0.401230632739437
isogroupSym_111556_c0_g1,-0.664590845781363
isogroupSym_111590_c5_g1,0.335934691845382
isogroupSym_111600_c1_g1,-0.415467140944297
isogroupSym_111603_c0_g2,0.763451900504209
isogroupSym_111627_c0_g1,-0.791789820159371
isogroupSym_111668_c2_g2,0.857830539004551
isogroupSym_111668_c4_g1,0.102114931200872
isogroupSym_111670_c0_g1,0.896558830220044
isogroupSym_111696_c1_g1,-0.11982192768728
isogroupSym_111696_c1_g2,0.832855863141426
isogroupSym_111721_c1_g1,0.357329551889362
isogroupSym_111777_c0_g1,0.794304662883626
isogroupSym_111781_c7_g1,-0.197702171737748
isogroupSym_111787_c1_g1,-0.227632260767222
isogroupSym_111787_c1_g4,0.44694650687784
isogroupSym_111855_c1_g1,-0.257370277943767
isogroupSym_111886_c2_g2,-0.0446218849767974
isogroupSym_111886_c4_g1,-0.346687924151367
isogroupSym_111906_c0_g1,-0.532352016079418
isogroupSym_111909_c5_g1,0.189464588595011
isogroupSym_111921_c2_g1,0.645820261489231
isogroupSym_111936_c0_g1,0.911559924809449
isogroupSym_11194_c0_g1,0.170420360872779
isogroupSym_111953_c0_g1,-0.178076759638868
isogroupSym_111971_c4_g1,-0.78419324030155
isogroupSym_111971_c4_g2,0.279407300063378
isogroupSym_111971_c4_g3,-0.589912402242649
isogroupSym_111971_c4_g5,0.219699627525762
isogroupSym_111977_c5_g1,-0.56435141572035
isogroupSym_111984_c2_g1,0.532590249094924
isogroupSym_111989_c0_g2,0.447898759378732
isogroupSym_111989_c0_g3,-0.364967484258942
isogroupSym_112007_c1_g1,0.333083620053795
isogroupSym_112011_c0_g1,0.796652691640503
isogroupSym_112013_c3_g1,0.80416351023024
isogroupSym_112014_c1_g1,-0.507417903600417
isogroupSym_112026_c2_g2,-0.476115435161541
isogroupSym_112040_c0_g1,-0.849920649472333
isogroupSym_112123_c0_g1,-0.831145008940236
isogroupSym_112123_c0_g2,-0.354767165989169
isogroupSym_112133_c3_g1,0.873131082336179
isogroupSym_112133_c3_g2,0.547225073086055
isogroupSym_112139_c1_g1,-0.584448290239169
isogroupSym_112150_c0_g1,0.864347602555215
isogroupSym_112161_c5_g1,0.838522884292788
isogroupSym_112161_c5_g3,0.82070758515451
isogroupSym_112218_c2_g1,-0.268873270961732
isogroupSym_112320_c4_g1,-0.370542313639271
isogroupSym_112339_c2_g2,-0.0211229073290039
isogroupSym_112339_c2_g4,0.552721219384097
isogroupSym_112341_c0_g2,0.128916711334726
isogroupSym_112389_c0_g1,0.426138708083009
isogroupSym_112394_c1_g1,0.914649904675812
isogroupSym_112395_c1_g1,0.52614886972179
isogroupSym_112403_c1_g1,0.107318952589805
isogroupSym_112403_c1_g2,-0.200953715181625
isogroupSym_112403_c2_g6,-0.0889378782961625
isogroupSym_112403_c2_g7,0.709628201985456
isogroupSym_112463_c2_g3,-0.350750060870436
isogroupSym_112494_c0_g1,-0.0794514183161365
isogroupSym_112494_c0_g2,0.0681253043558026
isogroupSym_112497_c0_g1,-0.491004247773772
isogroupSym_112513_c2_g1,0.497129808388279
isogroupSym_112519_c1_g1,-0.4876343264275
isogroupSym_112519_c1_g2,-0.209852024793859
isogroupSym_112519_c1_g4,0.018383576234557
isogroupSym_112519_c1_g5,0.770220428327985
isogroupSym_112519_c1_g6,0.318206268374941
isogroupSym_112562_c1_g2,-0.759072046881939
isogroupSym_112562_c1_g4,0.569711314066318
isogroupSym_112562_c1_g5,0.303639044513458
isogroupSym_112575_c2_g1,-0.536567096647221
isogroupSym_112581_c4_g1,-0.197326821877334
isogroupSym_112584_c3_g4,0.670226728679959
isogroupSym_112598_c5_g3,0.447583682250543
isogroupSym_11261_c0_g1,0.444021669962569
isogroupSym_112638_c5_g1,-0.419710884835244
isogroupSym_112664_c1_g1,-0.310410254525791
isogroupSym_112665_c5_g1,-0.488291355526055
isogroupSym_112673_c2_g4,-0.814982737474714
isogroupSym_112706_c4_g1,0.392477966457652
isogroupSym_112719_c5_g2,0.462279626327361
isogroupSym_112735_c7_g1,0.752985976347261
isogroupSym_112735_c7_g2,-0.899040357441983
isogroupSym_112747_c0_g1,-0.774694513945873
isogroupSym_112758_c7_g1,0.0809590097306151
isogroupSym_112758_c9_g1,-0.526656156255545
isogroupSym_112844_c1_g1,-0.708429822312748
isogroupSym_112844_c3_g1,-0.529551874391637
isogroupSym_112854_c1_g1,0.490439195065419
isogroupSym_112854_c2_g3,-0.569524264627646
isogroupSym_112863_c1_g1,0.278311770041224
isogroupSym_112863_c2_g1,0.20834521924345
isogroupSym_112863_c2_g2,-0.434865033346063
isogroupSym_112863_c3_g1,-0.411976359100482
isogroupSym_112906_c2_g1,0.914195217436869
isogroupSym_112965_c2_g1,0.678123280837102
isogroupSym_112965_c2_g2,0.382486174211115
isogroupSym_112965_c3_g1,0.589908120641177
isogroupSym_113022_c0_g1,0.527419515736238
isogroupSym_113044_c2_g1,-0.313445149878926
isogroupSym_113046_c1_g1,-0.576151835993165
isogroupSym_113081_c7_g1,-0.882115443476969
isogroupSym_113082_c0_g1,-0.378017982842779
isogroupSym_113126_c1_g2,-0.00137669704139483
isogroupSym_11313_c0_g1,0.767949085371408
isogroupSym_113158_c2_g1,-0.414840623512649
isogroupSym_113175_c1_g1,-0.272895083544962
isogroupSym_113175_c1_g2,-0.698134108490277
isogroupSym_113175_c2_g6,0.244142903597393
isogroupSym_113198_c4_g1,0.862131189107069
isogroupSym_113199_c0_g1,-0.168359721338112
isogroupSym_113215_c4_g5,0.404047818385114
isogroupSym_113225_c2_g1,-0.361413674966917
isogroupSym_113244_c2_g3,0.713933851079766
isogroupSym_113252_c10_g1,-0.141544070146224
isogroupSym_113253_c2_g1,0.661445232926718
isogroupSym_113255_c1_g1,0.24934620397449
isogroupSym_113255_c3_g2,-0.311224068105319
isogroupSym_113255_c3_g4,-0.510826917175646
isogroupSym_113270_c0_g1,0.492309720875422
isogroupSym_113270_c1_g1,0.0323005837968698
isogroupSym_113271_c3_g1,0.0222480052691394
isogroupSym_113276_c5_g1,-0.399114158925383
isogroupSym_113289_c2_g1,-0.534195784465761
isogroupSym_113351_c2_g1,0.923271192442305
isogroupSym_113374_c0_g1,0.129201230130518
isogroupSym_113392_c5_g1,0.047954338895329
isogroupSym_113404_c2_g1,0.447662656396218
isogroupSym_113420_c2_g1,0.737928136201122
isogroupSym_113430_c5_g1,0.891596258503614
isogroupSym_113450_c1_g6,0.118853067983738
isogroupSym_1134_c0_g1,0.696985272301361
isogroupSym_113504_c0_g1,0.60294769569085
isogroupSym_113504_c2_g3,0.250476869192068
isogroupSym_113505_c4_g1,-0.642077180489637
isogroupSym_113516_c10_g2,-0.796481595419562
isogroupSym_113516_c5_g2,-0.328131607764387
isogroupSym_113535_c0_g1,0.829277370499426
isogroupSym_113535_c0_g2,0.574755615183451
isogroupSym_113539_c0_g10,-0.800705957018358
isogroupSym_113539_c0_g6,-0.710971232018249
isogroupSym_113560_c0_g1,0.0669830601901082
isogroupSym_113565_c3_g1,0.511494293966327
isogroupSym_113584_c0_g1,-0.336298694567137
isogroupSym_113584_c5_g1,-0.608705251543083
isogroupSym_113587_c2_g2,0.806577998489885
isogroupSym_113588_c10_g1,-0.304767583273279
isogroupSym_113599_c4_g3,-0.125293691483437
isogroupSym_113622_c1_g1,0.409058672514902
isogroupSym_113622_c1_g5,-0.436589383612443
isogroupSym_113639_c4_g1,0.81941524632637
isogroupSym_113651_c0_g1,0.651181983034244
isogroupSym_113653_c1_g2,-0.856460241079228
isogroupSym_113686_c0_g3,0.00770139039895973
isogroupSym_113709_c2_g1,0.400350738257015
isogroupSym_113728_c3_g1,-0.870335805482364
isogroupSym_113728_c3_g2,-0.821854498922436
isogroupSym_113728_c4_g1,-0.648623443833364
isogroupSym_113764_c0_g1,-0.00393276317473635
isogroupSym_113764_c0_g2,-0.531285431491338
isogroupSym_113777_c1_g1,0.0702284627019462
isogroupSym_113777_c1_g2,-0.216545480030478
isogroupSym_113783_c0_g1,0.360996488566238
isogroupSym_113789_c0_g1,-0.670454437972363
isogroupSym_1137_c0_g1,-0.615690671525626
isogroupSym_113837_c1_g2,0.136528540120756
isogroupSym_113851_c3_g1,0.12822547723693
isogroupSym_113855_c1_g1,-0.632622537646152
isogroupSym_113856_c8_g1,0.38305644259475
isogroupSym_113881_c0_g1,0.648094473409471
isogroupSym_113903_c5_g2,0.308599213793782
isogroupSym_113911_c0_g5,-0.895494140916064
isogroupSym_113916_c2_g1,-0.228526526918046
isogroupSym_113938_c0_g1,-0.458590317531023
isogroupSym_113938_c0_g3,-0.789642379024615
isogroupSym_113947_c0_g2,0.283356573968488
isogroupSym_113947_c3_g6,0.572363817993758
isogroupSym_11396_c0_g1,-0.415060624227707
isogroupSym_113972_c1_g1,-0.157802805909697
isogroupSym_11400_c0_g1,0.687502394880404
isogroupSym_114017_c0_g1,0.0226505319271337
isogroupSym_114023_c0_g1,-0.361099415015359
isogroupSym_114082_c1_g2,0.258727930086714
isogroupSym_114082_c3_g1,-0.64711008612956
isogroupSym_114082_c3_g10,-0.758845913697259
isogroupSym_114082_c3_g11,-0.267522946931625
isogroupSym_114082_c3_g2,0.446657271657475
isogroupSym_114082_c3_g9,-0.532344534857725
isogroupSym_114089_c1_g1,0.127308047961994
isogroupSym_114115_c0_g1,-0.0439782342819049
isogroupSym_114144_c3_g2,-0.678622907830352
isogroupSym_114185_c7_g1,-0.660077119943817
isogroupSym_114278_c2_g3,-0.143351854324782
isogroupSym_114278_c2_g4,-0.752445507189107
isogroupSym_114279_c0_g1,0.464337895291071
isogroupSym_114317_c0_g1,-0.681954741435331
isogroupSym_114356_c5_g1,-0.228659080157162
isogroupSym_114356_c5_g2,-0.504554048744975
isogroupSym_114357_c0_g1,0.707675113602319
isogroupSym_114366_c1_g1,-0.193314440045542
isogroupSym_114402_c5_g1,0.14052339738267
isogroupSym_114442_c3_g1,-0.771487599647371
isogroupSym_114475_c0_g3,0.31832793392908
isogroupSym_114490_c1_g1,0.839567106675305
isogroupSym_11450_c0_g1,-0.0704793607648176
isogroupSym_114534_c1_g1,-0.0737176776814678
isogroupSym_114539_c0_g1,-0.29555296959145
isogroupSym_114542_c1_g2,0.327132271342651
isogroupSym_114566_c9_g1,0.278638585358557
isogroupSym_11461_c0_g1,-0.673213766774348
isogroupSym_114626_c0_g1,-0.33741472034811
isogroupSym_114643_c0_g1,-0.775578383860584
isogroupSym_114643_c0_g7,0.472248116718764
isogroupSym_114698_c0_g1,0.0651619571383565
isogroupSym_114733_c1_g1,0.512065688888816
isogroupSym_114733_c1_g2,-0.404203197138478
isogroupSym_114742_c0_g1,0.423800594763569
isogroupSym_114749_c1_g1,0.939644560818542
isogroupSym_114753_c1_g1,-0.579853585163153
isogroupSym_114753_c2_g1,-0.289763444548597
isogroupSym_114753_c3_g1,-0.170597489351361
isogroupSym_114753_c4_g5,-0.265626299154744
isogroupSym_114795_c8_g1,0.677036088043817
isogroupSym_114890_c0_g1,0.747289579504926
isogroupSym_114907_c1_g1,0.703109061526579
isogroupSym_114907_c2_g1,0.455901182900651
isogroupSym_114907_c2_g2,0.43413173891639
isogroupSym_114907_c3_g1,0.463459583047218
isogroupSym_114907_c3_g2,0.243536154799342
isogroupSym_114911_c0_g2,0.450195223787981
isogroupSym_114958_c5_g1,0.796149445020126
isogroupSym_114960_c4_g1,0.76915161240464
isogroupSym_114960_c6_g1,-0.0659329833845747
isogroupSym_114970_c0_g2,-0.746966161758711
isogroupSym_114977_c3_g2,-0.293781888482557
isogroupSym_115005_c11_g1,-0.104479937712397
isogroupSym_115069_c1_g1,0.88528165123029
isogroupSym_115075_c0_g1,-0.652743165269025
isogroupSym_115075_c0_g2,-0.412353272255918
isogroupSym_115075_c0_g4,-0.763784708983461
isogroupSym_115103_c0_g2,0.223307477768045
isogroupSym_115103_c0_g3,-0.91950067201813
isogroupSym_115147_c2_g1,0.609908521144838
isogroupSym_115147_c3_g1,-0.170015544877619
isogroupSym_115161_c0_g3,0.686290660342511
isogroupSym_115161_c0_g4,0.675074772937082
isogroupSym_115161_c2_g1,-0.525946435983101
isogroupSym_115171_c4_g3,-0.744184667001805
isogroupSym_1151_c0_g1,0.424618340919765
isogroupSym_115221_c4_g1,0.0482763317852076
isogroupSym_115242_c2_g2,0.0846460436677779
isogroupSym_115272_c0_g1,0.513149374274256
isogroupSym_115306_c0_g1,0.289243830450998
isogroupSym_115313_c0_g1,-0.733498301565756
isogroupSym_115342_c1_g1,0.259895742329404
isogroupSym_115372_c3_g1,0.181229654240149
isogroupSym_115384_c2_g1,0.844711699408903
isogroupSym_115406_c0_g1,-0.458972402056617
isogroupSym_115430_c3_g2,-0.215756818411331
isogroupSym_115458_c2_g1,0.250331058378941
isogroupSym_115467_c1_g2,0.248556270003382
isogroupSym_115470_c0_g2,0.473197823047383
isogroupSym_115474_c4_g1,-0.813235457834243
isogroupSym_115475_c2_g1,-0.530766917776214
isogroupSym_115550_c0_g6,-0.280160675957974
isogroupSym_115558_c0_g1,0.542722263418596
isogroupSym_115561_c3_g1,0.696637468028888
isogroupSym_115576_c10_g1,0.0745015105489134
isogroupSym_115594_c8_g1,-0.13672411740972
isogroupSym_115621_c9_g1,0.912205114708483
isogroupSym_115622_c5_g2,-0.759076052562775
isogroupSym_115633_c1_g1,-0.039671962118521
isogroupSym_115633_c1_g2,-0.240238519264522
isogroupSym_115634_c6_g1,-0.682504191762163
isogroupSym_115649_c0_g2,0.508704487940758
isogroupSym_115730_c0_g1,0.0254742072112524
isogroupSym_115740_c1_g1,-0.713394661023425
isogroupSym_115742_c0_g1,0.415009554816008
isogroupSym_115753_c0_g1,-0.122278699729909
isogroupSym_115778_c0_g1,0.02466156487514
isogroupSym_115793_c11_g1,-0.331436459361475
isogroupSym_115793_c4_g1,0.222674915308753
isogroupSym_115793_c8_g1,0.0198438192067566
isogroupSym_115793_c8_g2,-0.705141802744499
isogroupSym_115874_c4_g1,-0.511426619859879
isogroupSym_115875_c3_g1,0.00200946240034503
isogroupSym_115921_c3_g1,-0.288952240287172
isogroupSym_115928_c1_g4,0.440407810258258
isogroupSym_115939_c2_g1,-0.124293595044585
isogroupSym_115964_c2_g1,0.160708868137411
isogroupSym_115964_c2_g4,0.143443013519105
isogroupSym_115994_c4_g1,0.235043570098391
isogroupSym_115994_c6_g1,0.501401921851906
isogroupSym_115994_c6_g2,0.0672467197120422
isogroupSym_115994_c8_g1,0.18833357322999
isogroupSym_116033_c0_g2,-0.195431538863447
isogroupSym_116044_c0_g1,-0.768094391413005
isogroupSym_116060_c3_g5,0.526038360089356
isogroupSym_116090_c4_g1,0.179286696456325
isogroupSym_116102_c0_g1,-0.765725902542301
isogroupSym_116122_c1_g1,-0.368668426706412
isogroupSym_116146_c0_g1,-0.413152923356812
isogroupSym_116173_c3_g1,0.142749408772343
isogroupSym_116173_c3_g2,0.115260667056055
isogroupSym_116173_c4_g1,0.118475651283121
isogroupSym_116230_c1_g1,-0.638215901567729
isogroupSym_116265_c3_g2,0.722307499992398
isogroupSym_116265_c4_g5,0.886657893878384
isogroupSym_116269_c0_g4,0.501620595145099
isogroupSym_116281_c1_g1,0.535899283597262
isogroupSym_116349_c2_g1,-0.182646394359439
isogroupSym_116395_c3_g6,0.569668189736698
isogroupSym_116433_c1_g1,-0.517290100953557
isogroupSym_116433_c1_g2,0.430031252075299
isogroupSym_116512_c2_g1,-0.358194546026732
isogroupSym_116524_c3_g1,0.222852963322345
isogroupSym_116530_c2_g1,-0.484297639044001
isogroupSym_116553_c2_g2,0.168028450046453
isogroupSym_116555_c1_g1,-0.557852358099342
isogroupSym_116556_c1_g1,-0.382491123247161
isogroupSym_116556_c1_g3,-0.0236982734373033
isogroupSym_116556_c1_g5,-0.937437965618536
isogroupSym_116556_c1_g6,-0.454623387305051
isogroupSym_116556_c1_g7,-0.868039662550959
isogroupSym_116592_c2_g1,-0.703471288174614
isogroupSym_116611_c3_g1,0.713423049383712
isogroupSym_116622_c2_g2,-0.589036161841223
isogroupSym_116637_c3_g2,0.496273040776027
isogroupSym_116637_c4_g4,-0.91077561178278
isogroupSym_116640_c5_g1,0.660736113948461
isogroupSym_116645_c9_g1,-0.535068964169986
isogroupSym_116663_c1_g1,0.378879246257546
isogroupSym_116686_c5_g3,-0.0830353169028633
isogroupSym_116718_c1_g2,-0.000218214140229124
isogroupSym_116718_c1_g3,-0.332741474099781
isogroupSym_116737_c0_g1,0.138882903411604
isogroupSym_116768_c1_g2,0.00967492209142288
isogroupSym_116773_c0_g1,-0.599242695610565
isogroupSym_116788_c3_g1,0.113931023954511
isogroupSym_116803_c4_g2,0.485252608599346
isogroupSym_116805_c4_g2,0.529410415697446
isogroupSym_116836_c1_g1,-0.220404272579674
isogroupSym_116878_c3_g1,-0.555967787956303
isogroupSym_116896_c2_g1,0.334230463997784
isogroupSym_116896_c3_g1,0.0168030095724356
isogroupSym_116896_c3_g2,-0.789296939625455
isogroupSym_116896_c3_g3,0.54758193918405
isogroupSym_116896_c3_g6,-0.762060184629225
isogroupSym_116896_c3_g7,-0.309677460010006
isogroupSym_116896_c3_g8,0.671130797513753
isogroupSym_116896_c3_g9,-0.395516808738432
isogroupSym_1168_c0_g1,-0.287346527866403
isogroupSym_116953_c0_g1,0.234541444738456
isogroupSym_116953_c0_g3,0.775874515452799
isogroupSym_116969_c0_g1,-0.921247482079319
isogroupSym_117008_c9_g1,-0.203564603054932
isogroupSym_117019_c0_g1,0.294263505981632
isogroupSym_117019_c1_g2,-0.586227979686864
isogroupSym_117019_c1_g4,-0.453675697227037
isogroupSym_117019_c1_g6,-0.0357828020745488
isogroupSym_117030_c0_g1,-0.648816237990711
isogroupSym_117034_c8_g6,0.505721959369892
isogroupSym_117037_c0_g1,-0.356718078788447
isogroupSym_117081_c0_g1,0.797844886944484
isogroupSym_11708_c0_g1,-0.531088773193026
isogroupSym_11710_c0_g1,-0.0661224893258981
isogroupSym_117115_c1_g2,-0.0096072271716646
isogroupSym_117123_c3_g1,0.481752932701334
isogroupSym_117167_c0_g1,-0.329431889475282
isogroupSym_117239_c3_g1,-0.512216834128038
isogroupSym_117258_c1_g3,0.869818828160598
isogroupSym_117261_c4_g4,-0.335068210169283
isogroupSym_117295_c0_g1,0.536219001923997
isogroupSym_117295_c0_g2,0.027629241690728
isogroupSym_117295_c0_g3,-0.501878804395976
isogroupSym_117295_c0_g4,0.053335989535575
isogroupSym_117295_c0_g5,0.657241051889882
isogroupSym_117295_c0_g6,-0.545722267105002
isogroupSym_117295_c0_g7,0.421815135208165
isogroupSym_117309_c3_g1,0.261470872685347
isogroupSym_117309_c3_g2,0.702198435670546
isogroupSym_117310_c2_g1,-0.232474345308334
isogroupSym_117310_c2_g4,-0.374644223164767
isogroupSym_117313_c3_g1,0.322779667169453
isogroupSym_117318_c2_g1,0.481118378578557
isogroupSym_117322_c0_g2,0.630631721513996
isogroupSym_11732_c0_g1,0.779030668286321
isogroupSym_117342_c6_g1,-0.580716510052826
isogroupSym_117342_c6_g4,-0.64973352620711
isogroupSym_117355_c0_g1,0.559920759605647
isogroupSym_117360_c0_g1,-0.048049838554515
isogroupSym_117360_c2_g1,-0.580713543878206
isogroupSym_117373_c6_g2,0.694982065207066
isogroupSym_117387_c6_g1,0.755456424204217
isogroupSym_117396_c0_g2,0.0471138131672532
isogroupSym_117396_c0_g3,-0.440048698670201
isogroupSym_11739_c0_g1,0.0296129185780853
isogroupSym_117418_c1_g1,0.660257396007852
isogroupSym_117444_c0_g1,0.751546520069499
isogroupSym_11746_c0_g1,0.282499146264907
isogroupSym_117491_c0_g1,-0.624313424490909
isogroupSym_117556_c0_g4,0.242312242223481
isogroupSym_117588_c1_g1,-0.641009896572115
isogroupSym_117599_c3_g1,0.509412347868765
isogroupSym_117601_c0_g1,0.225784773997744
isogroupSym_117615_c8_g2,-0.914827433887468
isogroupSym_117637_c0_g1,0.883066274720293
isogroupSym_117637_c1_g8,-0.0361937990138233
isogroupSym_117658_c4_g1,0.658943242519897
isogroupSym_117671_c0_g1,-0.156022819978217
isogroupSym_117687_c2_g2,-0.265630024634957
isogroupSym_117703_c1_g1,0.0441864550588285
isogroupSym_117747_c2_g1,-0.522222094923454
isogroupSym_117760_c6_g1,0.72558622946805
isogroupSym_117838_c4_g1,-0.729005167288017
isogroupSym_117890_c4_g2,-0.476754722447903
isogroupSym_117890_c4_g5,-0.172776035972788
isogroupSym_117890_c4_g6,0.700173636084579
isogroupSym_117890_c4_g7,-0.583959110308475
isogroupSym_117890_c4_g8,-0.353274066099834
isogroupSym_117890_c5_g3,-0.22877642807503
isogroupSym_117916_c3_g2,0.859524649051722
isogroupSym_117916_c3_g3,-0.104759041191245
isogroupSym_117929_c1_g1,-0.770452892699669
isogroupSym_117929_c4_g1,-0.0757502626559966
isogroupSym_117960_c0_g2,0.570465612473679
isogroupSym_117960_c0_g3,0.934769941411901
isogroupSym_117966_c0_g1,-0.129529785778334
isogroupSym_117966_c0_g2,-0.275491702332379
isogroupSym_118026_c4_g1,-0.472943259948774
isogroupSym_118044_c3_g1,-0.322613400151153
isogroupSym_118081_c2_g1,-0.712828398606583
isogroupSym_118090_c1_g1,0.877996352339255
isogroupSym_118118_c0_g1,0.923559058962028
isogroupSym_118130_c1_g1,-0.667269118187052
isogroupSym_118133_c3_g1,0.052656802444523
isogroupSym_118140_c4_g1,-0.820134476528964
isogroupSym_118143_c0_g3,0.00769196408787188
isogroupSym_118148_c4_g1,-0.0218659983622136
isogroupSym_118156_c1_g2,0.855076617582858
isogroupSym_118173_c0_g1,-0.484535232065743
isogroupSym_118178_c0_g1,-0.480647011400388
isogroupSym_118195_c3_g1,-0.296338095291108
isogroupSym_118211_c0_g1,0.556519808234554
isogroupSym_118222_c0_g1,0.109881636978569
isogroupSym_118243_c5_g1,-0.350757889403286
isogroupSym_11825_c0_g1,0.527468832543547
isogroupSym_118275_c1_g1,0.567405822160872
isogroupSym_118306_c3_g1,-0.386875452866723
isogroupSym_118320_c8_g1,-0.397335948220064
isogroupSym_118341_c1_g2,0.564299155124811
isogroupSym_118341_c1_g3,0.150239861043867
isogroupSym_118361_c0_g1,-0.32046928778984
isogroupSym_118361_c2_g1,-0.827401529687042
isogroupSym_118383_c0_g1,0.132479585653322
isogroupSym_118388_c0_g1,-0.838990754998879
isogroupSym_118407_c3_g1,-0.294159049455288
isogroupSym_118478_c4_g1,-0.31573316175615
isogroupSym_118501_c2_g1,0.607393045866151
isogroupSym_118506_c0_g1,-0.937017210169345
isogroupSym_118506_c1_g1,-0.605775325759651
isogroupSym_118506_c1_g2,-0.811420046958404
isogroupSym_118506_c4_g1,-0.682827048105407
isogroupSym_118532_c0_g1,-0.235104092114469
isogroupSym_11853_c0_g1,-0.00509641467815022
isogroupSym_118541_c1_g1,0.21147042389558
isogroupSym_11855_c0_g1,-0.0223029360040361
isogroupSym_118607_c2_g1,0.850959083943161
isogroupSym_118609_c2_g2,0.472535879884441
isogroupSym_118609_c3_g2,-0.952902288822669
isogroupSym_118609_c3_g4,-0.942491306007305
isogroupSym_11862_c0_g1,0.468995194309544
isogroupSym_118650_c6_g1,0.449103896874857
isogroupSym_118671_c0_g1,0.858060365340021
isogroupSym_118674_c1_g1,0.19660723513842
isogroupSym_118684_c2_g4,0.173846841375777
isogroupSym_118693_c0_g1,-0.825413315345155
isogroupSym_118693_c1_g1,0.450567042944479
isogroupSym_11873_c0_g1,0.785671476810713
isogroupSym_118753_c1_g1,-0.545706172509151
isogroupSym_118797_c0_g3,-0.285078769989438
isogroupSym_118811_c2_g1,0.253459698878209
isogroupSym_118868_c0_g1,0.838895899450888
isogroupSym_118868_c0_g2,0.85997517968649
isogroupSym_118868_c0_g3,-0.100061457332908
isogroupSym_118905_c0_g1,0.580981989537425
isogroupSym_118905_c5_g1,0.376597752782395
isogroupSym_118905_c5_g3,0.832607151828186
isogroupSym_11891_c0_g1,-0.183116042397928
isogroupSym_118929_c0_g1,-0.475598238420741
isogroupSym_118975_c1_g1,-0.442505560316197
isogroupSym_118995_c1_g3,0.196586308747002
isogroupSym_118999_c4_g1,-0.169499237231114
isogroupSym_1189_c0_g1,0.161567370500874
isogroupSym_119016_c0_g1,0.832373171815001
isogroupSym_119017_c0_g1,0.714997626544194
isogroupSym_119017_c0_g3,0.447117165923497
isogroupSym_119017_c0_g5,0.306363715170433
isogroupSym_119023_c6_g2,-0.739494632713348
isogroupSym_119023_c7_g1,0.578962311712088
isogroupSym_119054_c0_g1,-0.770382070107203
isogroupSym_119054_c0_g2,0.227534693082527
isogroupSym_119056_c0_g1,0.317759035843556
isogroupSym_119070_c1_g1,-0.775010272816502
isogroupSym_119110_c0_g1,0.786852538755839
isogroupSym_119110_c1_g2,0.717833911777066
isogroupSym_119171_c0_g1,0.213816203517392
isogroupSym_119171_c4_g1,0.179853204486571
isogroupSym_119174_c0_g1,-0.553379391946005
isogroupSym_119190_c2_g1,0.390056061032857
isogroupSym_1191_c0_g1,0.372833039011218
isogroupSym_119235_c0_g1,-0.275385885248317
isogroupSym_119235_c0_g2,0.342343758933785
isogroupSym_119241_c1_g1,-0.776727953904588
isogroupSym_119243_c0_g1,-0.0788072323472369
isogroupSym_119250_c0_g1,-0.425973350274221
isogroupSym_119250_c0_g2,0.945889564093256
isogroupSym_119250_c0_g3,0.17862183238905
isogroupSym_119275_c3_g2,0.346894955431808
isogroupSym_119312_c1_g2,-0.254463061668928
isogroupSym_119345_c3_g1,-0.596498077039867
isogroupSym_119350_c1_g2,-0.0737434239330428
isogroupSym_119393_c2_g1,0.412512310963966
isogroupSym_119395_c10_g3,-0.645903706997765
isogroupSym_119395_c10_g4,0.923246995123744
isogroupSym_119412_c8_g1,-0.388437183807928
isogroupSym_119422_c1_g1,-0.870421073263106
isogroupSym_119433_c2_g2,0.842201716660303
isogroupSym_119466_c0_g1,0.64107429894778
isogroupSym_119480_c3_g1,0.278334841206
isogroupSym_119516_c2_g1,-0.510529926778635
isogroupSym_119517_c0_g1,-0.536992031336696
isogroupSym_119517_c0_g2,0.764384511446666
isogroupSym_119530_c4_g1,0.287363143089558
isogroupSym_11955_c0_g1,0.289274349092716
isogroupSym_119724_c4_g1,0.756895777936734
isogroupSym_119749_c0_g1,0.533992577574046
isogroupSym_119795_c4_g1,-0.641552101752362
isogroupSym_11980_c0_g1,-0.572311054447368
isogroupSym_119833_c0_g1,0.0768501098116737
isogroupSym_119833_c3_g1,0.919633071645219
isogroupSym_119833_c3_g2,-0.252985018514479
isogroupSym_119833_c3_g3,-0.260079177272809
isogroupSym_119838_c0_g2,-0.43847479855054
isogroupSym_119843_c0_g1,0.0649023584156907
isogroupSym_119843_c2_g1,0.308999938321777
isogroupSym_119843_c6_g1,0.870953462224117
isogroupSym_11990_c0_g1,-0.666614381131115
