,kMEcyan
isogroupSym_136156_c6_g1,0.11078003904521
isogroupSym_13615_c0_g1,-0.516080658884448
isogroupSym_136184_c2_g1,0.0350964592313672
isogroupSym_13618_c0_g1,-0.169329569131721
isogroupSym_136210_c0_g1,0.379984559288761
isogroupSym_136210_c0_g2,0.0406565035325772
isogroupSym_136210_c0_g3,0.0205085884204613
isogroupSym_136271_c0_g1,0.53923856530328
isogroupSym_136283_c3_g6,0.0688920775052176
isogroupSym_136283_c3_g7,0.529263888484881
isogroupSym_136293_c0_g2,-0.372146383205159
isogroupSym_136293_c1_g2,0.214348147362241
isogroupSym_1362_c0_g1,0.358922892957068
isogroupSym_136301_c6_g1,-0.0390162340699946
isogroupSym_136321_c0_g1,-0.238444109227756
isogroupSym_136327_c3_g1,0.281995572130158
isogroupSym_136337_c1_g1,-0.1058181824496
isogroupSym_13633_c0_g1,-0.49231655496389
isogroupSym_136359_c0_g2,-0.384697855690019
isogroupSym_136371_c2_g10,-0.315487873137013
isogroupSym_136372_c0_g1,-0.444964384521372
isogroupSym_136379_c2_g1,0.216143605538159
isogroupSym_136392_c3_g1,-0.652254748026781
isogroupSym_136394_c0_g1,-0.0188644977808528
isogroupSym_136444_c10_g1,0.459036493864274
isogroupSym_136449_c16_g1,0.295213636708118
isogroupSym_136449_c8_g1,0.183557396996787
isogroupSym_136504_c1_g1,0.592961077366683
isogroupSym_136536_c0_g1,-0.657903079529635
isogroupSym_136580_c1_g1,-0.238270775189636
isogroupSym_136616_c1_g1,-0.0420983379571269
isogroupSym_136647_c1_g1,-0.509112505119703
isogroupSym_136719_c0_g1,0.23434852100737
isogroupSym_136779_c0_g1,-0.651630532287698
isogroupSym_136779_c0_g2,0.0745734768996403
isogroupSym_136779_c0_g3,-0.453254801230406
isogroupSym_136781_c0_g4,0.359801345093396
isogroupSym_136781_c0_g5,0.138400251646579
isogroupSym_136785_c3_g1,-0.13328384288794
isogroupSym_136796_c1_g1,0.665682296284754
isogroupSym_136796_c2_g1,-0.0974453825856853
isogroupSym_136796_c2_g3,0.465540226051805
isogroupSym_136831_c1_g2,-0.0735347607467022
isogroupSym_136847_c3_g1,-0.00831280972253206
isogroupSym_136877_c0_g1,0.17653170076734
isogroupSym_136882_c1_g1,0.226414098443087
isogroupSym_13688_c0_g1,-0.127320947294339
isogroupSym_136904_c0_g1,0.603119374763213
isogroupSym_136904_c1_g1,0.123141833633602
isogroupSym_136907_c1_g1,-0.0153137587963414
isogroupSym_136909_c0_g1,0.289559272444541
isogroupSym_136934_c1_g1,0.277283091809654
isogroupSym_136942_c1_g1,0.363732239907799
isogroupSym_136948_c0_g1,0.139261929392674
isogroupSym_136948_c0_g2,-0.3497045411239
isogroupSym_136948_c0_g3,0.222913097010449
isogroupSym_136975_c3_g1,0.0567920113307723
isogroupSym_136999_c0_g1,0.15406757682822
isogroupSym_136999_c0_g2,0.0350507572789612
isogroupSym_137091_c4_g3,-0.0407904546272917
isogroupSym_13709_c0_g1,0.236137010892535
isogroupSym_137106_c2_g1,0.153701537212724
isogroupSym_137118_c1_g1,-0.00287724518126268
isogroupSym_137119_c3_g1,-0.518268824398909
isogroupSym_137147_c5_g1,-0.00107734374823649
isogroupSym_137156_c1_g1,0.259725018982201
isogroupSym_137185_c1_g1,-0.199612580200198
isogroupSym_137236_c0_g1,-0.0998978461444635
isogroupSym_137323_c0_g1,0.193221576269611
isogroupSym_137323_c1_g1,-0.130706549277543
isogroupSym_137323_c1_g3,-0.108391804446533
isogroupSym_137334_c2_g1,-0.146877243357512
isogroupSym_137366_c3_g1,0.256622954617302
isogroupSym_137383_c8_g1,0.0676867660010923
isogroupSym_137424_c0_g1,-0.0644404155873442
isogroupSym_137441_c0_g1,0.397352177881851
isogroupSym_137441_c0_g2,0.291308614422476
isogroupSym_137468_c1_g1,0.220342126195069
isogroupSym_137472_c0_g1,0.0786284562652129
isogroupSym_137482_c0_g5,0.218148717106088
isogroupSym_137506_c2_g1,0.408689903569615
isogroupSym_137506_c2_g3,-0.252466155831289
isogroupSym_137508_c0_g1,-0.586264334814422
isogroupSym_137524_c3_g1,-0.221147899823607
isogroupSym_137542_c6_g2,-0.585594249335928
isogroupSym_137576_c4_g1,0.178651481369469
isogroupSym_137590_c1_g1,0.443206417790883
isogroupSym_137600_c1_g1,0.184258608879393
isogroupSym_137604_c0_g1,-0.324783663826505
isogroupSym_137621_c0_g1,-0.123260276487079
isogroupSym_137664_c3_g1,-0.163491544981267
isogroupSym_137677_c2_g1,0.276321763225495
isogroupSym_137680_c1_g1,-0.276801055277511
isogroupSym_137683_c2_g1,0.459603257091899
isogroupSym_137692_c0_g1,0.10089804233409
isogroupSym_137692_c1_g1,-0.35810578991144
isogroupSym_137692_c1_g2,0.217692816401094
isogroupSym_137692_c1_g3,-0.0553705741050554
isogroupSym_137726_c1_g1,0.814299809979181
isogroupSym_137736_c0_g2,0.636681829984356
isogroupSym_137754_c7_g2,0.630134369689592
isogroupSym_137788_c0_g1,-0.524151678092785
isogroupSym_137794_c4_g3,-0.123262847560524
isogroupSym_137859_c0_g1,-0.0950079674936998
isogroupSym_137870_c4_g1,0.52182524306193
isogroupSym_137889_c0_g2,-0.0491826201227301
isogroupSym_137889_c0_g3,0.580303663908833
isogroupSym_137889_c1_g1,0.187973198894025
isogroupSym_137891_c2_g1,0.447254853358079
isogroupSym_137891_c8_g1,0.338537647840564
isogroupSym_137900_c1_g1,-0.619514549299012
isogroupSym_137960_c1_g6,-0.302568140428206
isogroupSym_137966_c1_g1,0.258666706368248
isogroupSym_137981_c4_g3,0.109107624376814
isogroupSym_137999_c3_g1,0.53605486168406
isogroupSym_138025_c10_g1,-0.0182012604923905
isogroupSym_138025_c8_g1,0.328427672160942
isogroupSym_138036_c3_g1,0.794937281780239
isogroupSym_138049_c4_g1,0.078938398829643
isogroupSym_138056_c0_g1,0.0985625351258004
isogroupSym_138067_c3_g1,0.35252554350981
isogroupSym_138127_c0_g2,0.0430831240474847
isogroupSym_138172_c0_g1,0.542169916913552
isogroupSym_138172_c2_g1,-0.0147874176981532
isogroupSym_138215_c0_g1,-0.338448013159439
isogroupSym_138216_c3_g1,0.549969096832029
isogroupSym_138232_c1_g4,0.0881369432408253
isogroupSym_138233_c0_g1,0.784661722154036
isogroupSym_138233_c0_g2,0.0413170880641062
isogroupSym_138233_c0_g4,0.502466452134727
isogroupSym_138238_c0_g1,0.125940287097523
isogroupSym_138278_c0_g1,0.0147743940026277
isogroupSym_138278_c0_g2,-0.416325826099653
isogroupSym_138293_c1_g1,0.0289738199956971
isogroupSym_13829_c0_g1,-0.515252658913595
isogroupSym_138308_c0_g1,-0.271862238741069
isogroupSym_138321_c0_g1,0.635645510051246
isogroupSym_138330_c1_g3,-0.286469618825359
isogroupSym_138349_c3_g1,-0.255358431761
isogroupSym_13837_c0_g2,0.471081056437524
isogroupSym_1383_c0_g1,0.27250613775809
isogroupSym_138442_c2_g4,-0.14794095650075
isogroupSym_138489_c0_g2,-0.053569537333661
isogroupSym_138493_c3_g1,-0.120866966214636
isogroupSym_138521_c0_g1,0.275487555389094
isogroupSym_138531_c2_g3,0.402449208996187
isogroupSym_138566_c3_g2,0.0280119427005622
isogroupSym_138584_c8_g1,0.103873175846635
isogroupSym_138597_c3_g1,-0.40227828525091
isogroupSym_138599_c1_g3,-0.395546189710639
isogroupSym_138640_c1_g3,0.51443652312831
isogroupSym_138650_c0_g1,-0.269003509822536
isogroupSym_138651_c1_g1,-0.419881756584993
isogroupSym_138654_c0_g1,0.521888631431353
isogroupSym_138705_c0_g1,0.530218270312886
isogroupSym_138722_c2_g10,-0.381072054481523
isogroupSym_138763_c4_g1,0.201679275491869
isogroupSym_138771_c0_g2,0.620065868569232
isogroupSym_138771_c2_g3,0.0158131680158983
isogroupSym_138800_c1_g2,0.21302112725768
isogroupSym_138867_c1_g3,-0.496320092725826
isogroupSym_138874_c0_g1,0.18982392639724
isogroupSym_138885_c0_g1,-0.387434548889317
isogroupSym_138956_c0_g1,0.222780113489912
isogroupSym_138956_c0_g2,0.176920143106694
isogroupSym_13895_c0_g1,0.346005151805254
isogroupSym_138988_c3_g1,0.00648994245737118
isogroupSym_138990_c1_g1,0.156876392590791
isogroupSym_139038_c1_g1,0.279508885125162
isogroupSym_139039_c4_g1,0.289374929590369
isogroupSym_139056_c0_g1,-0.521438559455186
isogroupSym_139056_c2_g1,0.251685378976132
isogroupSym_139056_c2_g3,0.508325883925729
isogroupSym_139061_c0_g1,0.118024410684876
isogroupSym_139085_c1_g1,-0.0110603284059497
isogroupSym_139092_c5_g1,-0.675863715877895
isogroupSym_139113_c3_g1,0.373854105049622
isogroupSym_139114_c1_g1,-0.195124006786132
isogroupSym_139119_c0_g1,0.409145478846474
isogroupSym_139124_c1_g1,-0.442960603950393
isogroupSym_139136_c0_g1,0.216796515800841
isogroupSym_139164_c0_g1,0.423528564019047
isogroupSym_139164_c0_g2,0.334926402639942
isogroupSym_139197_c0_g1,0.236371012313964
isogroupSym_139197_c0_g3,0.435198685593388
isogroupSym_139197_c0_g4,0.147629082697522
isogroupSym_139197_c1_g1,0.187279751581687
isogroupSym_139209_c3_g1,0.299123580053332
isogroupSym_139238_c8_g1,-0.351850236758421
isogroupSym_139287_c4_g2,-0.392051375794988
isogroupSym_139360_c0_g1,-0.357501084394325
isogroupSym_139375_c3_g1,-0.489215661611986
isogroupSym_139378_c5_g1,0.119269251490964
isogroupSym_139462_c3_g1,0.1925842463453
isogroupSym_139500_c0_g1,-0.0155293627744892
isogroupSym_139517_c1_g1,-0.0772541574070838
isogroupSym_139545_c2_g2,-0.115988221407476
isogroupSym_139545_c4_g1,0.2869123621557
isogroupSym_139571_c2_g1,0.0014490362668041
isogroupSym_139577_c2_g1,-0.0453183616419606
isogroupSym_139626_c0_g1,0.337381238940279
isogroupSym_139626_c1_g1,0.18814046681375
isogroupSym_139652_c5_g1,0.104738118120637
isogroupSym_139683_c0_g1,0.500935012663166
isogroupSym_139693_c0_g1,0.0220576961067545
isogroupSym_1396_c0_g1,-0.192050509668404
isogroupSym_139700_c1_g1,-0.253480829230509
isogroupSym_139720_c2_g1,0.429542812324123
isogroupSym_139720_c2_g2,0.584120960616447
isogroupSym_139732_c6_g1,0.393792887963634
isogroupSym_139761_c0_g1,0.355799803294981
isogroupSym_139770_c0_g4,-0.489490396110221
isogroupSym_139797_c4_g1,0.131185056038723
isogroupSym_139815_c2_g1,-0.239770717343959
isogroupSym_13981_c0_g1,-0.323380322020421
isogroupSym_139827_c1_g1,0.0785686666255252
isogroupSym_139830_c4_g1,0.264655531499194
isogroupSym_139861_c0_g3,-0.252931814921583
isogroupSym_139882_c1_g4,0.448978956177016
isogroupSym_139886_c2_g6,-0.100781769183706
isogroupSym_139888_c5_g1,0.472991678250976
isogroupSym_139888_c7_g2,-0.251105342071454
isogroupSym_139904_c2_g1,0.104457069526805
isogroupSym_139907_c0_g1,0.332175299358976
isogroupSym_139943_c5_g5,-0.0839305711776734
isogroupSym_139948_c5_g1,0.0306139056518917
isogroupSym_13999_c0_g1,-0.045964475593162
isogroupSym_140001_c0_g1,-0.0655911481101486
isogroupSym_140065_c0_g1,-0.0021046952061034
isogroupSym_140078_c0_g1,-0.210357276135511
isogroupSym_14008_c0_g1,-0.0256913394986631
isogroupSym_140131_c0_g1,0.621430257463932
isogroupSym_140141_c1_g2,0.417278032886942
isogroupSym_140163_c0_g1,0.155384494375894
isogroupSym_14016_c0_g1,-0.129600516502012
isogroupSym_14017_c0_g1,-0.108250446535569
isogroupSym_140192_c1_g2,-0.215050214369871
isogroupSym_140223_c3_g2,-0.418544381324471
isogroupSym_140268_c1_g5,-0.262849591553304
isogroupSym_140371_c3_g5,0.0730297349147555
isogroupSym_140546_c3_g1,0.18387469271818
isogroupSym_140570_c1_g1,0.541910132931057
isogroupSym_140570_c2_g1,0.0891321025143528
isogroupSym_140585_c6_g1,0.0178507685124689
isogroupSym_140596_c0_g1,0.0641406801200067
isogroupSym_140596_c0_g2,0.433620720343001
isogroupSym_140596_c0_g3,0.533209474414287
isogroupSym_140626_c2_g1,-0.153696950271553
isogroupSym_14062_c0_g1,0.149956580259446
isogroupSym_140650_c2_g1,-0.100897560482465
isogroupSym_140651_c1_g1,0.0925268606628037
isogroupSym_140674_c2_g1,0.249877116575928
isogroupSym_140674_c3_g2,-0.842967426464113
isogroupSym_140692_c1_g2,0.0978007141684051
isogroupSym_140714_c0_g1,-0.0385813489705639
isogroupSym_140714_c0_g2,-0.360033585160495
isogroupSym_140726_c5_g4,-0.216754685557289
isogroupSym_140738_c8_g1,-0.12811082534329
isogroupSym_140756_c0_g1,-0.101381685161479
isogroupSym_140764_c3_g1,0.137934340217698
isogroupSym_140765_c2_g1,0.243244191526542
isogroupSym_140810_c1_g1,0.192481529240831
isogroupSym_14083_c0_g1,-0.452784268913978
isogroupSym_140840_c1_g4,-0.14249245320537
isogroupSym_140841_c0_g2,0.10373135077506
isogroupSym_140841_c1_g1,0.372390776606599
isogroupSym_140877_c0_g1,-0.417332415907428
isogroupSym_140883_c1_g1,0.0196571514406973
isogroupSym_140957_c0_g1,0.501548822913969
isogroupSym_140957_c1_g1,-0.298589754854032
isogroupSym_140971_c3_g1,0.500249112978426
isogroupSym_140971_c3_g4,0.00991450144603629
isogroupSym_140971_c3_g5,0.340895687401428
isogroupSym_140971_c4_g1,0.332893283362233
isogroupSym_140982_c0_g1,0.487058969907064
isogroupSym_140986_c0_g2,-0.55045092063293
isogroupSym_140988_c1_g3,0.294260481363353
isogroupSym_141006_c3_g1,0.0345576900444598
isogroupSym_141037_c0_g1,0.261524214236395
isogroupSym_14103_c0_g1,-0.539664052810984
isogroupSym_141051_c5_g1,-0.600761710606305
isogroupSym_141059_c0_g2,0.469141278753043
isogroupSym_141083_c0_g1,0.486423719494939
isogroupSym_141084_c0_g1,0.528289542710783
isogroupSym_141085_c2_g1,0.0684627345775573
isogroupSym_141114_c0_g1,0.542095750153331
isogroupSym_141115_c3_g1,0.0750665875378619
isogroupSym_141144_c1_g1,0.530841697419973
isogroupSym_14118_c0_g1,0.523741548351305
isogroupSym_141194_c4_g8,0.401242318173924
isogroupSym_141209_c0_g1,-0.177912227851218
isogroupSym_141217_c2_g3,0.326878954142765
isogroupSym_141217_c2_g4,0.529742840870314
isogroupSym_14122_c0_g1,-0.495587658313711
isogroupSym_141243_c1_g2,-0.015445878064865
isogroupSym_141284_c1_g1,0.145936638437162
isogroupSym_141284_c2_g2,-0.552752660947099
isogroupSym_141301_c4_g1,0.0419369101106765
isogroupSym_141362_c0_g3,0.276789474736655
isogroupSym_141464_c2_g3,-0.266994098873573
isogroupSym_141484_c0_g1,-0.372412105600294
isogroupSym_141502_c5_g1,-0.0172825734998271
isogroupSym_141538_c7_g1,-0.0915289478193979
isogroupSym_141552_c3_g1,-0.156022086197711
isogroupSym_141552_c3_g2,0.0359040629162711
isogroupSym_141552_c4_g1,-0.783981393157014
isogroupSym_141552_c4_g2,0.178031948770244
isogroupSym_141552_c4_g3,0.145293439866216
isogroupSym_141571_c2_g1,0.251067040409439
isogroupSym_141581_c2_g1,0.217193844593572
isogroupSym_141603_c9_g1,-0.350241021641857
isogroupSym_141605_c3_g1,-0.38333281057663
isogroupSym_141661_c3_g1,0.125059028532669
isogroupSym_141675_c0_g1,0.0953306785396373
isogroupSym_141681_c0_g1,0.228615629325116
isogroupSym_141690_c0_g5,0.324391969126269
isogroupSym_141721_c0_g1,-0.303528118889087
isogroupSym_14177_c0_g1,-0.145788284444166
isogroupSym_141800_c0_g2,-0.360432769976292
isogroupSym_141827_c4_g1,-0.171181776285083
isogroupSym_141827_c8_g11,-0.0459553187292714
isogroupSym_141827_c8_g13,0.172715294011284
isogroupSym_141827_c8_g16,0.60121214727137
isogroupSym_141827_c8_g17,-0.0478027317962098
isogroupSym_141827_c8_g4,0.446043311358422
isogroupSym_141827_c8_g5,-0.150449241631096
isogroupSym_141827_c8_g7,-0.500532121159724
isogroupSym_141840_c3_g4,0.124320117432989
isogroupSym_141846_c2_g1,-0.386662231172404
isogroupSym_141852_c2_g1,0.548605003518619
isogroupSym_141870_c2_g1,-0.310013978973757
isogroupSym_141875_c0_g1,0.30261870825743
isogroupSym_141875_c1_g1,0.528553062622361
isogroupSym_141906_c0_g1,0.0808841386027769
isogroupSym_141916_c0_g1,-0.0656065513548207
isogroupSym_141920_c0_g1,0.550256393674324
isogroupSym_141929_c0_g1,0.262677984779829
isogroupSym_141_c0_g1,0.00380041864027492
isogroupSym_142003_c1_g2,0.198891680005221
isogroupSym_142026_c0_g1,0.069558477712805
isogroupSym_142039_c0_g1,-0.29279463792007
isogroupSym_142051_c0_g2,-0.40595719821885
isogroupSym_142061_c1_g4,-0.0132052474892283
isogroupSym_142107_c1_g1,-0.552994498824242
isogroupSym_142126_c3_g4,-0.517757796106164
isogroupSym_142137_c4_g1,0.359747454872505
isogroupSym_14214_c0_g1,-0.223131272510458
isogroupSym_142186_c0_g1,-0.439171143119322
isogroupSym_142188_c6_g1,0.0294874402653406
isogroupSym_142188_c6_g3,0.504060824320268
isogroupSym_142191_c2_g1,-0.0665070856065923
isogroupSym_142250_c0_g5,-0.190223231357908
isogroupSym_142252_c1_g1,0.241452010692263
isogroupSym_142252_c1_g3,0.156720802501795
isogroupSym_142252_c2_g4,0.578185701793079
isogroupSym_142252_c2_g5,0.216999097608612
isogroupSym_142252_c2_g6,0.357774791259142
isogroupSym_142289_c1_g1,-0.103893371197546
isogroupSym_142297_c0_g2,0.120744811853082
isogroupSym_142329_c0_g1,-0.281515063211577
isogroupSym_142338_c0_g3,0.22408267232367
isogroupSym_142353_c0_g1,-0.0538477872100719
isogroupSym_142379_c0_g1,-0.0521689288807109
isogroupSym_142380_c1_g1,0.295783565272703
isogroupSym_142381_c2_g1,0.380951465035427
isogroupSym_142384_c1_g2,0.729167620509567
isogroupSym_142459_c0_g5,-0.0193796881200135
isogroupSym_142473_c0_g1,0.778339167146886
isogroupSym_142487_c2_g1,-0.337113115199121
isogroupSym_142488_c5_g1,0.147288776429993
isogroupSym_142555_c1_g1,0.212422235794605
isogroupSym_14255_c0_g1,-0.544403107970152
isogroupSym_142566_c0_g1,-0.496349145754322
isogroupSym_142571_c4_g5,0.0807271266756889
isogroupSym_142573_c0_g2,-0.250497472976267
isogroupSym_142583_c0_g1,0.409152169611586
isogroupSym_142598_c3_g1,0.67168689906135
isogroupSym_142598_c3_g3,0.346350314118831
isogroupSym_142598_c3_g5,0.425527225373457
isogroupSym_14259_c0_g1,-0.344569822917003
isogroupSym_142615_c0_g3,0.158630150420235
isogroupSym_142655_c3_g1,-0.408311251223257
isogroupSym_142663_c0_g1,0.27019966583388
isogroupSym_142667_c2_g1,-0.499912286753933
isogroupSym_142669_c9_g1,0.0545788667917902
isogroupSym_14266_c0_g1,0.681575991054258
isogroupSym_142673_c0_g1,-0.350112413663503
isogroupSym_142681_c1_g1,0.378853581129667
isogroupSym_142695_c0_g1,-0.375621323771297
isogroupSym_142695_c0_g2,0.0480823416448483
isogroupSym_142711_c0_g1,-0.0158749669375425
isogroupSym_142721_c3_g2,-0.0231940875656013
isogroupSym_142750_c1_g2,-0.345194519003876
isogroupSym_142762_c0_g1,0.541589333174415
isogroupSym_142787_c0_g5,-0.301656644437947
isogroupSym_142816_c0_g1,-0.382477199622496
isogroupSym_142841_c0_g1,-0.261881253293952
isogroupSym_142887_c2_g6,-0.110981249030305
isogroupSym_142901_c1_g3,0.0153469146608226
isogroupSym_142905_c0_g1,0.234725025746815
isogroupSym_142922_c1_g1,-0.484717038580859
isogroupSym_142922_c2_g1,0.522230978553777
isogroupSym_142968_c1_g1,0.334916924183945
isogroupSym_142992_c1_g1,0.638675543077519
isogroupSym_142993_c2_g2,0.335822028336329
isogroupSym_143046_c1_g1,0.076454260311893
isogroupSym_143060_c0_g1,0.341980576015855
isogroupSym_143076_c0_g1,-0.128045410965627
isogroupSym_143083_c3_g1,-0.414441663434772
isogroupSym_143087_c0_g2,0.349103013641025
isogroupSym_143103_c2_g1,0.48523079884225
isogroupSym_143109_c3_g4,0.306238798812998
isogroupSym_143122_c0_g1,0.245304303458587
isogroupSym_143124_c1_g1,0.593988927170252
isogroupSym_143145_c2_g2,-0.166680466516654
isogroupSym_143145_c5_g3,-0.0785021127734122
isogroupSym_143167_c1_g3,0.369840596083518
isogroupSym_143177_c4_g1,-0.295020186821317
isogroupSym_143181_c6_g1,0.4539300010456
isogroupSym_143182_c1_g1,0.212013912639591
isogroupSym_143184_c1_g1,-0.119287199461867
isogroupSym_143193_c2_g1,0.518984084332139
isogroupSym_143193_c2_g2,0.32472567948444
isogroupSym_143218_c0_g2,-0.327476610657028
isogroupSym_143242_c1_g2,-0.304984969445564
isogroupSym_143244_c0_g1,0.205643834874955
isogroupSym_143244_c1_g1,-0.0544922675336028
isogroupSym_143254_c0_g1,0.243946911467998
isogroupSym_143319_c2_g1,-0.283188543172981
isogroupSym_143319_c2_g2,-0.209014335953559
isogroupSym_143324_c3_g1,0.39419016583586
isogroupSym_14333_c0_g1,0.226625322274229
isogroupSym_1433_c0_g1,0.459209482765121
isogroupSym_14340_c0_g1,-0.0843001053497727
isogroupSym_143426_c2_g1,-0.41491861263838
isogroupSym_143426_c2_g2,-0.0208867722902356
isogroupSym_143426_c4_g1,-0.145666123853005
isogroupSym_143442_c1_g1,-0.000492198343857086
isogroupSym_143448_c1_g1,-0.111025732113541
isogroupSym_143463_c2_g1,0.150002105085668
isogroupSym_143469_c7_g2,0.119673079408079
isogroupSym_143475_c4_g9,0.211033524165524
isogroupSym_143488_c3_g4,0.463475356384495
isogroupSym_143645_c0_g7,0.227015385957403
isogroupSym_14365_c0_g1,0.169781904878431
isogroupSym_143661_c2_g1,0.0709193340661675
isogroupSym_143664_c3_g1,-0.1507926338595
isogroupSym_143678_c4_g1,0.0902931504038827
isogroupSym_143692_c1_g1,0.113381066703768
isogroupSym_143692_c3_g2,0.0934462134268158
isogroupSym_143719_c0_g1,-0.105477647788288
isogroupSym_143732_c3_g1,-0.466028096539813
isogroupSym_143734_c9_g2,0.115067068280721
isogroupSym_143740_c1_g2,-0.442920218390715
isogroupSym_143818_c2_g1,-0.208580204534177
isogroupSym_143909_c0_g1,-0.0912815380839542
isogroupSym_143931_c1_g2,0.198095345424508
isogroupSym_143933_c3_g3,0.0469603492311358
isogroupSym_143943_c0_g1,-0.00524680125060731
isogroupSym_143943_c0_g2,-0.304821781577167
isogroupSym_143952_c3_g1,-0.190166293235825
isogroupSym_143968_c1_g2,0.587061871589199
isogroupSym_143_c0_g1,-0.488670966717746
isogroupSym_144022_c0_g3,-0.527887755880709
isogroupSym_144085_c1_g1,0.321410335470742
isogroupSym_144088_c2_g2,0.650760389136081
isogroupSym_144097_c2_g1,0.697961048746023
isogroupSym_144098_c1_g5,-0.369245529020257
isogroupSym_14409_c0_g1,-0.507617873500322
isogroupSym_144129_c1_g1,-0.449055587389211
isogroupSym_144163_c0_g1,0.352459997316301
isogroupSym_144197_c5_g1,0.276404007615677
isogroupSym_14422_c0_g1,0.0921838525081293
isogroupSym_144233_c1_g1,0.576093152386981
isogroupSym_144233_c3_g2,0.150186151191612
isogroupSym_144258_c1_g1,0.189037558097224
isogroupSym_14426_c0_g1,-0.246941075830137
isogroupSym_144324_c2_g1,0.479203685156024
isogroupSym_144324_c2_g4,0.34241829367757
isogroupSym_14435_c0_g1,-0.104144803331877
isogroupSym_144403_c2_g5,0.0415217014904408
isogroupSym_144408_c1_g1,0.17939363855473
isogroupSym_144441_c0_g1,-0.35805472407989
isogroupSym_144461_c0_g2,0.39485005834389
isogroupSym_144482_c1_g2,0.142263038004867
isogroupSym_144482_c1_g3,0.13819063018622
isogroupSym_144501_c1_g1,0.333226130260259
isogroupSym_144501_c3_g1,0.112285150799058
isogroupSym_144516_c0_g1,-0.265449715643466
isogroupSym_14452_c0_g1,-0.0877622871675287
isogroupSym_14456_c0_g1,-0.255737097478805
isogroupSym_14458_c0_g2,0.517534897243144
isogroupSym_144596_c0_g1,-0.101055190138266
isogroupSym_14464_c0_g1,-0.163475384867157
isogroupSym_144675_c3_g1,0.233187861322198
isogroupSym_144699_c8_g1,-0.202004449607926
isogroupSym_144703_c0_g1,0.852832396959844
isogroupSym_144706_c1_g1,-0.288047322812668
isogroupSym_144706_c1_g3,0.213328280958257
isogroupSym_144706_c1_g5,0.532268570071147
isogroupSym_144706_c2_g3,-0.00971461755467575
isogroupSym_14472_c0_g1,-0.541812012466551
isogroupSym_144740_c2_g1,0.177252750433693
isogroupSym_144740_c2_g2,-0.286406291883835
isogroupSym_144741_c1_g1,0.370430360189779
isogroupSym_144750_c2_g1,0.20664939920513
isogroupSym_144752_c0_g1,-0.114190480617199
isogroupSym_144752_c2_g3,0.333212988541383
isogroupSym_144765_c1_g1,-0.414397512195089
isogroupSym_144765_c1_g2,0.313651839726297
isogroupSym_144769_c1_g2,-0.391355309186777
isogroupSym_144780_c0_g1,-0.034005297776541
isogroupSym_144786_c0_g4,0.226287479894034
isogroupSym_144810_c0_g3,0.067027901840098
isogroupSym_144819_c1_g1,0.411737102735207
isogroupSym_144845_c0_g1,-0.116240109825959
isogroupSym_144846_c0_g1,0.23682206417157
isogroupSym_144870_c1_g1,0.0872921980684935
isogroupSym_144893_c0_g1,0.0604986565579303
isogroupSym_144894_c1_g1,-0.200599866260299
isogroupSym_144928_c0_g4,0.16914636553706
isogroupSym_144945_c0_g2,0.237673846934259
isogroupSym_144962_c0_g1,0.321906939180443
isogroupSym_144983_c3_g2,-0.512977213337244
isogroupSym_144984_c0_g1,0.566963946747874
isogroupSym_145026_c4_g5,0.0965478725703182
isogroupSym_145057_c0_g1,0.128378493092467
isogroupSym_145065_c1_g1,0.751146350782208
isogroupSym_145065_c1_g2,0.546575809535099
isogroupSym_145065_c2_g5,-0.503657202679994
isogroupSym_145099_c1_g1,-0.378451250508609
isogroupSym_145102_c3_g1,-0.271872594853305
isogroupSym_145214_c0_g1,0.0378689199269898
isogroupSym_145246_c1_g1,0.281799168414045
isogroupSym_145267_c0_g1,0.109277855194205
isogroupSym_145267_c1_g1,0.481236179843583
isogroupSym_145289_c4_g1,-0.423516681949903
isogroupSym_1452_c0_g1,-0.137239570805444
isogroupSym_145309_c0_g1,-0.260120174946724
isogroupSym_14534_c0_g1,-0.436787249259871
isogroupSym_145407_c0_g1,-0.069704126024753
isogroupSym_145469_c3_g3,-0.478308346566075
isogroupSym_145495_c1_g1,0.0343812046099248
isogroupSym_145507_c1_g1,-0.220708160639041
isogroupSym_145547_c2_g1,-0.10552410723848
isogroupSym_14556_c0_g1,-0.238326294867763
isogroupSym_145648_c1_g1,0.363681728027808
isogroupSym_145648_c3_g1,0.374604034030428
isogroupSym_145683_c0_g1,0.01794701198982
isogroupSym_145687_c2_g1,0.345511508658271
isogroupSym_145745_c2_g7,0.45308876638065
isogroupSym_145764_c6_g1,-0.129284390893125
isogroupSym_14576_c0_g1,-0.24957942443159
isogroupSym_145834_c1_g1,-0.0456241945671461
isogroupSym_145856_c0_g1,-0.32360505540894
isogroupSym_145856_c1_g2,-0.258671624452052
isogroupSym_145856_c2_g1,-0.00554180027099837
isogroupSym_145866_c5_g1,-0.593144305063747
isogroupSym_145893_c3_g2,-0.334859555240059
isogroupSym_145910_c2_g3,-0.316336302053381
isogroupSym_145910_c2_g5,-0.291756348663314
isogroupSym_145914_c0_g2,-0.463405677976158
isogroupSym_145965_c1_g1,0.645015173388139
isogroupSym_14599_c0_g1,-0.269905583472894
isogroupSym_146016_c3_g1,-0.226775709424433
isogroupSym_146073_c0_g1,-0.0471754961856358
isogroupSym_146097_c1_g1,0.0889946202692668
isogroupSym_146098_c0_g3,-0.370382255487595
