,kMEturquoise
Sym_103362_c0_g1,0.0328948428506649
Sym_103395_c0_g1,0.175200448896449
Sym_103410_c3_g5,0.610708531553526
Sym_103418_c0_g1,-0.253248849154652
Sym_103431_c6_g1,0.0765623977813001
Sym_103437_c1_g1,0.363927779049905
Sym_103437_c2_g1,-0.207858359043765
Sym_103440_c0_g1,0.0121494640572017
Sym_103441_c0_g1,-0.144112809537994
Sym_103450_c0_g1,0.773765288665488
Sym_103487_c0_g1,-0.147452162409644
Sym_103490_c0_g1,-0.734492762647124
Sym_103496_c0_g1,-0.800202103709983
Sym_103506_c0_g1,0.384024428974632
Sym_103528_c0_g1,0.11728737577341
Sym_103546_c2_g1,-0.481290091385476
Sym_103554_c1_g2,0.20735922787316
Sym_103560_c1_g11,-0.336158343136575
Sym_103583_c3_g1,0.472105093809752
Sym_103585_c1_g1,0.673143451830811
Sym_103585_c1_g4,0.226208198179137
Sym_103595_c3_g1,0.0658833559981479
Sym_103595_c7_g1,0.150541277871682
Sym_103595_c7_g2,-0.38007297915285
Sym_103595_c7_g4,-0.614505231970082
Sym_103595_c8_g4,-0.0854275231934413
Sym_103610_c0_g1,-0.908887912960169
Sym_103611_c10_g1,0.720063005803384
Sym_103611_c7_g1,-0.129096342878728
Sym_103621_c0_g1,0.360714787262165
Sym_103643_c3_g3,0.867218271551295
Sym_103653_c0_g1,-0.000792421462539003
Sym_103660_c1_g1,-0.728829804345728
Sym_103679_c5_g1,0.545490006079199
Sym_103681_c0_g1,-0.812283075014376
Sym_103688_c0_g1,-0.641736289591287
Sym_103703_c0_g4,0.554033302193192
Sym_103720_c5_g10,0.249555008578186
Sym_103720_c5_g11,-0.736295418357758
Sym_103720_c5_g4,0.0781195180565909
Sym_103720_c5_g7,0.326811279823385
Sym_103744_c0_g1,-0.822272709733441
Sym_103750_c5_g1,0.165223378742691
Sym_103750_c6_g1,-0.703093724121274
Sym_103755_c0_g1,-0.462092764400636
Sym_103761_c2_g1,0.0341522122207461
Sym_103763_c0_g1,0.693563334852293
Sym_103763_c2_g1,0.0256464943094658
Sym_103763_c3_g2,0.553710594328644
Sym_103763_c4_g1,0.222180588746938
Sym_103763_c6_g1,-0.540634578670188
Sym_103763_c6_g2,-0.429807216146109
Sym_103763_c7_g3,-0.193076311370104
Sym_103763_c7_g5,-0.394259140428144
Sym_103766_c9_g1,-0.568259192479305
Sym_103778_c1_g1,-0.24621710368334
Sym_103784_c0_g1,-0.830659883295281
Sym_103784_c0_g2,0.172828499237776
Sym_103788_c0_g1,0.265972980153172
Sym_103788_c0_g5,-0.609862200010346
Sym_103800_c7_g2,0.328190755297368
Sym_103800_c7_g3,-0.190241457024327
Sym_103804_c0_g1,-0.576763138888121
Sym_103830_c4_g3,-0.223255314384844
Sym_10385_c0_g1,-0.458320443740846
Sym_103877_c0_g1,0.53361923317837
Sym_103877_c0_g3,0.103021883367293
Sym_103894_c0_g1,-0.534875373449155
Sym_103894_c0_g2,-0.793442718224044
Sym_103894_c0_g4,-0.268300881171123
Sym_103894_c1_g3,-0.502705620693952
Sym_103894_c1_g4,-0.417776291550052
Sym_103894_c1_g6,-0.283118123316762
Sym_103894_c1_g7,-0.68579364300628
Sym_103894_c2_g1,-0.192167827968338
Sym_103905_c2_g1,-0.920484274994609
Sym_103913_c3_g1,-0.476949285813846
Sym_103931_c6_g1,-0.083838371612364
Sym_103942_c0_g1,0.418816243101871
Sym_103942_c12_g6,-0.969721086225626
Sym_103946_c3_g1,-0.645278015696816
Sym_103946_c3_g2,-0.684552022414232
Sym_103946_c3_g3,-0.551122912170518
Sym_103947_c0_g1,0.649606461072096
Sym_1039_c0_g1,-0.504364566842456
Sym_104004_c0_g1,-0.5174910507874
Sym_104004_c1_g1,0.191269638894286
Sym_104024_c7_g1,0.287255777897091
Sym_104032_c1_g1,-0.588652753736603
Sym_104039_c8_g1,-0.294069328780018
Sym_10403_c0_g1,-0.708812159939219
Sym_104048_c0_g1,0.404984777236302
Sym_104048_c1_g1,0.634466350999048
Sym_104048_c1_g4,0.366303055311498
Sym_104048_c2_g2,0.495268486363644
Sym_104048_c2_g3,0.54424283631366
Sym_104048_c2_g4,0.726644469782222
Sym_104048_c2_g6,0.414457867033669
Sym_104048_c2_g7,0.729147071119554
Sym_104048_c3_g1,0.0845398366282625
Sym_104059_c0_g1,-0.171450778604273
Sym_104059_c1_g1,0.642059728021033
Sym_104059_c4_g2,0.0399784029249363
Sym_104059_c4_g4,-0.946592111806937
Sym_104059_c4_g5,0.0769616454325617
Sym_104059_c4_g9,-0.182721828034194
Sym_104065_c1_g2,-0.325636038459707
Sym_104074_c5_g1,0.0621305352795582
Sym_104078_c2_g2,0.0769801150621346
Sym_104078_c4_g1,-0.128336424211349
Sym_104078_c4_g4,0.368967706386116
Sym_104078_c4_g6,0.538099624893463
Sym_104087_c1_g1,0.441255586690511
Sym_10408_c0_g1,0.387895526248635
Sym_104091_c3_g1,0.371933437869148
Sym_104101_c0_g1,0.618685308644284
Sym_104103_c2_g11,-0.433112994546948
Sym_104103_c2_g12,0.78590620847152
Sym_104103_c2_g14,-0.205894225909028
Sym_104103_c2_g4,0.61505003917146
Sym_104103_c2_g8,0.766770398116146
Sym_104105_c9_g1,0.435567391578569
Sym_104112_c2_g5,0.79792880391157
Sym_104113_c0_g1,0.594143985925998
Sym_104116_c1_g1,-0.125022360085481
Sym_104141_c1_g2,-0.296029730718182
Sym_104154_c3_g1,0.513191918750468
Sym_104170_c16_g1,-0.676568705541205
Sym_104174_c0_g1,-0.670748107391585
Sym_104194_c1_g1,0.106581062569876
Sym_104201_c0_g1,0.196830612128734
Sym_104205_c0_g1,-0.561897889971316
Sym_104212_c0_g2,-0.0490677564309649
Sym_104226_c0_g1,0.223477058389986
Sym_104243_c4_g2,-0.507713633688816
Sym_104246_c3_g1,-0.455307905432694
Sym_104246_c3_g2,-0.584400508819103
Sym_104246_c5_g1,-0.845188639688914
Sym_104246_c5_g4,-0.491074622780838
Sym_104260_c0_g2,-0.4522550175106
Sym_104264_c2_g1,0.862892351960675
Sym_104264_c4_g1,0.663272291474626
Sym_104264_c6_g1,-0.547821173133754
Sym_104264_c7_g1,0.267852161180786
Sym_104273_c0_g1,-0.58827824865289
Sym_104274_c5_g8,-0.82384372261894
Sym_104274_c6_g1,-0.658894366288781
Sym_104297_c1_g1,0.619315389774002
Sym_104299_c1_g1,-0.92153625887052
