,kMEturquoise
Sym_123346_c5_g1,-0.148033356358452
Sym_123346_c5_g2,-0.0726570997584555
Sym_123357_c0_g1,-0.366929736905769
Sym_123365_c1_g1,-0.205267207613352
Sym_123365_c1_g2,-0.284082409688248
Sym_123395_c2_g2,0.749372034938346
Sym_123397_c2_g1,0.348282609352677
Sym_12341_c0_g1,-0.28604452719291
Sym_123433_c0_g1,-0.602103714875364
Sym_123443_c1_g1,-0.174707770461154
Sym_123475_c3_g1,0.604397702262972
Sym_123481_c0_g1,0.507566351376746
Sym_123481_c4_g1,0.715512563387636
Sym_123481_c4_g3,0.68337665623635
Sym_123481_c4_g4,0.780244458257194
Sym_123499_c0_g1,0.6664473236843
Sym_123499_c1_g1,0.853644806064751
Sym_123507_c1_g1,-0.318815739794281
Sym_123507_c3_g1,-0.300536259709185
Sym_123507_c4_g1,0.168469454215473
Sym_123516_c0_g1,-0.403444588839426
Sym_123516_c0_g4,0.131445434026719
Sym_123517_c3_g1,0.717994241651251
Sym_12351_c0_g1,0.00377276656900056
Sym_123588_c0_g1,0.0137371249932715
Sym_123629_c3_g1,-0.517044655204012
Sym_123682_c0_g1,-0.0935602637945299
Sym_123776_c1_g1,0.137626463210561
Sym_123788_c1_g1,0.290708276356628
Sym_123848_c1_g2,-0.0648360697114436
Sym_123854_c0_g1,-0.134669198082251
Sym_123878_c1_g1,-0.40724489078768
Sym_123885_c0_g4,0.292963750636504
Sym_123902_c0_g1,0.370292132973725
Sym_123902_c0_g2,-0.0840400130876181
Sym_123903_c4_g1,-0.00888741574893943
Sym_12391_c0_g1,-0.363424714264175
Sym_123931_c0_g1,0.160081167054437
Sym_123931_c0_g2,0.660460004206983
Sym_123942_c3_g1,-0.687152718565421
Sym_123942_c3_g2,-0.217741353690653
Sym_123946_c0_g10,0.476092957582965
Sym_123946_c0_g11,-0.250799615409105
Sym_123946_c0_g3,0.320052504327175
Sym_123946_c0_g5,-0.223783378114617
Sym_123946_c0_g7,-0.14885035224594
Sym_123946_c0_g8,-0.117001922845024
Sym_123969_c3_g1,0.732346462056396
Sym_12401_c0_g1,-0.183202817589981
Sym_124074_c0_g1,0.0360286514325147
Sym_124080_c1_g1,-0.252274456514282
Sym_124087_c4_g1,-0.783086050478698
Sym_124118_c2_g3,-0.341073029044079
Sym_12411_c0_g1,0.475044107839717
Sym_124239_c2_g2,-0.831886553409733
Sym_124259_c4_g2,-0.563194885064026
Sym_12430_c0_g1,0.132278207679678
Sym_124310_c0_g1,-0.823074643960147
Sym_124310_c1_g1,0.893079181561662
Sym_124310_c1_g2,0.824351019965633
Sym_124328_c6_g1,-0.0654293455676274
Sym_124341_c5_g1,0.0635162638186833
Sym_124345_c3_g6,-0.936700779653671
Sym_124351_c0_g1,0.637498786446068
Sym_124367_c0_g1,-0.0937530544933594
Sym_124367_c0_g2,0.50880896780984
Sym_124370_c1_g1,-0.537445179990792
Sym_124376_c2_g4,-0.0586330354004938
Sym_124392_c0_g2,-0.151029116840285
Sym_124392_c0_g4,-0.00350553810936014
Sym_124405_c0_g2,0.111765135293907
Sym_124424_c0_g1,-0.329481593905861
Sym_124465_c1_g2,0.25482298443342
Sym_124465_c2_g1,0.111979719942794
Sym_124465_c3_g1,0.335187155463743
Sym_124465_c4_g1,-0.522087633515548
Sym_124465_c4_g3,-0.231590214294881
Sym_124465_c4_g6,0.235840518652681
Sym_124465_c5_g1,0.179653149595045
Sym_124479_c4_g1,-0.579954297015088
Sym_124515_c0_g1,0.923450112467957
Sym_124516_c3_g1,0.738666001939132
Sym_12451_c0_g1,0.0874873103918188
Sym_124525_c2_g1,0.0487531621485853
Sym_124525_c7_g2,-0.139487079065086
Sym_124527_c1_g1,0.210512029653384
Sym_124548_c2_g2,-0.698096937174581
Sym_124577_c0_g1,0.548330477663519
Sym_124578_c1_g1,0.585176734686062
Sym_124600_c2_g1,0.477620815455701
Sym_124628_c1_g1,0.0136645105582564
Sym_124637_c0_g1,-0.724922104940545
Sym_124637_c7_g1,-0.00728579479467719
Sym_124640_c0_g1,0.660183369751486
Sym_124646_c0_g1,0.438066955532254
Sym_12465_c0_g1,0.400943484238567
Sym_124667_c1_g2,0.842582758924204
Sym_124674_c0_g1,-0.858326440408774
Sym_124724_c1_g1,0.156357453694175
Sym_124745_c0_g5,-0.449528248747949
Sym_124769_c0_g1,-0.287055550294944
Sym_124774_c2_g1,0.215457462901059
Sym_124786_c0_g1,-0.0549915212340607
Sym_124823_c0_g1,0.150658217250937
Sym_12483_c0_g1,0.914040783810938
Sym_124855_c1_g2,0.642367613014153
Sym_124855_c3_g5,0.57230281063501
Sym_124954_c1_g1,0.473323677658085
Sym_12498_c0_g1,-0.452635615436193
Sym_124997_c3_g1,0.452205404051314
Sym_125038_c1_g1,0.482624191603065
Sym_125058_c1_g1,-0.208191723458775
Sym_125076_c1_g2,0.218262352273292
Sym_125134_c0_g1,-0.175311998453361
Sym_12513_c0_g1,0.899462480435744
Sym_125167_c3_g1,0.620199404572983
Sym_125179_c2_g1,-0.57204596906301
Sym_125183_c0_g7,-0.907713758906612
Sym_125196_c0_g1,-0.0308723111991315
Sym_125202_c1_g1,0.431281623905403
Sym_125207_c0_g1,0.235380056146595
Sym_125209_c6_g1,0.251975043666759
Sym_125214_c3_g2,-0.777825674438036
Sym_125221_c4_g1,-0.579897726396402
Sym_125225_c1_g1,0.251767051761378
Sym_125225_c1_g2,-0.166939935368609
Sym_125225_c1_g3,-0.151054186296663
Sym_125263_c5_g1,-0.654526355986261
Sym_125293_c1_g1,0.0766797448598202
Sym_12529_c0_g1,-0.454259362711314
Sym_125355_c0_g5,-0.0473752839523165
Sym_125356_c0_g1,-0.163080945632183
Sym_125383_c1_g3,0.0423528943505419
Sym_125392_c1_g9,-0.0623330076622215
Sym_125426_c9_g1,0.216588833730834
Sym_125444_c1_g1,0.0468720829704412
Sym_125444_c2_g1,0.760583645426481
Sym_125464_c4_g1,-0.760956416084108
Sym_125470_c1_g1,0.124312007985745
Sym_125470_c1_g2,0.139107747343381
Sym_125470_c4_g1,0.195387864069949
Sym_125470_c4_g2,-0.575051269535745
Sym_125492_c0_g1,-0.276558843155153
Sym_125506_c0_g1,-0.171762548473508
Sym_12557_c0_g1,0.179605661733369
Sym_125580_c0_g1,0.488874853011597
Sym_125580_c4_g2,0.530874901948639
Sym_125580_c4_g3,-0.138972967779996
Sym_125580_c4_g4,-0.0260598974191935
Sym_125580_c6_g3,-0.359234154044577
Sym_125614_c5_g1,0.268001777286458
Sym_12561_c0_g1,-0.860913201143069
Sym_125664_c1_g1,0.114857066106806
Sym_125668_c1_g2,-0.052541183833467
Sym_125678_c4_g1,-0.334419092563376
Sym_125684_c0_g2,-0.634439337410184
Sym_125694_c1_g1,-0.75338986213418
Sym_12569_c0_g1,-0.469458869300473
Sym_12575_c0_g1,0.0492091283992826
Sym_125768_c0_g1,0.533452532934533
Sym_125782_c2_g1,-0.726204697811566
Sym_125784_c2_g4,-0.5986540373073
Sym_125797_c1_g1,0.373059300434248
Sym_125797_c2_g1,-0.221444540856016
Sym_125797_c3_g1,0.0970655068913084
Sym_125797_c4_g2,0.14034287649633
Sym_125797_c5_g1,-0.807021957918788
Sym_125813_c2_g2,-0.422329894196869
Sym_125866_c2_g1,-0.2853721872629
Sym_125878_c6_g1,0.0307261030918885
Sym_125878_c6_g2,-0.279211355501241
Sym_12589_c0_g1,-0.0642296338455303
Sym_125908_c0_g1,-0.657212166648418
Sym_125910_c0_g1,-0.243677484621798
Sym_125914_c1_g1,0.367492956275903
Sym_125914_c2_g1,0.235452523895296
Sym_125918_c1_g1,0.525237711554646
Sym_125931_c0_g1,0.220362192521755
Sym_125936_c1_g1,0.453809551005351
Sym_126013_c2_g3,0.48819233818367
Sym_126059_c0_g1,0.20559429692831
Sym_12605_c0_g1,0.0743989756833388
Sym_12607_c0_g1,-0.205167643504082
Sym_126080_c1_g1,0.217053387402149
Sym_126097_c1_g1,-0.453884713845707
Sym_126107_c6_g1,-0.252398983568122
Sym_126132_c3_g1,0.428646256011002
Sym_126176_c3_g1,-0.101617346055481
Sym_126246_c5_g1,0.685011060136291
Sym_126248_c0_g1,-0.639065712481567
Sym_126257_c1_g1,0.867181484519182
Sym_126264_c1_g1,0.115239299743097
Sym_126264_c1_g4,-0.0274012984982804
Sym_126264_c1_g5,-0.629922948347095
Sym_126291_c5_g5,0.381809055758409
Sym_126318_c1_g1,0.180369459065519
Sym_126375_c0_g3,-0.879104012070046
Sym_126387_c0_g1,-0.585184339162322
Sym_126392_c0_g1,-0.917136816177656
Sym_12639_c0_g1,0.584896277820509
Sym_12643_c0_g1,0.48917713586398
Sym_126452_c0_g1,0.390338075884399
Sym_12646_c0_g1,0.341918042143591
Sym_126566_c3_g1,0.645384238399249
Sym_126595_c2_g3,-0.603580539773314
Sym_126600_c4_g2,-0.484568466695963
Sym_126624_c2_g1,0.0998110203885583
Sym_126624_c2_g2,-0.43546665967657
Sym_126624_c2_g3,0.122385968445813
Sym_126676_c2_g1,-0.554832001789655
Sym_12667_c0_g1,-0.366340809544165
Sym_126689_c6_g1,0.0314067539118538
Sym_126720_c1_g1,-0.3823055119473
Sym_126731_c0_g1,-0.869292307260605
Sym_12679_c0_g1,-0.0525166976417566
Sym_1267_c0_g1,-0.392023679910504
Sym_126811_c0_g1,-0.0892652784362326
Sym_126811_c0_g5,-0.631759516370856
Sym_126836_c1_g1,0.0678081003268045
Sym_126848_c0_g1,0.553881040928061
Sym_126863_c0_g1,-0.583386079499259
Sym_126866_c0_g1,0.783185651443724
Sym_126870_c0_g1,0.813759077471648
Sym_126882_c5_g1,-0.687078507819586
Sym_126886_c2_g2,0.50529775274796
Sym_126905_c3_g1,0.0847187007989133
Sym_126957_c10_g1,-0.430103945435274
Sym_126957_c1_g1,0.0902503873467898
Sym_126957_c3_g1,0.388023546502321
Sym_126957_c4_g1,-0.318999083095776
Sym_126957_c4_g3,0.554224831182191
Sym_126957_c5_g2,0.15247956910536
Sym_126957_c5_g6,0.557149139078134
Sym_1269_c0_g1,0.0671345553438117
Sym_127011_c1_g1,-0.760711903675306
Sym_127015_c0_g2,0.152468575098999
Sym_127015_c0_g3,0.537164596202504
Sym_127019_c0_g2,0.644818747555461
Sym_127029_c0_g1,-0.269194909677518
Sym_127030_c0_g1,-0.865858974957896
Sym_127035_c0_g2,-0.890849977115208
Sym_127035_c0_g3,0.523719185121455
Sym_127035_c0_g5,0.776390216259348
Sym_127038_c1_g1,-0.847257920487781
Sym_127041_c3_g1,-0.517532266802017
Sym_12706_c0_g1,-0.542981754979188
Sym_127079_c1_g1,0.204098658045411
Sym_127086_c1_g2,0.0442644333435434
Sym_127086_c1_g3,-0.356629487324549
Sym_127090_c2_g1,-0.916105206362168
Sym_127107_c0_g1,0.473591635922527
Sym_127107_c2_g3,-0.248003329662696
Sym_127134_c8_g1,-0.675469376565631
Sym_127144_c1_g1,-0.2093147022175
Sym_127145_c5_g1,0.28700732884944
Sym_127190_c1_g1,0.373495699920463
Sym_12719_c0_g1,0.405410302662279
Sym_127211_c0_g1,0.808993214534636
Sym_127228_c0_g1,0.6407334384422
Sym_127238_c0_g1,-0.780843295360486
Sym_127242_c2_g1,-0.12411242918329
Sym_127242_c3_g3,0.821415324151884
Sym_12727_c0_g2,-0.467179541871184
Sym_127311_c0_g1,-0.398031378596627
Sym_127311_c0_g3,0.17347390211914
Sym_127311_c0_g5,0.0461834192586531
Sym_127365_c1_g1,0.653520808590392
Sym_127416_c0_g1,-0.539387510967843
Sym_127438_c1_g2,0.0836723908032698
Sym_127502_c3_g1,0.507112264201163
Sym_127505_c0_g1,-0.52530082437676
Sym_12751_c0_g2,0.212497837783945
Sym_127565_c2_g2,-0.233873293711081
Sym_127566_c0_g2,-0.786153300387815
Sym_127586_c3_g1,0.222193470557727
Sym_127587_c1_g2,-0.823897936173511
Sym_127601_c1_g3,0.820145181522252
Sym_127607_c3_g1,0.349927952818434
Sym_127607_c3_g2,0.609712136703155
Sym_127608_c6_g2,0.622125327625727
Sym_127651_c0_g1,0.032075420561343
Sym_127651_c1_g1,-0.811449619902099
Sym_127665_c2_g1,0.139856496552496
Sym_127665_c8_g1,-0.421401737465675
Sym_127678_c0_g1,0.558644461038668
Sym_127688_c1_g1,0.194149480020804
Sym_127689_c0_g1,-0.600159812539194
Sym_127707_c5_g1,-0.296027733895038
Sym_127729_c1_g1,0.621730175809159
Sym_127738_c1_g1,0.459766946754281
Sym_127738_c2_g1,-0.186805934143209
Sym_127757_c3_g1,0.794569279877786
Sym_127762_c2_g2,0.437134435721596
Sym_127859_c5_g3,-0.104542717449387
Sym_127883_c2_g1,0.627369475093024
Sym_127888_c7_g1,-0.0201961999796657
Sym_127928_c4_g1,0.413930209314011
Sym_127944_c1_g2,0.607453389830543
Sym_127950_c4_g1,-0.453562303124235
Sym_127954_c0_g1,0.0940951440724919
Sym_12801_c0_g1,-0.698753233085415
Sym_128044_c3_g2,0.577043528569877
Sym_128051_c0_g1,-0.415387682352364
Sym_128086_c0_g1,0.270416512224777
Sym_12808_c0_g1,0.259349237615297
Sym_128113_c2_g1,0.362808915212458
Sym_128118_c0_g2,-0.335242292707101
Sym_128149_c1_g1,-0.295975949379057
Sym_128149_c1_g2,-0.883617282810719
Sym_128149_c2_g1,-0.100606725414457
Sym_128151_c2_g2,0.58010619290503
Sym_128217_c0_g1,-0.159905175502698
Sym_128217_c0_g2,0.103535856759651
Sym_128217_c1_g1,0.854866642199697
Sym_128217_c2_g1,0.434878948739431
Sym_128217_c2_g5,-0.00709273988175282
Sym_128217_c2_g7,0.362564485071642
Sym_128217_c2_g8,0.250885101213577
Sym_128219_c3_g1,-0.359208016538774
Sym_128219_c3_g2,-0.339825209329055
Sym_128281_c1_g2,-0.477400791663682
Sym_128281_c3_g1,0.738394830060281
Sym_128286_c5_g2,0.103683888222301
Sym_128308_c1_g1,-0.817034734795269
Sym_128358_c1_g1,0.268037542143668
Sym_128449_c0_g1,0.223581740737668
Sym_128463_c0_g1,-0.470496377043756
Sym_128463_c0_g2,0.154732791111432
Sym_128493_c4_g1,0.322832049435431
Sym_1284_c0_g1,-0.21211250480945
Sym_12851_c0_g1,0.786705636739965
Sym_128531_c2_g1,0.788269224839879
Sym_128537_c1_g1,-0.0825470596378531
Sym_128548_c0_g1,-0.052671646392155
Sym_128548_c0_g2,-0.872469249962528
Sym_12854_c0_g1,0.0468360613330937
Sym_128551_c1_g2,-0.852970166383486
Sym_128585_c1_g1,0.575455266440517
Sym_128585_c2_g1,-0.824133921067281
Sym_128585_c3_g1,0.762747557337441
Sym_128602_c3_g1,-0.735286867063893
Sym_128613_c0_g1,0.330957793476244
Sym_128613_c2_g1,0.330183621879173
Sym_128633_c2_g1,0.830960303649698
Sym_128650_c7_g1,-0.247168686049146
Sym_128685_c8_g1,-0.906319163182443
Sym_128689_c4_g2,-0.780884786786311
Sym_128695_c4_g1,-0.461700823136248
Sym_128696_c2_g1,-0.843400681711631
Sym_128765_c0_g1,-0.31808963683844
Sym_128765_c4_g3,0.721298400854395
Sym_128768_c4_g1,-0.118479374284464
Sym_12881_c0_g1,-0.299680991641222
Sym_128825_c1_g3,0.628579253057485
Sym_12885_c0_g1,0.640841165109867
Sym_128875_c0_g1,0.704721775392642
Sym_128879_c1_g1,-0.166155898733738
Sym_128895_c0_g2,0.779419401776332
Sym_128931_c1_g1,-0.823427188977496
Sym_12895_c0_g1,-0.132193723985583
Sym_128968_c4_g1,0.922186417405566
Sym_128978_c2_g1,0.326672604974801
Sym_128978_c3_g11,0.154960555347911
Sym_128978_c3_g8,0.0423237778167681
Sym_128994_c0_g6,0.00151929060122447
Sym_129073_c3_g1,0.743350334547351
Sym_12907_c0_g1,-0.664079742042291
Sym_129083_c0_g1,-0.421718462985856
Sym_12908_c0_g1,0.501598870725731
Sym_129090_c0_g1,0.739419308722759
Sym_129170_c0_g1,0.118411674379018
Sym_129170_c0_g2,0.680554882961423
Sym_129183_c2_g1,-0.124687570730546
Sym_12919_c0_g1,-0.719130450606873
Sym_129244_c0_g1,0.211163500289014
Sym_129245_c1_g1,-0.376463115363268
Sym_129287_c1_g1,-0.10598515746718
Sym_129344_c4_g1,-0.171903704110914
Sym_129395_c1_g1,0.0164058048512633
Sym_129415_c3_g2,-0.197461772110529
Sym_129416_c0_g1,0.548145773883994
Sym_129438_c2_g2,0.552315473941255
Sym_129485_c0_g1,-0.0364750099050602
Sym_129485_c0_g2,-0.671556345048306
Sym_129485_c0_g4,-0.20528047367913
Sym_129485_c0_g5,-0.511111421772947
Sym_129488_c3_g1,0.534680614217237
Sym_129498_c2_g1,0.845037293488821
Sym_129519_c3_g1,-0.62603997876491
Sym_129530_c0_g1,-0.389069053653944
Sym_129530_c0_g2,-0.863296648933125
Sym_12953_c0_g1,0.195063661191104
Sym_129592_c3_g6,0.145270414717686
Sym_129609_c3_g1,-0.630470956303538
Sym_129641_c1_g1,0.436827069830815
Sym_129658_c1_g1,-0.387426044054122
Sym_129658_c1_g2,-0.0716450394943175
Sym_129658_c2_g2,0.364249374316459
Sym_129658_c2_g3,0.482982857894341
Sym_129674_c1_g2,0.123775229006266
Sym_129674_c4_g1,-0.525618829678366
Sym_129674_c4_g3,-0.40541916141057
Sym_129674_c4_g4,0.345652843565513
Sym_129677_c4_g1,-0.748696695495419
Sym_129719_c1_g1,-0.191252319782238
Sym_129720_c0_g1,0.0804184874429486
Sym_129720_c4_g1,0.586578168702594
Sym_129720_c4_g3,0.546349152839819
Sym_129729_c1_g1,0.839947909891693
Sym_129731_c1_g1,-0.124417096901925
Sym_129737_c0_g1,0.134024070326288
Sym_129748_c4_g1,-0.524265496104622
Sym_129785_c3_g1,-0.303957926658975
Sym_129785_c6_g1,0.442381238915738
Sym_129835_c0_g2,0.0527441564678668
Sym_129855_c5_g1,-0.524380350727645
Sym_129855_c5_g2,-0.717885987915337
Sym_129885_c2_g1,0.602034386144547
Sym_129891_c1_g1,0.00355879281159086
Sym_129893_c0_g1,-0.896791934802959
Sym_12990_c0_g1,0.741699943913566
Sym_12993_c0_g1,0.194365519545757
Sym_12_c0_g1,-0.234993394792499
Sym_130007_c0_g2,-0.463818910326449
Sym_130011_c0_g2,-0.147932027311792
Sym_130013_c0_g1,-0.856025194934724
Sym_130043_c2_g2,-0.140405582055887
Sym_130043_c3_g2,-0.0413295053518419
Sym_130048_c0_g1,-0.782578229928272
Sym_130052_c0_g1,-0.0937929373206804
Sym_130052_c2_g1,0.879218820725895
Sym_130072_c2_g5,0.0390981544499758
Sym_130099_c0_g1,-0.299952217955392
Sym_130100_c3_g3,0.281654631597406
Sym_130109_c2_g1,-0.141932456385594
Sym_130111_c4_g1,-0.047186970038549
Sym_13011_c0_g1,-0.0220055295176614
Sym_130158_c3_g3,0.736355504258834
Sym_130165_c13_g1,0.55713841500904
Sym_13016_c0_g1,0.201788592292155
Sym_130173_c1_g1,0.878929275083949
Sym_130173_c2_g2,-0.401720913691375
Sym_130188_c9_g2,0.644280822253903
Sym_130199_c3_g2,0.77521688966906
Sym_130200_c0_g1,-0.106642409496534
Sym_130202_c0_g3,-0.223215138018346
Sym_13022_c0_g1,0.60340994185253
Sym_130271_c1_g1,0.319422995916348
Sym_13027_c0_g2,0.01457086435192
Sym_130308_c1_g9,0.503586964264902
Sym_130318_c1_g1,0.147968211459096
Sym_130329_c1_g1,-0.872073050109157
Sym_130330_c1_g2,-0.0353051867994198
Sym_130348_c0_g4,0.19040856626529
Sym_130366_c0_g1,0.778687273658972
Sym_130366_c2_g3,-0.259394619998017
Sym_130366_c3_g1,0.706326735615118
Sym_130366_c3_g5,0.116475986568339
Sym_130397_c7_g1,0.0315075134300804
Sym_13040_c1_g1,-0.501587413149373
Sym_130413_c1_g1,-0.891139201162433
Sym_130435_c0_g1,-0.251146803879395
Sym_130435_c4_g2,0.535195870099786
Sym_130435_c6_g1,-0.76926638534213
Sym_130444_c3_g1,-0.624293102168923
Sym_130459_c0_g1,0.574036577084984
Sym_130468_c3_g1,-0.415544607566824
Sym_130522_c0_g1,0.433478827416191
Sym_130535_c1_g1,0.137636888784886
Sym_130544_c2_g1,-0.496792229087804
Sym_130548_c2_g2,-0.32747196211222
Sym_130549_c1_g1,0.606198719430083
Sym_130549_c4_g1,-0.0246407772539706
Sym_130593_c4_g1,0.190855840230298
Sym_130593_c4_g2,0.372195688790973
Sym_130651_c3_g1,-0.57175937219857
Sym_130695_c0_g1,-0.211531189905441
Sym_130708_c2_g4,-0.0347538780128876
Sym_130730_c0_g1,-0.901965347958659
Sym_130792_c0_g2,-0.0376845480455987
Sym_130792_c1_g1,-0.629059051601609
Sym_130835_c0_g1,0.30068769075335
Sym_130850_c4_g1,0.58096905371717
Sym_130891_c0_g1,-0.409860082624824
Sym_130951_c2_g1,-0.125235038787586
Sym_130975_c2_g1,-0.707279108080735
Sym_131019_c5_g1,-0.91110257612312
Sym_131022_c1_g1,0.722621569425956
Sym_131083_c0_g1,0.808427689071741
Sym_131094_c0_g1,-0.473213457642043
Sym_131104_c1_g3,-0.713473967815286
Sym_131138_c0_g1,0.798874469447154
Sym_131141_c2_g2,0.843992351835078
Sym_131181_c2_g2,0.570645739548325
Sym_131189_c6_g1,-0.811320165701304
Sym_131208_c2_g2,-0.895485732172321
Sym_13121_c0_g1,0.286122302596562
Sym_131222_c2_g3,0.634374514261967
Sym_131222_c3_g1,-0.286464412184983
Sym_131223_c0_g1,-0.739026609359091
Sym_131261_c1_g1,-0.623787389838015
Sym_131261_c4_g5,0.460583337786835
Sym_131277_c2_g1,-0.0063609658061794
Sym_131289_c3_g1,0.270846293899048
Sym_131326_c3_g1,0.415605830167848
Sym_131343_c2_g1,-0.319369500762426
Sym_131401_c2_g1,0.816892761273436
Sym_131425_c4_g1,0.778816245208814
Sym_131426_c4_g6,0.879758457007311
Sym_131428_c3_g1,-0.251990727281901
Sym_131454_c2_g1,-0.0886893088334619
Sym_131486_c2_g5,-0.527506509190424
Sym_131489_c5_g1,-0.144639447264294
Sym_131527_c1_g1,-0.152388974107718
Sym_131551_c5_g3,-0.0119067052488285
Sym_131553_c0_g1,-0.303869143080785
Sym_131563_c3_g9,-0.0108197867139051
Sym_131639_c2_g2,-0.519901664988402
Sym_13164_c0_g1,0.511848113296043
Sym_131677_c5_g1,-0.707705750939128
Sym_1316_c0_g1,-0.778537503054187
Sym_131709_c2_g1,-0.104578084534273
Sym_131710_c1_g1,-0.705505657509196
Sym_131712_c4_g2,0.400381174364619
Sym_131715_c1_g1,0.193234705327731
Sym_131726_c0_g1,-0.778864922872102
Sym_131788_c4_g4,0.42655138999915
Sym_131797_c1_g1,0.4210092237587
Sym_131859_c1_g2,0.325336806399724
Sym_131990_c2_g1,0.585025458045832
Sym_131997_c2_g1,-0.477275581500381
Sym_132041_c1_g1,-0.207286243040601
Sym_132049_c2_g3,-0.436846216194015
Sym_132052_c0_g1,-0.815649507925393
Sym_132052_c0_g2,0.479215477734094
Sym_132052_c0_g3,0.221352953771925
Sym_132074_c0_g3,0.174332081837137
Sym_132078_c3_g1,-0.346226747538708
Sym_132103_c0_g1,0.0506845403306959
Sym_132104_c4_g1,0.433038614865593
Sym_132105_c3_g6,-0.524610235808395
Sym_132105_c3_g7,-0.324100203471891
Sym_132117_c0_g1,-0.105152460580609
Sym_132122_c4_g4,0.42351848315567
Sym_132131_c5_g1,-0.744142855924886
Sym_132132_c7_g1,-0.468296819400622
Sym_132156_c3_g1,0.614421047146451
Sym_132157_c4_g2,0.0637877483215904
Sym_132193_c2_g1,-0.864905170716096
Sym_132309_c4_g1,-0.235727049488837
Sym_132348_c0_g4,0.755401561676659
Sym_132358_c4_g1,-0.258967288674096
Sym_132381_c0_g2,0.465825146782046
Sym_132381_c0_g3,-0.0443903350422127
Sym_132390_c3_g2,0.692622415237641
Sym_132395_c3_g1,-0.0144713687072942
Sym_132420_c2_g1,-0.0706432626815451
Sym_132428_c1_g2,-0.883792493009036
Sym_132484_c2_g1,0.615383957910929
Sym_132503_c0_g2,-0.320038189695067
Sym_132507_c0_g1,0.582853276625224
Sym_132538_c1_g1,-0.310779831459735
Sym_132541_c0_g1,-0.537851969173301
Sym_132541_c0_g2,0.715598417973964
Sym_132560_c2_g2,-0.771105603840851
Sym_1325_c0_g1,0.740959523502609
Sym_132601_c5_g1,-0.235550119513323
Sym_132701_c1_g1,-0.10829835445442
Sym_13270_c0_g1,0.0766237875411883
Sym_132727_c2_g3,-0.105422813819653
Sym_13274_c0_g2,-0.569044617343905
Sym_1327_c0_g1,0.212003268099013
Sym_132802_c3_g4,0.104067785535969
Sym_132819_c2_g1,0.350695294228746
Sym_132839_c1_g1,0.704426559124506
Sym_132844_c0_g1,0.317923797364728
Sym_132845_c0_g1,-0.257936831767206
Sym_132845_c0_g2,-0.105924126977039
Sym_132845_c3_g1,-0.084453050680744
Sym_132889_c1_g1,-0.66368334521958
Sym_132912_c2_g1,0.512519719041011
Sym_13297_c0_g1,-0.19455167394415
Sym_133013_c0_g3,0.788537591548657
Sym_133038_c1_g1,0.291931418888529
Sym_133044_c0_g4,0.235229594455872
Sym_133048_c1_g1,-0.116602093071673
Sym_133060_c1_g1,0.274666669937437
Sym_133060_c1_g4,-0.00952166990332622
Sym_133065_c8_g1,0.0166854284821259
Sym_133085_c0_g1,-0.172755194146207
Sym_133093_c0_g2,-0.434981443518229
Sym_133134_c4_g1,0.138708993908647
Sym_133141_c6_g1,-0.426314616673092
Sym_133183_c1_g1,-0.394178118189776
Sym_133208_c3_g1,0.431708743975913
Sym_133217_c1_g1,0.817107248324713
Sym_133275_c0_g1,-0.249009941153131
Sym_133289_c1_g1,0.266943130451218
Sym_133348_c1_g1,-0.524118257532222
Sym_133389_c6_g4,-0.609817857942177
Sym_133396_c0_g1,-0.899905477035817
Sym_133398_c0_g1,-0.0361008033140274
Sym_133404_c0_g1,0.153814049449137
Sym_133404_c1_g1,0.614331868299283
Sym_133404_c1_g3,0.167800745494351
Sym_133411_c1_g1,-0.293686182603028
Sym_133411_c1_g2,-0.767163762194617
Sym_133421_c3_g1,0.4694727516652
Sym_133421_c3_g2,0.524443472003978
Sym_133421_c3_g3,0.592993691338481
Sym_133439_c5_g1,0.707629707404617
Sym_133462_c0_g1,-0.333826993798185
Sym_133483_c2_g4,0.101105245056031
Sym_13349_c0_g1,0.0378354372854811
Sym_133501_c0_g1,0.489533090273248
Sym_133501_c2_g2,0.34648345141937
Sym_133505_c1_g1,-0.377151112107271
Sym_133513_c1_g2,-0.14654320915241
Sym_133535_c2_g7,-0.593843734995259
Sym_133544_c1_g1,-0.401898192812356
Sym_133564_c0_g1,0.353611120977448
Sym_133593_c1_g1,-0.28738357530055
Sym_133593_c1_g2,0.718653492488513
Sym_133612_c0_g1,-0.935488465913959
Sym_133623_c3_g2,0.491511071881168
Sym_133623_c4_g1,0.451169564484213
Sym_133640_c2_g1,0.296697438565239
Sym_13370_c0_g1,0.614135200966578
Sym_133740_c1_g1,0.675152768655654
Sym_1337_c0_g1,-0.498083599991469
Sym_133808_c1_g1,-0.120576307004425
Sym_13380_c0_g1,-0.687257054430164
Sym_133813_c2_g1,-0.782703768133672
Sym_133885_c2_g1,0.723058356935925
Sym_133892_c2_g1,-0.499492154608897
Sym_133899_c10_g1,-0.190902342238878
Sym_133954_c0_g1,0.346750938922486
Sym_133957_c1_g1,0.526350824205293
Sym_133958_c0_g2,-0.864246550071556
Sym_134024_c1_g1,-0.661831000069411
Sym_134028_c2_g8,0.0392405088321098
Sym_134043_c0_g1,0.752473171079691
Sym_134063_c2_g1,-0.0533657428263164
Sym_134080_c1_g1,0.583129820440497
Sym_134100_c0_g1,0.457131958832111
Sym_134101_c2_g1,-0.0450811722751066
Sym_134105_c2_g1,-0.170945128732219
