baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
isogroupSym_100317_c0_g1	38.1580838177376	0.781396952502252	0.196572680099731	3.97510453693672	7.03483490874505e-05	0.000647758276876868
isogroupSym_100317_c0_g2	44.3141463005325	0.257927338407905	0.166251601007535	1.55142769660434	0.120799222110749	0.269823534377455
isogroupSym_100330_c0_g1	3.45275018665162	-0.0787567463287766	0.551918758450366	-0.142696266656896	0.886530065320523	0.944811003435627
isogroupSym_100339_c0_g1	78.2747885328013	0.0433414094597384	0.149874720754269	0.289184254967187	0.772440380077574	0.882035366734364
isogroupSym_100341_c0_g1	3.80437896954102	0.127891275717544	0.557621067150093	0.229351585246187	0.818595662587871	0.907197716268957
isogroupSym_100346_c0_g1	204.031583430608	-1.62853914792098	0.188336588128602	-8.6469610822989	5.28889976780143e-18	1.05954292014955e-15
isogroupSym_100365_c0_g2	58.0038682681007	-0.81811573452498	0.180549339932374	-4.53125851820568	5.86333339380736e-06	7.53223250595576e-05
isogroupSym_100374_c0_g1	1.07750373157166	0.871287067566252	0.971152948712002	0.897167710525723	0.369629432262558	0.572625063492972
isogroupSym_100382_c0_g5	112.458202505495	0.338498579715372	0.10596771639272	3.19435570792979	0.00140143322871574	0.00802720226390044
isogroupSym_100387_c0_g1	1.59254816690512	-0.233787904112632	0.856439118847687	-0.272976676295668	0.784871144538321	0.88977164899491
isogroupSym_100410_c0_g1	136.898986743539	-1.4227959664661	0.16039429209641	-8.870614707479	7.27432290440842e-19	1.88091998168988e-16
isogroupSym_100410_c0_g3	0.195726563348323	1.40340821374086	2.1901943180972	0.640768813134401	0.521672898105396	NA
isogroupSym_100410_c0_g4	76.5222136478917	-0.628806222285185	0.137120837924728	-4.58578164925136	4.52291099917979e-06	5.97954648565761e-05
isogroupSym_100437_c0_g1	900.553753191002	-0.542889002975065	0.0964385217430556	-5.62937914396389	1.80859445695202e-08	4.79352979013613e-07
isogroupSym_100437_c0_g2	20.5528089761234	-0.425295277527464	0.267460583761613	-1.59012319327968	0.111807038956787	0.255104978994673
isogroupSym_100439_c1_g1	124.552559118232	-0.611958004990019	0.128677537505377	-4.7557484923462	1.97712494643934e-06	2.87355081267788e-05
isogroupSym_100466_c0_g1	138.238221487786	0.267011822709426	0.13087303557014	2.04023557294447	0.0413268682626676	0.121446487320859
isogroupSym_100467_c0_g1	14.6588172417446	0.0173895718299502	0.309773178682558	0.0561364670237323	0.955233093245038	0.981574909566505
isogroupSym_100475_c0_g1	1.18349988032032	0.168323754486758	1.0200920139736	0.165008403341068	0.868937367816616	0.934608508576202
isogroupSym_100490_c0_g1	1.16903015716209	0.400962444814425	0.942672116994107	0.425346668885223	0.670583977381084	0.814361635357062
isogroupSym_100492_c0_g1	20.9900382081455	-1.47897465555086	0.317524907565126	-4.65782248987037	3.19571576292918e-06	4.42132581521043e-05
isogroupSym_100493_c0_g1	173.474044868513	-0.380514488666035	0.108130649264544	-3.51902528334125	0.000433135427466976	0.00299584214637112
isogroupSym_100511_c0_g1	68.5867741934144	-1.08513462854813	0.205563593169259	-5.27882691588602	1.30013540788688e-07	2.65483113546194e-06
isogroupSym_100536_c1_g2	28.5282090004519	0.399075475489978	0.196523336460619	2.03067728584971	0.0422877419772012	0.123551769589676
isogroupSym_100536_c1_g4	92.5762335506569	0.0122153436369425	0.139099285579415	0.0878174433898757	0.930021773507422	0.967527212981733
isogroupSym_100539_c0_g1	69.3682140170669	-0.485158358255003	0.146812189503089	-3.3046190503466	0.000951055743400806	0.00581006224340761
isogroupSym_100541_c0_g1	23.0253556099727	-0.994658400973064	0.251011693324977	-3.96259786863917	7.41385995324106e-05	0.000676495706935665
isogroupSym_100546_c0_g1	22.6125029280895	0.868392755741364	0.238170377796988	3.64609891361707	0.000266251524633163	0.00200021457880664
isogroupSym_100571_c0_g1	57.4385722319415	-0.32062902871846	0.169162340793997	-1.89539248046299	0.0580404241655701	0.157472536867958
isogroupSym_100572_c0_g3	81.2563621295329	-0.270114571150575	0.143794368843677	-1.878478088695	0.0603157917825406	0.162246032960937
isogroupSym_100572_c0_g4	0.699800686843066	-2.49301517476929	1.35212520663882	-1.84377538598408	0.06521588127997	0.172038260736001
isogroupSym_100588_c0_g2	5.25159663964881	-1.22025002700667	0.607916558482702	-2.00726565180637	0.0447213844198944	0.129001092923232
isogroupSym_10059_c0_g1	1.53009340949194	1.54238591460861	0.844112983814491	1.82722685728476	0.0676656673267911	0.176615591793705
isogroupSym_100607_c0_g1	0.414061878044577	0.669789832338771	1.72399267377622	0.388510834487288	0.697638037781494	NA
isogroupSym_100611_c0_g1	122.100822628014	0.422316123906513	0.1930425996743	2.18768357149687	0.0286926595655991	0.091821027193567
isogroupSym_100611_c0_g2	77.6697586980821	0.533056224145272	0.167039267194202	3.19120308116255	0.00141681654558975	0.00809916440212834
isogroupSym_100629_c0_g1	1089.56156435439	-0.49574242711978	0.132059593460879	-3.75392967771508	0.000174083721155431	0.00140013224686663
isogroupSym_100629_c1_g1	0.271651195480105	-0.418819571617337	2.07099048766496	-0.202231528397581	0.839735726215848	NA
isogroupSym_100635_c0_g1	9.17072208033597	-0.434171410265987	0.356302287890449	-1.21854791569421	0.223015827866713	0.413330503274813
isogroupSym_100639_c0_g1	170.623667114375	-0.060517289156036	0.0941087832700489	-0.643056758925245	0.520187271132523	0.703356703646718
isogroupSym_100639_c1_g1	25.1925163411047	0.0599564017422594	0.226648948974121	0.264534214756519	0.791368303931583	0.892873139230306
isogroupSym_100639_c1_g2	0.0365352283069527	0.674355649617091	4.14373905614688	0.16274085807038	0.870722475712725	NA
isogroupSym_100639_c1_g3	0.274694283683499	1.03196098549688	1.76657941415579	0.584157710221046	0.55911421078123	NA
isogroupSym_100639_c2_g1	20.4756317471534	-0.220221508321841	0.27273207474209	-0.807464646503693	0.419398834921833	0.620545072337268
isogroupSym_100642_c0_g1	14.5335671920239	0.461486229121487	0.285608919041261	1.61579768121603	0.106138063068533	0.245707499585378
isogroupSym_100645_c0_g1	19.3659638904589	0.422930650755581	0.236670625707913	1.78700102511894	0.0739373228852407	0.188397415950395
isogroupSym_100665_c0_g1	60.776253025241	0.730342372566012	0.147117419112498	4.96435008833	6.89315056638276e-07	1.1577265041137e-05
isogroupSym_100679_c0_g1	84.0586350498893	-0.378510564896949	0.18327268069774	-2.06528634522022	0.0388959147912252	0.115817950885441
isogroupSym_100694_c0_g1	17.494693449293	0.418809750312897	0.247427887903551	1.69265378232607	0.0905213874071067	0.218511082476317
isogroupSym_100703_c0_g1	49.1581264898759	-0.743153148544641	0.210771794188947	-3.52586621660791	0.000422100137632984	0.00293136813258734
isogroupSym_100705_c0_g1	54.4028932162021	0.522425818027831	0.140148793424637	3.72765120028492	0.000193272610892575	0.0015306604630709
isogroupSym_100706_c0_g1	4.73656365680199	0.760255989069109	0.458957896677722	1.65648307736375	0.097624029296531	0.231101256581439
isogroupSym_100716_c0_g1	37.275734134684	-0.00261538836198401	0.205493064483884	-0.0127273802089273	0.989845293986287	0.99562087114346
isogroupSym_100716_c0_g2	7.81054536006928	-0.185583498405675	0.390529713626551	-0.47520967529539	0.63463753156548	0.790878434735574
isogroupSym_100730_c0_g1	101.342850069017	0.577163066541004	0.135220045467355	4.26832474834763	1.96946467776815e-05	0.000213218043035688
isogroupSym_100737_c0_g1	107.014210195111	0.469083022094092	0.137331119612028	3.41570813242687	0.000636163927921764	0.00413153541623723
isogroupSym_100738_c0_g1	4.76784235139124	0.675505270304938	0.440148821617649	1.53472016083628	0.124852581421163	0.276061136826329
isogroupSym_100740_c0_g1	1.23956669474109	0.343255381334073	0.92248265225266	0.372099551678136	0.709818730119666	0.842966445631073
isogroupSym_100742_c0_g2	9.06183803011342	-2.70489148022872	0.65545788891428	-4.12672045905068	3.67973238108638e-05	0.000365785466956718
isogroupSym_100743_c0_g1	86.0994185523348	0.516333470662592	0.13662219570262	3.77927955269051	0.00015728276795027	0.00129154243386638
isogroupSym_100761_c0_g1	17.6970457354044	-1.02586557649631	0.328261017190141	-3.12515200640499	0.00177713201125351	0.00977928347791247
isogroupSym_100761_c0_g3	7.02654164517313	-0.95899134200558	0.450678139864704	-2.12788519605915	0.0333466032921659	0.102761698643001
isogroupSym_100761_c0_g4	9.88253854114156	0.214742573872541	0.428602032718455	0.501030227296201	0.616349849764299	0.778206427958705
isogroupSym_100764_c6_g1	60.9945026588159	0.636105298509845	0.146849214309889	4.33169017280202	1.47969063561734e-05	0.000166013525046533
isogroupSym_100770_c0_g1	89.5882472436508	-0.44077945254086	0.128683680693017	-3.42529410230631	0.000614134228762266	0.00401189860311002
isogroupSym_100773_c0_g1	72.0448372191439	-0.164351282813184	0.137692182231479	-1.19361375605834	0.232629090492179	0.425119610662229
isogroupSym_100776_c0_g1	0.0619279913139722	-0.407642923040436	4.14373905614688	-0.0983756258579392	0.921634028531473	NA
isogroupSym_100776_c0_g2	1.79575923847996	-0.514119875949972	0.81113683410046	-0.633826321695924	0.526194173256006	0.70824888509738
isogroupSym_100778_c0_g2	43.189091260774	-1.52894835106967	0.224687366858739	-6.80478111629181	1.01202987520451e-11	5.78522065165105e-10
isogroupSym_100778_c0_g3	0.167747838177327	-0.391159427654366	2.31288812736895	-0.169121637586221	0.865700965743337	NA
isogroupSym_100778_c0_g4	28.8885035465731	-2.14276820117826	0.292341767314501	-7.3296683565338	2.30722971105931e-13	1.93607045603117e-11
isogroupSym_100782_c0_g1	16.628053797812	-1.0346435976428	0.298543625373676	-3.46563620759874	0.000528978506538457	0.00354624511603728
isogroupSym_100792_c0_g1	88.8274409701868	0.279406962920801	0.123038650685295	2.27088773620788	0.0231537748508867	0.0778808790438915
isogroupSym_100793_c2_g1	720.232684321154	-0.653127612197273	0.0899482157507445	-7.26115139412165	3.83809067255734e-13	3.05905456220995e-11
isogroupSym_100793_c2_g2	4.05361641117829	0.263316200861904	0.500995109662383	0.525586369574247	0.599175629195294	0.766223961493804
isogroupSym_100793_c2_g3	0.431848829523737	1.96696777470924	1.6190508356831	1.21488944717375	0.224408259176921	NA
isogroupSym_100793_c2_g4	38.6839331484989	0.0499529111302095	0.198360540477909	0.251828871860594	0.801173339825828	0.898621921083703
isogroupSym_100794_c0_g1	10.0496454213358	1.11765520243174	0.30750397471812	3.63460408424401	0.000278407844344492	0.00207124631471678
isogroupSym_100802_c0_g1	1128.16956238029	-0.382215699524063	0.088021909493978	-4.34227911802132	1.41012226907701e-05	0.000159902544097223
isogroupSym_100806_c0_g1	50.7894758580284	-0.150930758549757	0.17905009862451	-0.842952669164835	0.399254915225498	0.602281497175864
isogroupSym_100806_c1_g1	37.053959493538	-0.20462993214395	0.196519132989791	-1.04127231293342	0.297749182761093	0.499475601769645
isogroupSym_100816_c0_g1	32.2322327149105	0.080035253487293	0.239814291304941	0.333738465092234	0.738576921156188	0.861327198268181
isogroupSym_100834_c0_g1	6.79715145494313	-0.935224827118065	0.454920673796583	-2.05579759502478	0.0398020299498974	0.117853227695855
isogroupSym_100842_c0_g1	80.6443143848005	-0.351638958851128	0.141913287256851	-2.47784379918345	0.0132178997244997	0.0502954202898185
isogroupSym_100842_c0_g2	12.495813674377	0.31910298903569	0.299939563005123	1.0638909580269	0.287378099598749	0.488977367474175
isogroupSym_100842_c0_g3	4.98001214360006	0.043904381285786	0.456927995121474	0.0960859955059528	0.923452273807396	0.964281529121525
isogroupSym_100866_c0_g1	28.391654933548	0.392011942058572	0.216343040412673	1.81199238630839	0.0699873729424359	0.18084002000011
isogroupSym_100888_c0_g1	72.1038622618631	0.156344953244661	0.160553858358282	0.973785088962306	0.330163258251261	0.533625085645385
isogroupSym_100888_c1_g1	8.62400529077449	0.0201073604357374	0.371386587584023	0.054141320952223	0.956822571148408	0.982058980283151
isogroupSym_100898_c0_g1	2.08153461690577	0.543804716781561	0.692846040888731	0.784885363686295	0.432520784222334	0.631307166311259
isogroupSym_100917_c0_g1	9.76257942816776	0.0523747413626246	0.36981808342853	0.14162298629928	0.88737780949821	0.945227724143569
isogroupSym_100918_c0_g1	0.26975414394467	-1.11092517621461	2.0645302886791	-0.538100691622881	0.590507535009341	NA
isogroupSym_100918_c2_g1	14.3742820504673	-0.482678748736222	0.320949448606727	-1.50390895149245	0.132604811838065	0.287569065812664
isogroupSym_100921_c0_g1	9.75933616762851	-0.259327328933518	0.355514412267841	-0.729442520429084	0.465731016006635	0.660039120363091
isogroupSym_100938_c0_g2	1.19979387127989	-3.33496396684417	1.3857756762355	-2.40656841077171	0.016103187710802	0.0588184272544522
isogroupSym_100948_c0_g1	0.0816799963837757	0.674355649617091	4.14373905614688	0.16274085807038	0.870722475712725	NA
isogroupSym_100948_c1_g3	0.399751261732746	0.942619565174866	1.72262701980992	0.547198873775287	0.584242109837174	NA
isogroupSym_100952_c0_g1	22.3822660629094	-0.289310200389381	0.264369681628069	-1.09433955742474	0.273806082226065	0.473086701667521
isogroupSym_100952_c0_g2	16.5997952739075	-1.37838966637118	0.317194078227989	-4.34557187849024	1.38913273199822e-05	0.000157846726734628
isogroupSym_100956_c1_g1	1.56670266118469	0.589073260171071	0.865556758953592	0.680571498145571	0.496142666712077	0.683850179465967
isogroupSym_100968_c0_g1	97.6262533715752	-0.989766371581545	0.151384504682258	-6.5380956502713	6.23070740090725e-11	2.97961807470913e-09
isogroupSym_100969_c0_g1	29.4267673410591	-0.865029476101603	0.29797567061181	-2.90302048595278	0.00369582460529212	0.0178648503695063
isogroupSym_100977_c1_g1	130.05295876598	-0.0634162762036783	0.135397965676721	-0.468369490536456	0.639520382071005	0.793932682708608
isogroupSym_100983_c0_g1	3.63460541691183	-0.0727563849517177	0.537596481157708	-0.135336423324494	0.892345888329781	0.948045422991871
isogroupSym_100987_c6_g1	23.9821819995517	0.154108422061324	0.201274259621525	0.765663837746114	0.443876349381955	0.641148319662653
isogroupSym_100991_c0_g1	0.350355124466672	-0.407644008588059	1.87627338219619	-0.217262586814992	0.82800371208958	NA
isogroupSym_101035_c0_g1	1.38269240192204	0.976158301239388	0.910096954921315	1.07258715234772	0.283456391697081	0.484577899292795
isogroupSym_101035_c0_g2	3.36194024250003	2.37417068371378	0.574621853495642	4.13170969616071	3.6007499690458e-05	0.000360675121899421
isogroupSym_101037_c0_g1	909.37349355021	-0.286656634786362	0.0626291469442266	-4.57704836761772	4.71582455504228e-06	6.21611088503113e-05
isogroupSym_101045_c0_g1	8.66849917441701	-1.89046338575105	0.502176548548668	-3.76453936611466	0.000166856381532457	0.00135415523946615
isogroupSym_101045_c0_g2	0.982499732740027	-0.335963881048434	1.16500992801798	-0.288378556241152	0.773056980472562	0.882422261422328
isogroupSym_101046_c0_g1	31.211397176729	0.236680163024094	0.229209571025547	1.03259284490225	0.301794478001957	0.504245533648623
isogroupSym_101047_c0_g2	2.32625653043676	0.296610321707721	0.631020320214896	0.470048764208907	0.638320178343598	0.793244987472146
isogroupSym_101049_c0_g1	0.651683259581549	-1.09239536604699	1.3220171004708	-0.826309558066961	0.408628512914207	0.611074125196585
isogroupSym_101057_c0_g1	1726.70549438681	-0.573346964487739	0.124849585865306	-4.59230169258468	4.38384007773118e-06	5.81296671487825e-05
isogroupSym_101084_c0_g1	1.76506266185501	1.42935868660354	0.735418457253835	1.94359914753973	0.0519438087144056	0.144823039526945
isogroupSym_101085_c0_g1	30.6244439787963	-0.041696526235724	0.188569246139657	-0.221120501297666	0.824998607602323	0.910762748212921
isogroupSym_101087_c1_g1	63.8419994460906	0.333936477904632	0.164878348256546	2.02535069908048	0.0428313660044374	0.124772648371645
isogroupSym_101087_c1_g4	0.228490625738383	0.692748409450976	1.95595743721987	0.354173560359076	0.723208816801606	NA
isogroupSym_101095_c0_g1	2.04791976384523	0.710098492815859	0.734661596315808	0.966565417842544	0.333761329397518	0.537503670467309
isogroupSym_101098_c0_g1	0.82391151716552	-0.467953466197641	1.18087329389976	-0.396277457213259	0.691900355457795	0.830631550197861
isogroupSym_101106_c0_g1	0.233932089656531	0.313700482896074	2.35072977088865	0.13344812610149	0.893838986608146	NA
isogroupSym_101106_c0_g2	0.0350853360278755	-0.407642923040436	4.14373905614688	-0.0983756258579391	0.921634028531473	NA
isogroupSym_101115_c0_g2	36.8930318472382	-0.360858453681324	0.194469999763763	-1.8555995995253	0.0635106508240993	0.168430094499165
isogroupSym_101115_c0_g3	2.50994932201725	5.46772147177167	0.859246991589737	6.36338739069142	1.97352097278713e-10	8.30615340581858e-09
isogroupSym_101136_c0_g1	153.838298787117	0.102610191776483	0.105426697293989	0.97328470311792	0.330411822917874	0.53382101995537
isogroupSym_101138_c0_g1	447.826052012284	-0.110947442857058	0.0816529951732109	-1.35876758252046	0.174220248808132	0.347958701497159
isogroupSym_101146_c0_g1	0.388509017351582	0.672858931440209	1.54095007943997	0.436651998281961	0.662363746133572	NA
isogroupSym_101146_c0_g2	3.87236827733882	-0.399920778598038	0.573908620901816	-0.696837029507623	0.48590478945198	0.67597193686375
isogroupSym_101148_c0_g1	53.9510844263247	-0.922192003349615	0.169119339085042	-5.45290685464358	4.95530285125822e-08	1.14782364066072e-06
isogroupSym_101158_c0_g1	10.815482063099	0.848425516905588	0.352349882460254	2.40790634292689	0.0160442963947709	0.0586662016759729
isogroupSym_101173_c0_g1	25.8310394421209	0.235708244078702	0.225533751478106	1.04511294887756	0.295970770047834	0.497633994849905
isogroupSym_101178_c0_g1	11.2295460698834	2.07972550219514	0.33922719624644	6.13077467021327	8.74521928016175e-10	3.16207221354401e-08
isogroupSym_101178_c0_g2	10.245726974643	1.77060236208544	0.315284702303575	5.61588414898926	1.95559661085681e-08	5.12813700891779e-07
isogroupSym_101196_c1_g1	5.45011731346608	-0.544017599523293	0.520769861827235	-1.04464109657669	0.29618887811625	0.497796998161216
isogroupSym_10119_c0_g1	25.0956958308657	0.916456045762304	0.204410076744739	4.48341911688995	7.34564531451908e-06	9.16125153443414e-05
isogroupSym_101203_c0_g1	68.8033253668969	0.18045331392481	0.158024341804008	1.14193365316225	0.253481598847909	0.450141376264251
isogroupSym_101203_c1_g2	1.50697886465766	0.764571139893587	0.818484184164112	0.93413062180843	0.350236517872767	0.554202622069076
isogroupSym_101210_c0_g1	39.2985143874216	-0.44358417032164	0.188658392641122	-2.3512559611671	0.0187101582680023	0.0660838333300587
isogroupSym_101210_c1_g1	5.97687334271123	0.679463265048579	0.39262911835738	1.73054731113986	0.0835325360314911	0.206092644372825
isogroupSym_101210_c1_g2	12.7652103683701	-0.575839332573863	0.319817286102886	-1.80052598028931	0.0717776250786247	0.184054318366395
isogroupSym_101210_c1_g3	586.273882075815	-0.341837626644085	0.0699996811538887	-4.88341691003681	1.04263096438772e-06	1.65962668254043e-05
isogroupSym_101221_c0_g1	31.7272538480144	0.169097391538038	0.198780748814241	0.85067287726166	0.394951093817555	0.598218556017747
isogroupSym_101245_c3_g1	316.862667256775	-0.281220987841908	0.166084632105067	-1.69323906900673	0.0904099707709476	0.218360651681716
isogroupSym_101245_c3_g2	71.9978601581136	-0.382565827907984	0.149711148685839	-2.55535964599923	0.0106078131688653	0.0422053929926745
isogroupSym_101245_c3_g3	1.05033423899016	-0.085300285158048	1.04597542136464	-0.0815509460506828	0.935003810673708	0.970304262551393
isogroupSym_101245_c3_g4	62.2817351742085	-0.0217491571002578	0.142504890887578	-0.15262042562045	0.878697616392275	0.940193731792561
isogroupSym_101250_c0_g1	8.70857188373768	0.716103468883578	0.378795479415252	1.89047522422662	0.0586944310928532	0.158956042407962
isogroupSym_101254_c0_g1	59.0659613359204	0.541780071612768	0.156038344917043	3.47209573326865	0.000516412146105037	0.00347983542210233
isogroupSym_101254_c0_g2	12.9549687106909	-0.233099160747719	0.299336979906658	-0.778718221919679	0.436145719716012	0.634530538622571
isogroupSym_101257_c0_g1	24.1438082830229	-2.23419076301584	0.322550714736748	-6.92663404835204	4.3097151060289e-12	2.64008635847837e-10
isogroupSym_101261_c0_g1	0.241896597572946	2.20492636806392	1.82328871811979	1.2093127907563	0.226542698675942	NA
isogroupSym_101261_c1_g1	567.170144678069	-0.674249979490846	0.115916503185149	-5.81668667501029	6.00255023922684e-09	1.77734633381741e-07
isogroupSym_101261_c1_g2	7.35585518204236	-0.29883292366299	0.477471830066679	-0.625865035056117	0.531403470130672	0.712586321250422
isogroupSym_101261_c2_g1	77.2203580056498	0.000401728512368561	0.129524462392851	0.00310156479283511	0.997525313305093	0.999086577245276
isogroupSym_101293_c0_g3	9.58657315204338	-0.338780045081989	0.332130149643158	-1.02002195659134	0.307718047643347	0.510536911545558
isogroupSym_101299_c0_g1	385.596997072174	0.0841346301274442	0.0964259107394209	0.872531350570363	0.382918572936786	0.586349008841434
isogroupSym_101300_c0_g1	12.257853879738	-0.1109415834489	0.313473683501709	-0.353910357672163	0.723406064481716	0.851581824027524
isogroupSym_101304_c1_g2	7.92777690530915	0.315084916570465	0.385846873213118	0.816606116168867	0.414153558730129	0.616104675239622
isogroupSym_101306_c1_g1	31.5521409575413	-0.461028081409943	0.218020445547295	-2.11460939020021	0.0344632526743017	0.105457458334725
isogroupSym_101308_c4_g1	46.9240333063077	0.196104116339675	0.160033929621347	1.22539087057147	0.220427985025808	0.410163256114153
isogroupSym_101312_c0_g1	30.2284542378759	0.544802927730263	0.179491479538259	3.03525788038387	0.0024033009959741	0.0125157386996431
isogroupSym_101312_c0_g2	288.402408608798	0.385455611197899	0.0964227588166497	3.99755841803752	6.39991995774722e-05	0.000596958976931313
