,Control_1.1,Control_1,Control_2.1,Control_2,Control_3.1,Control_3,Control_4.1,Control_4,Cool_1,Cool_2,Cool_3,Cool_4,Heat_1.1,Heat_1,Heat_2.1,Heat_2,Heat_3.1,Heat_3,Heat_4.1,Heat_4
Sym_101254_c0_g2,3.76382548876856,4.07404749730183,3.65540286701571,3.55535519943577,3.97048544657748,3.7572875630979,3.59401199766843,3.40632340067983,3.53668711697696,3.79721402098468,3.51872146160636,3.67263104087556,3.91422359966763,3.64148186589048,3.68258985676206,3.64874213977011,3.40371708137161,3.55806597743947,3.72546137737084,3.80507446618694
Sym_101261_c1_g2,2.39760041730993,2.79697448218953,2.69357016911547,2.70981355710135,2.62672304263919,2.55085784486302,3.32700875680923,3.08304204236989,2.95472019103545,2.70775389652199,2.87989312258391,2.14434873686391,2.67009878458394,3.06862758297725,2.74875769735703,2.78675120651208,2.51429865421843,3.07546739535914,3.01091494848849,2.99913799802862
Sym_101304_c1_g2,2.84381919361427,2.77400685503577,2.85755309849634,2.82207556969501,2.88872311548508,2.87719455824157,2.85097689439095,2.93982705201125,2.97938250553507,2.819950645747,3.23728400595397,2.77548066798281,2.98662913243412,3.11183485569527,2.92425628181986,3.22118643989713,2.89295916103748,3.47495460145888,3.15945344540599,2.68465187558242
Sym_101306_c1_g1,5.00505520427314,4.80862091100655,5.11143113128228,4.58200210544197,4.98887435651308,4.79935645774782,4.91479122581287,4.83533970113442,4.71280780226683,4.48800344079231,4.68993993621069,4.59842408654433,5.22387083956589,5.37603801670034,5.03754336613547,5.18242429871639,5.46248151959688,4.9519822819977,5.29856261652173,4.90442085833659
Sym_101326_c0_g1,9.82165842767485,9.73266174240643,9.84065496266596,9.93295486705225,9.74814872554102,9.80035700510888,9.70140620107605,9.64973235432456,9.34669388738375,9.45713937428556,9.47126512569357,9.51449678911923,10.0716131409434,9.78108671804129,9.80270078400985,9.81663255273842,9.87212147619662,9.81676979255746,9.94182138982492,9.76164539031277
Sym_101361_c0_g1,2.66452323189059,2.59380676614032,2.54686335179068,2.53271824281478,2.77040984346396,2.56146258377492,2.96965407895671,2.82207289172324,2.67019267547957,2.34107320617973,2.32941249236459,2.31243610833114,2.50782443137098,2.70068150892295,2.80504644421961,3.14322166868644,2.71133833490535,2.90192535279823,2.75875955548299,2.47541520050542
Sym_101406_c0_g2,4.98939241415664,5.39745593070457,5.18231568597202,4.79634395541633,5.20087016728131,4.98672368137133,5.45661720759136,4.83760310756403,4.53697403208513,4.66950016630224,4.62293641627084,4.90941015252274,5.66428543691025,5.54243384706893,5.37033217548669,5.53668287766549,5.22253424285304,5.6007905659056,5.58132788091545,5.37785731643539
Sym_101433_c0_g1,2.00065762076038,1.68857641200672,1.7007576546032,1.74840972842721,1.7959967759774,1.71375407254959,2.0638875281664,1.69843869451347,1.59216533031416,1.63916143717826,1.61399210388844,1.68943710723761,1.94855668612645,2.3483948895467,2.38841726115883,2.10317511336482,2.03743925647704,1.69518876522237,2.0259762529456,1.77312447568841
Sym_101441_c0_g1,9.65397146078769,9.52942853218589,9.61252426081946,9.43339770007268,9.59510573927887,9.53937134272441,9.50454322006467,9.37674029878198,8.85075343989919,9.11699860463743,8.94352603375983,9.2356143413342,9.85102810137079,9.76734639018161,9.76032778578186,9.79013462581959,9.66227695452209,9.66384967559652,9.78589375186721,9.50369529908564
Sym_101486_c0_g1,5.93494270574057,6.12432434951382,6.05979988716646,6.28264870667234,5.89904561865259,6.06370414251883,5.87748985684691,6.23954108804306,6.19872116618229,6.03804108269165,6.16766935159818,6.1917601333567,6.7122693729772,6.49582214569945,6.54021229864809,6.51531766377823,6.42478468086097,6.54710982518848,6.62240701144157,6.46992282474146
Sym_101501_c0_g1,9.68414290121398,9.5745418158201,9.58922318543674,9.68381818382307,9.55319536144258,9.49987141290875,9.46877224206438,9.44841188278028,9.18801874210366,9.24960749391176,9.25433149988899,9.35882594816048,9.85303401054899,9.57599280375991,9.73095611825754,9.61302343014602,9.68050053382146,9.75028665674739,9.59816574351078,9.57610144904064
Sym_101510_c0_g1,3.7264211015209,3.44267681210817,3.41764652616417,3.55878243457146,3.62363335029619,2.96968213709307,3.30509102695699,3.71807875532861,3.36878124709142,3.6208162998011,3.90579929241099,3.39353411551639,3.82775984901455,4.01014770834507,3.88006745988169,3.82655539124803,3.95244447871927,4.39263620360124,4.07382535147896,3.80928220732287
Sym_101537_c0_g2,5.03766828047049,5.38030891639657,5.2040059773932,5.18490787558705,4.9603404554595,4.87140599068972,5.04940276728606,5.18554678849468,4.93248717238942,4.88485519879529,4.82795816213914,4.71284625895584,5.40637111849579,5.22584692116696,5.30884063828078,5.06654903146984,5.2449943013553,5.17247063159358,5.27681608655816,5.41348547265869
Sym_101592_c0_g3,9.99001510757357,9.94531387837199,9.96833105675067,10.279301825311,9.9969417026899,10.1560935037736,9.87820377100225,9.95209503051616,9.41275647890306,9.59222803844547,9.61919634175223,9.75800633627503,10.4552442286951,10.1705938598419,10.2620211099131,10.18548573548,10.2806658341038,10.2514822027294,10.318603780744,10.1097844268226
Sym_101607_c1_g1,2.10263910932222,2.02890629896891,1.89837004410779,1.88865042069116,1.9245326847394,1.62947268765386,1.80315729373825,1.96438756784978,1.87626627482687,1.56456643013371,1.65012090562604,1.80699420722422,1.80949217831753,2.13274813323166,2.2197341889597,1.99478418366852,2.07184272850636,1.85020280567462,1.98781839757728,2.01668442554289
Sym_101629_c0_g1,7.25303361291882,7.22227525970857,7.2094913988723,7.30099817617226,7.34511215681411,7.14298922064757,7.2927280467531,7.28351653834101,7.0976957707168,6.96468018000988,6.81930339602854,6.81540137751639,7.57637830632759,7.22217569259236,7.42776496119036,7.53080785283996,7.34234672264227,7.34828895359837,7.25903985676127,7.36889789742024
Sym_101653_c0_g1,7.6034702293041,7.19934811049942,7.32576344554335,7.41674551001562,7.38182240649596,7.33490639986036,7.55771265960504,7.39333334783217,7.20269583252758,7.24234887927833,6.98746970146186,7.07464775767267,8.04774072202726,7.38256087951366,7.57390753655285,7.54299355397925,7.50740478070195,7.62485705290184,7.29528940678578,7.36450365724281
Sym_101657_c0_g1,6.43987409816777,6.19842789326088,6.19362413135568,6.66299663945949,6.6187298515602,6.14077076839044,6.45902080240044,6.42601105891962,6.85549406737335,6.58360846994221,6.49626358418105,6.13458506034145,6.83914768042964,6.32496816432767,6.67928241448717,6.52121088021757,6.52241108371766,6.62899112179184,6.71920415141033,6.877785290903
Sym_101728_c0_g1,2.42418152012427,2.6168165695952,2.698792258109,2.29595470745919,2.23180881226652,2.51317043460064,2.4171417835053,2.27195100702704,2.51930813114946,2.29437443580275,2.20649791378601,2.34636239060263,2.69012969405848,2.8953217429642,2.82934089131584,2.78802812634785,2.79358572026973,2.93971330412936,2.89093790817005,3.15199346410071
Sym_101757_c0_g2,8.21050794755726,8.21158273956986,8.16088663958173,8.13350858928998,8.1457733608663,8.06760072951989,8.11816137258428,8.13745539167074,8.19760676766203,8.14732025888068,7.93069149239539,8.1705278880408,8.45483588336094,8.26526522823091,8.39346185471136,8.42116155788894,8.25887752277299,8.34630095559403,8.37427405378896,8.20231893663143
Sym_101846_c0_g2,6.03545568033152,6.03241651984612,6.16965756451489,5.87941546525656,6.01490776854216,5.97620224369301,5.74395641865616,5.72302504132544,5.48668075959602,5.81299719551814,5.68225684525602,5.67338684698196,6.05705566828527,5.99791031662461,5.97837489316159,5.93128386863746,6.06719162593804,5.89314339028278,6.09756534216015,6.01197723904685
Sym_101880_c0_g1,10.4710702501356,10.276852883709,10.3752023876528,10.0462052853946,10.2390838973804,9.96124050161775,10.1470628579818,9.73603152316968,9.39433919846211,9.90199656709552,9.66073016487237,10.0760054405932,10.8068094378699,10.4462476316505,10.5482262112158,10.5100423142808,10.5053082245937,10.2975129000404,10.5112200381014,10.1717007540526
Sym_101901_c1_g1,4.67710079177759,4.83992490589231,4.61574678869444,4.9539241104759,4.58537942605392,4.93185672890815,4.86772728304067,4.91519102788315,4.43262260308891,4.88179258538296,4.40225715003852,4.55549460742014,5.37389582164451,5.05059969910102,5.09705929486105,4.80005909766708,4.80899394626298,5.09761765998047,5.18563418670444,4.46417925842458
Sym_101904_c1_g7,2.59480805728568,2.45208962943471,2.24006507580251,2.85732085648666,2.17227771383442,2.44685654311205,2.81007369903604,2.52846958372626,2.22146595845419,2.23097382556491,2.32207370953694,2.45338187727986,2.98453136713398,2.93010591397972,2.79933397418141,2.88061299357354,2.94210179124209,3.05810232621498,3.34513801877605,2.65490645101657
Sym_101908_c0_g5,4.62556167613675,4.74166613073731,4.47433950552157,4.55780937237948,4.70523759462864,4.82456252860681,4.84638081635509,4.7212511669834,4.59157583050308,4.51113708489781,4.50789314422426,4.58835080571713,4.67317609201362,4.54191876941911,4.91586138951074,4.82508247081959,4.75737948929719,4.79875368110472,4.83367580368677,4.54452819507166
Sym_101912_c0_g1,5.13338133292702,5.04064609573616,4.58494615923241,4.80732050204131,5.02968143638875,4.45709676664558,4.61406791787001,4.90482343953403,4.74461888273882,4.51546361889539,4.39724421902482,4.6938750397222,5.35928560443025,5.37968741585564,4.99608980254641,5.14828651639507,5.11621936401831,5.29847156202931,5.02577562082575,4.84879593648655
Sym_101966_c1_g2,3.41559109741973,3.9236025234332,3.67307611213985,3.43777439511584,3.58193308262966,3.77950462336454,3.92051289302856,3.66352236665167,3.79026791616888,3.12337750370332,3.58411746394286,3.45893872480983,4.24815788470731,3.56372273340734,3.75236421897507,3.52048892785378,3.67380061228625,4.3625473968322,4.08842960933153,3.88530855557009
Sym_101971_c0_g1,8.52030754640236,8.4444801470407,8.35562764053718,8.43380074960714,8.45159412807607,8.15635298941493,8.48718857905714,8.42328818161406,8.08730769208312,8.36210034109268,8.22723870103237,8.25635012870427,9.01199011938192,8.45318281344579,8.48726946710092,8.63214146185329,8.52818906260711,8.37200624778939,8.45491004075071,8.4035866465908
Sym_101973_c2_g2,2.12854195943356,2.33423550725419,2.35259524020505,2.50503027511412,2.08607714940574,2.25598837191964,1.95948986633158,2.12499643317831,2.36743113315769,2.04664702647365,1.89294682965892,2.04652259648046,2.14843120657226,2.37322375920541,2.78845677733389,2.4442689470581,2.3133124230756,2.33142504814237,2.36970670448584,2.17997205124563
Sym_101973_c2_g3,4.35597623031413,4.21463648843939,4.24672013295576,4.69437847146484,3.93554675137559,3.97434840864957,4.63252048327725,4.25251580850428,4.31592375426868,3.88912814265126,3.3256281379793,3.7368305986114,4.81322818663516,4.64410366144404,4.41091945199592,4.65318325120115,4.43131248225219,4.40890328389551,4.90026667205463,4.94925659766906
Sym_102038_c0_g1,7.58097171025783,7.37877968684619,7.51547736510072,7.12225762053749,7.35762289781736,7.48308718498468,7.59676803619216,7.13063142913843,6.2586647047295,6.33614392029038,6.5806354696002,6.85028690792692,7.5678345412287,7.69110295190669,7.62779200697225,7.6081484816297,7.8579351804898,7.37123944931266,7.73312554160087,7.27737962065855
Sym_102064_c0_g1,5.10893593697915,4.97116853640479,4.74176014009626,4.93267355777144,5.12575809917932,5.36103724722624,4.39298928232122,4.92366194277082,4.66102401824056,4.57915445108964,4.41431752564417,4.88364409903394,5.24717945291714,5.34228021084265,5.29888634874016,5.3521627766351,5.10997495322134,4.68338338808069,5.06266122185536,4.82753469410574
Sym_102068_c0_g1,4.45902984971551,4.32831599777314,4.5364332695235,4.67749664570305,4.16224159087204,4.75001033733406,4.35248285242173,4.23241299548249,3.96328948342745,3.37071503316045,3.42837357774875,3.56888509030448,4.45884028787702,4.84826379682668,4.39424360423111,4.30923061225525,4.53602614320614,4.58894799975654,4.48296462166726,4.51483256009086
